TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,0.0,13.1612,15.0,2.0,13.0,1.0,15.0,14.5961,27.7573,27.7583,30.7644,0.0,NA,NA,NA,NA,2.0,2.2012,0.404063,NA,2.60526,32.772,35.3812
2,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,1.0,35.3816,15.0,5.0,10.0,4.0,16.0,15.8672,51.2489,51.2495,54.2589,0.0,1,0,54.8951642498,0.636226204078,19.8135,1.0098,0.132882,1.06377379592,2.20646,55.4048,57.6134
3,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,2.0,57.6138,4.0,2.0,2.0,3.0,18.0,17.5007,75.1145,75.1152,78.1228,0.0,2,1,78.4540418378,0.331244472036,21.1402,1.7267,0.4994,1.36875552796,3.59486,78.9639,82.5608
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,82.5612,1.0,1.0,0.0,0.0,15.0,14.5007,97.0619,97.0628,100.072,1.0,2,1,100.49317611,0.421315341984,18.232,4.653,0.499416,1.27868465802,6.4311,101.004,107.44
5,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,4.0,107.44,19.0,6.0,13.0,8.0,16.0,15.8,123.24,123.241,126.248,1.0,1,1,126.731998266,0.484440834116,19.5917,1.0587,0.200152,1.21555916588,2.47441,127.24,129.72
6,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,5.0,129.721,3.0,2.0,1.0,1.0,17.0,16.5035,146.224,146.225,149.231,0.0,2,1,149.483053167,0.252431372355,20.0624,2.4102,0.496552,1.44756862764,4.35432,149.993,154.348
7,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,6.0,154.349,16.0,13.0,3.0,2.0,15.0,14.7095,169.058,169.059,172.063,1.0,1,1,172.210131465,0.147628276813,18.1615,1.8631,0.290576,1.55237172319,3.70605,172.719,176.428
8,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,7.0,176.428,26.0,14.0,12.0,22.0,18.0,17.8475,194.276,194.277,197.284,0.0,2,0,197.568991823,0.284631972725,21.4406,1.4961,0.1526,1.41536802727,3.06407,198.078,201.145
9,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,8.0,201.146,22.0,12.0,10.0,3.0,19.0,18.824,219.97,219.97,222.977,1.0,1,1,223.807870581,0.831101724529,22.9623,1.5966,0.176075,0.868898275471,2.64157,224.316,226.96
10,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,9.0,226.961,1.0,1.0,0.0,0.0,17.0,16.5057,243.467,243.467,246.473,0.0,2,1,246.902917087,0.429975356616,20.2421,5.4629,0.494355,1.27002464338,7.22728,247.412,254.642
