TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,0.0,8.62366,9.0,8.0,1.0,2.0,19.0,18.7158,27.3394,27.3402,30.3708,0.0,1.0,1.0,31.5032577515,1.13241875172,23.1796,1.5966,0.284341,0.567581295967,2.44852,32.0037,34.4544
2,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,1.0,34.4547,10.0,2.0,8.0,3.0,15.0,14.6328,49.0875,49.0881,52.118,0.0,2.0,0.0,53.4793510437,1.36131119728,19.3246,1.2377,0.367243,0.338688820601,1.94363,54.0013,55.9515
3,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,2.0,55.9518,11.0,8.0,3.0,3.0,16.0,15.9491,71.9009,71.9014,74.9323,0.0,2.0,0.0,76.4712677002,1.53900790215,20.8195,1.7267,0.0509591,0.160992130637,1.93865,76.9865,78.9323
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,78.9325,16.0,1.0,15.0,1.0,19.0,18.7455,97.678,97.6785,100.696,1.0,1.0,0.0,101.079200745,0.383027374744,22.4467,2.4102,0.254613,1.31697261333,3.98179,101.576,105.562
5,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,4.0,105.563,15.0,7.0,8.0,9.0,18.0,17.5141,123.077,123.077,126.11,1.0,2.0,0.0,126.687294006,0.577438056469,21.4246,1.0098,0.485931,1.12256193161,2.61829,127.212,129.843
6,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,5.0,129.843,13.0,2.0,11.0,3.0,15.0,14.5939,144.437,144.438,147.457,0.0,2.0,0.0,147.879180908,0.422029197216,18.3358,5.4629,0.406136,1.27797079086,7.14701,148.395,155.557
7,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,6.0,155.557,13.0,1.0,12.0,2.0,15.0,14.6104,170.167,170.168,173.188,1.0,2.0,0.0,174.439117432,1.25157296658,19.1821,1.8631,0.389687,0.448426991701,2.70121,174.956,177.671
8,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,7.0,177.671,15.0,1.0,14.0,2.0,15.0,14.8857,192.557,192.557,195.585,1.0,2.0,0.0,196.127182007,0.542296588421,18.7562,5.4629,0.114348,1.15770339966,6.73495,196.639,203.384
9,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,8.0,203.384,14.0,5.0,9.0,4.0,16.0,15.8144,219.199,219.199,222.232,0.0,NA,NA,NA,NA,2.0,1.3679,0.185702,NA,1.5536,224.24,225.799
10,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,9.0,225.799,15.0,9.0,6.0,12.0,18.0,17.5139,243.313,243.313,246.345,1.0,2,0,247.095028772,0.749546525069,21.5961,1.233,0.486245,0.950453474931,2.6697,247.616,250.296
