TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,0.0,0.0598975,6.11714,6.05724,6.11746,9.1501,0.0,1.0,0.0,9.52001094818,0.369914740324,9.76011,1.0075,1.33008527756,2.33759,9.85108,12.2003
2,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,1.0,12.2559,18.299,6.0431,18.2992,21.3321,0.0,2.0,0.0,22.0639915466,0.731858730316,10.1081,2.5659,0.968141257763,3.53404,22.3759,25.915
3,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,2.0,25.9679,32.0308,6.06295,32.0311,35.0639,1.0,1.0,1.0,35.4239654541,0.360091209412,9.75607,1.61,1.33990871906,2.94991,35.75,38.7136
4,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,3.0,38.7631,44.8127,6.04959,44.8129,47.8458,1.0,1.0,1.0,47.9040756226,0.0583022460341,9.44097,3.1124,1.6416977644,4.7541,48.2141,52.9785
5,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,4.0,53.0301,59.0943,6.06418,59.0945,62.1268,1.0,1.0,1.0,62.4638633728,0.337058037519,9.73377,1.2245,1.36294198036,2.58744,62.7825,65.3773
6,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,5.0,65.4326,71.4766,6.04392,71.4768,74.5093,1.0,1.0,0.0,75.0799865723,0.570683479309,9.94735,1.1412,1.12931644917,2.27052,75.4045,77.6759
7,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,6.0,77.7275,83.7914,6.06386,83.7916,86.8245,0.0,2.0,0.0,87.3039093018,0.479402959347,9.87638,1.2203,1.22059702873,2.4409,87.609,90.0575
8,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,7.0,90.108,96.1734,6.06537,96.1736,99.2064,0.0,1.0,1.0,99.8159255981,0.60947650671,10.0079,1.0825,1.09052348137,2.17302,100.133,102.306
9,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,8.0,102.358,108.405,6.04771,108.406,111.438,0.0,1.0,1.0,111.871902466,0.433576375246,9.81433,1.5147,1.26642358303,2.78112,112.19,114.972
10,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,9.0,115.024,121.071,6.04701,121.071,124.103,1.0,1.0,1.0,124.423858643,0.32040938735,9.70019,1.783,1.37959063053,3.16259,124.751,127.92
11,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,10.0,127.975,134.036,6.06051,134.036,137.069,0.0,2.0,0.0,137.423858643,0.355225712061,9.7486,1.5139,1.34477424622,2.85867,137.753,140.619
12,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,11.0,140.67,146.734,6.06394,146.734,149.767,0.0,1.0,0.0,150.039871216,0.272863268852,9.66964,1.4355,1.42713677883,2.86264,150.357,153.234
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,153.288,159.333,6.04476,159.333,162.366,1.0,2.0,0.0,163.031845093,0.666115880013,10.044,2.2412,1.03388404846,3.27508,163.351,166.632
14,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,13.0,166.727,172.781,6.05446,172.781,175.814,1.0,1.0,1.0,176.271820068,0.458111196756,9.84517,2.1542,1.24188876152,3.39609,176.585,179.997
15,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,14.0,180.052,186.113,6.06096,186.113,189.146,0.0,2.0,0.0,189.671890259,0.52617162466,9.91988,1.6301,1.17382836342,2.80393,189.994,192.812
16,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,15.0,192.862,198.928,6.06623,198.928,201.961,1.0,1.0,1.0,202.511795044,0.550626039505,9.94996,4.3408,1.14937400818,5.49017,202.834,208.327
17,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,16.0,208.374,214.426,6.05178,214.426,217.459,0.0,1.0,0.0,219.23197937,1.77262425423,11.1575,1.1604,-0.072624258697,1.08778,219.551,220.642
18,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,17.0,220.695,226.758,6.06323,226.758,229.791,0.0,NA,NA,NA,NA,2.0,1.8199,NA,1.8199,231.805,233.641
