TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,0.0,0.0803485,6.0899,6.00955,6.09034,9.09656,0.0,1.0,0.0,9.41559,0.319035,9.63524,1.5139,1.38096,2.89487,9.73484,12.6316
2,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,1.0,12.7137,18.7236,6.00985,18.7239,21.7292,0.0,2.0,0.0,22.039,0.309848,9.62529,3.1124,1.39015,4.50255,22.3537,26.8591
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,26.9378,32.9467,6.00881,32.9471,35.9549,1.0,2.0,0.0,35.9905,0.0355199,9.3526,1.8199,1.66448,3.48438,36.3036,39.7898
4,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,3.0,39.8748,45.8884,6.01364,45.8887,48.8952,1.0,1.0,0.0,49.3178,0.42268,9.74306,1.6301,1.27732,2.90742,49.6338,52.5418
5,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,4.0,52.6233,58.6314,6.00814,58.632,61.6411,1.0,2.0,0.0,61.8133,0.172227,9.49006,1.783,1.52777,3.31077,62.1275,65.4397
6,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,5.0,65.5146,71.5229,6.00828,71.5232,74.5294,1.0,2.0,0.0,74.5888,0.0593649,9.37416,1.61,1.64064,3.25064,74.9015,78.1556
7,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,6.0,78.2384,84.2522,6.01381,84.2525,87.2565,1.0,1.0,0.0,87.3322,0.0757812,9.39381,1.2203,1.62422,2.84452,87.6481,90.4945
8,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,7.0,90.5736,96.5888,6.01521,96.5892,99.5929,0.0,1.0,1.0,99.9077,0.314734,9.63402,2.5659,1.38527,3.95117,100.221,104.177
9,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,8.0,104.241,110.252,6.01112,110.252,113.259,1.0,1.0,0.0,113.299,0.0401923,9.35823,1.1604,1.65981,2.82021,113.614,116.434
10,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,9.0,116.507,122.513,6.00608,122.514,125.52,0.0,2.0,0.0,125.691,0.170314,9.48325,1.4355,1.52969,2.96519,126.004,128.973
11,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,10.0,129.052,135.067,6.01431,135.067,138.071,1.0,1.0,1.0,138.346,0.275022,9.59352,2.1542,1.42498,3.57918,138.661,142.244
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,142.323,148.328,6.00467,148.328,151.337,0.0,1.0,1.0,151.521,0.18438,9.49856,1.0825,1.51562,2.59812,151.835,154.437
13,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,12.0,154.504,160.51,6.0065,160.511,163.517,1.0,1.0,1.0,163.625,0.107856,9.42104,2.2412,1.59214,3.83334,163.938,167.774
14,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,13.0,167.849,173.858,6.00915,173.858,176.866,1.0,1.0,1.0,177.096,0.230633,9.54734,1.2245,1.46937,2.69387,177.409,180.106
15,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,14.0,180.179,186.189,6.00919,186.189,189.198,1.0,1.0,0.0,189.288,0.0894489,9.40842,1.5147,1.61055,3.12525,189.604,192.733
16,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,15.0,192.814,198.822,6.0084,198.822,201.831,1.0,2.0,0.0,201.999,0.168301,9.48573,4.3408,1.5317,5.8725,202.311,208.188
17,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,16.0,208.267,214.276,6.00941,214.276,217.283,1.0,1.0,1.0,217.735,0.451406,9.76775,1.1412,1.24859,2.38979,218.047,220.438
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,220.519,226.532,6.01277,226.532,229.537,0.0,2.0,0.0,229.75,0.212803,9.53087,1.0075,1.4872,2.4947,230.064,232.563
