Trial,Resp,LR,Outcome,RT,respOnset
1,1,0,0,6.119860369712114,125.94130922295153
2,1,0,0,1.0658149719238281,145.68821230717003
2,2,0,-2,0.6332388110458851,146.32145111821592
2,1,0,0,6.849348673596978,153.1707997918129
3,1,0,+17,1.2327804286032915,168.05235383845866
3,2,0,+10,0.8832912966609001,168.93564513511956
4,2,1,-2,0.9491640366613865,191.86589652858675
4,1,1,+2,0.851280752569437,192.71717728115618
5,2,1,-15,1.3829563818871975,219.7464367710054
5,1,1,+9,1.3827993087470531,221.12923607975245
5,2,1,+32,3.199789309874177,224.32902538962662
6,1,0,+4,1.3491058889776468,241.4935966078192
6,2,0,+10,0.9834721572697163,242.47706876508892
