TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,0.0,17.3438,17.0,8.0,9.0,16.0,17.0,16.739,34.0827,34.0835,37.1139,0.0,1.0,0.0,37.7435,0.629545,20.6997,3.6695,0.261144,1.07046,5.0011,38.2604,43.2638
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,43.2642,20.0,10.0,10.0,19.0,18.0,17.9301,61.1942,61.1948,64.2274,1.0,2.0,0.0,64.9914,0.764023,22.0273,1.5734,0.0699944,0.935977,2.57937,65.5118,68.0942
3,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,2.0,68.0945,19.0,9.0,10.0,18.0,16.0,15.8311,83.9255,83.926,86.9582,1.0,1.0,1.0,87.8394,0.881278,20.045,2.3911,0.169018,0.818722,3.37884,88.3537,91.7414
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,91.7417,16.0,8.0,8.0,15.0,15.0,14.5144,106.256,106.257,109.289,1.0,2.0,1.0,110.352,1.06266,18.9099,1.2853,0.485668,0.637342,2.40831,110.861,113.272
5,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,4.0,113.272,18.0,9.0,9.0,17.0,15.0,14.5165,127.789,127.79,130.82,1.0,2.0,1.0,132.207,1.38765,19.2349,1.3267,0.483563,0.312349,2.12261,132.73,134.853
6,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,5.0,134.853,24.0,12.0,12.0,23.0,18.0,17.5142,152.367,152.368,155.4,1.0,1.0,1.0,156.807,1.40711,22.2542,1.0113,0.485915,0.292891,1.79011,157.323,159.117
7,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,6.0,159.117,19.0,9.0,10.0,18.0,15.0,14.8299,173.947,173.947,176.981,1.0,2.0,0.0,177.703,0.722253,18.8865,1.0887,0.170224,0.977747,2.23667,178.221,180.464
8,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,7.0,180.465,25.0,13.0,12.0,24.0,17.0,16.8984,197.363,197.364,200.395,0.0,2.0,0.0,201.135,0.740594,20.9707,1.2245,0.101635,0.959406,2.28554,201.651,203.945
9,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,8.0,203.945,18.0,9.0,9.0,17.0,15.0,14.6005,218.546,218.546,221.576,0.0,1.0,1.0,222.159,0.58346,18.514,1.1477,0.399615,1.11654,2.66385,222.674,225.343
10,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,9.0,225.343,19.0,10.0,9.0,17.0,15.0,14.5145,239.857,239.858,242.89,1.0,1.0,1.0,243.559,0.669314,18.5163,1.8808,0.485575,1.03069,3.39706,244.076,247.473
11,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,10.0,247.473,17.0,8.0,9.0,16.0,15.0,14.5146,261.988,261.989,265.021,1.0,1.0,1.0,265.823,0.802543,18.6499,4.6191,0.485506,0.897457,6.00206,266.34,272.354
12,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,11.0,272.354,26.0,13.0,13.0,25.0,19.0,18.7743,291.128,291.129,294.151,1.0,1.0,0.0,294.735,0.584215,22.6812,1.0098,0.225751,1.11579,2.35134,295.246,297.601
13,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,12.0,297.601,20.0,10.0,10.0,18.0,15.0,14.9828,312.584,312.585,315.615,1.0,2.0,1.0,316.391,0.776428,19.0902,5.0846,0.0173094,0.923572,6.02548,316.912,322.948
14,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,13.0,322.948,29.0,14.0,15.0,28.0,19.0,19.0012,341.949,341.95,344.978,0.0,1.0,0.0,345.399,0.421012,22.7512,1.1749,-0.00116257,1.27899,2.45273,345.91,348.378
15,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,14.0,348.378,23.0,11.0,12.0,22.0,16.0,15.7701,364.149,364.149,367.176,0.0,2.0,1.0,367.879,0.703586,19.8008,1.4411,0.22995,0.996414,2.66746,368.39,371.059
16,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,15.0,371.059,21.0,11.0,10.0,18.0,16.0,15.5541,386.613,386.614,389.64,0.0,1.0,1.0,390.143,0.503492,19.3839,1.3975,0.446021,1.19651,3.04003,390.652,393.706
17,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,16.0,393.706,29.0,14.0,15.0,28.0,18.0,17.8527,411.559,411.56,414.587,0.0,1.0,0.0,415.063,0.47646,21.6572,1.2297,0.147391,1.22354,2.60063,415.58,418.187
18,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,17.0,418.187,23.0,12.0,11.0,22.0,15.0,14.9739,433.161,433.161,436.184,0.0,2.0,0.0,436.663,0.479238,18.7763,2.5575,0.0261943,1.22076,3.80446,437.176,440.984
