TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,0.0661352,6.12572,6.05959,6.12603,9.15849,1.0,1.0,0.0,9.85599,0.697498,10.0899,1.2203,1.0025,2.2228,10.1811,12.4085
2,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,1.0,12.4623,18.5242,6.0619,18.5245,21.5573,1.0,2.0,1.0,22.1359,0.578568,9.97355,2.2412,1.12143,3.36263,22.4613,25.8404
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,25.9112,31.9727,6.06142,31.9729,35.0057,1.0,2.0,0.0,36.1998,1.19414,10.5886,2.1542,0.505856,2.66006,36.52,39.1887
4,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,3.0,39.2515,45.2877,6.03621,45.2879,48.3209,0.0,1.0,1.0,48.8799,0.559024,9.92843,2.5659,1.14098,3.70688,49.1917,52.9041
5,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,4.0,52.9605,59.0195,6.05902,59.0198,62.0526,1.0,1.0,0.0,62.6559,0.603365,9.99541,1.1412,1.09664,2.23784,62.9775,65.2193
6,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,5.0,65.2903,71.3514,6.0611,71.3517,74.3841,0.0,2.0,0.0,75.1758,0.79172,10.1855,4.3408,0.90828,5.24908,75.489,80.7509
7,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,6.0,80.8191,86.883,6.06385,86.8832,89.9163,0.0,1.0,1.0,90.464,0.547677,9.94483,1.1604,1.15232,2.31272,90.787,93.116
8,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,7.0,93.1904,99.2483,6.05787,99.2486,102.281,1.0,1.0,0.0,103.36,1.07864,10.4693,1.783,0.621365,2.40436,103.681,106.098
9,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,8.0,106.173,112.23,6.05723,112.23,115.263,1.0,1.0,0.0,115.92,0.656756,10.047,1.61,1.04324,2.65324,116.243,118.913
10,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,9.0,118.977,125.029,6.05229,125.029,128.062,1.0,1.0,0.0,128.728,0.66617,10.0512,1.0075,1.03383,2.04133,129.042,131.095
11,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,10.0,131.167,137.227,6.06028,137.227,140.26,1.0,2.0,1.0,141.528,1.26767,10.6609,3.1124,0.432329,3.54473,141.852,145.41
12,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,11.0,145.479,151.542,6.06323,151.542,154.575,0.0,2.0,0.0,155.336,0.760644,10.1569,1.2245,0.939356,2.16386,155.654,157.825
13,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,12.0,157.892,163.958,6.06518,163.958,166.99,0.0,2.0,0.0,168.088,1.0975,10.4955,1.0825,0.6025,1.685,168.459,170.157
14,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,13.0,170.222,176.256,6.03376,176.256,179.289,1.0,2.0,0.0,180.088,0.798941,10.1658,1.5139,0.901059,2.41496,180.412,182.839
15,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,14.0,182.913,188.971,6.05766,188.971,192.004,0.0,1.0,0.0,192.752,0.747754,10.1385,1.6301,0.952246,2.58235,193.072,195.671
16,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,15.0,195.738,201.803,6.06519,201.803,204.836,1.0,1.0,1.0,205.312,0.475704,9.87387,1.5147,1.2243,2.739,205.632,208.386
17,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,16.0,208.455,214.518,6.063,214.518,217.551,0.0,1.0,1.0,218.264,0.712481,10.1086,1.8199,0.987519,2.80742,218.587,221.401
18,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,17.0,221.476,227.533,6.0573,227.534,230.566,1.0,1.0,0.0,231.2,0.633396,10.0237,1.4355,1.0666,2.5021,231.525,234.033
