TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,0.0,0.0450314,6.08698,6.04195,6.08729,9.12008,0.0,2.0,0.0,9.54413414001,0.424049854279,9.7991,1.2245,1.27595019341,2.50045,9.86908,12.3701
2,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,1.0,12.4195,18.487,6.06744,18.4872,21.5185,1.0,2.0,1.0,23.4720115662,1.95349788666,11.3525,1.4355,-0.253497928381,1.182,23.7882,24.9852
3,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,2.0,25.0283,31.0841,6.05577,31.0843,34.1171,0.0,1.0,1.0,34.6239738464,0.506836652756,9.89567,1.2203,1.19316339493,2.41346,34.9419,37.3665
4,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,3.0,37.3982,43.4493,6.05108,43.4495,46.4822,0.0,2.0,1.0,46.9600524902,0.477819979191,9.86182,1.1604,1.22218000889,2.38258,47.2836,49.6823
5,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,4.0,49.7117,55.7645,6.05281,55.7648,58.7975,0.0,1.0,1.0,59.1999664307,0.4024348557,9.78825,1.5147,1.29756510258,2.81227,59.5145,62.3309
6,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,5.0,62.3559,68.3964,6.04048,68.3966,71.4294,1.0,1.0,1.0,71.8000640869,0.37069016695,9.74417,2.2412,1.32930982113,3.57051,72.1215,75.6959
7,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,6.0,75.7246,81.7616,6.03696,81.7618,84.7946,1.0,2.0,1.0,85.6879119873,0.893350064754,10.2633,1.1412,0.806649923325,1.94785,86.0096,87.9611
8,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,7.0,87.989,94.0429,6.05389,94.0432,97.0598,1.0,NA,NA,NA,NA,2.0,2.5659,NA,2.5659,99.0752,101.643
9,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,8.0,101.679,107.742,6.06287,107.742,110.775,1.0,2,0,111.439899548,0.664923628676,10.0609,1.0075,1.03507637132,2.04258,111.752,113.808
10,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,9.0,113.839,119.89,6.05164,119.891,122.923,0.0,1,0,123.735876314,0.812458348169,10.1971,1.61,0.887541651831,2.49754,124.066,126.573
11,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,10.0,126.602,132.656,6.05323,132.656,135.689,1.0,1,0,136.271855027,0.583240857522,9.96944,1.0825,1.11675914248,2.19926,136.593,138.805
12,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,11.0,138.832,144.871,6.03911,144.871,147.904,1.0,1,0,148.551832946,0.647976299981,10.0199,3.1124,1.05202370002,4.16442,148.871,153.037
13,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,12.0,153.068,159.102,6.03492,159.103,162.136,0.0,1,0,162.767803398,0.632248556765,10.0003,1.6301,1.06775144323,2.69785,163.088,165.802
14,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,13.0,165.832,171.868,6.03594,171.868,174.901,1.0,2,1,175.375941544,0.475179171422,9.84419,2.1542,1.22482082858,3.37902,175.691,179.084
15,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,14.0,179.11,185.165,6.05586,185.166,188.183,1.0,1,1,188.543833146,0.361267628788,9.73422,1.783,1.33873237121,3.12173,188.859,191.982
16,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,15.0,192.006,198.065,6.05879,198.065,201.098,0.0,2,0,201.783758068,0.685949960782,10.0779,4.3408,1.01405003922,5.35485,202.107,207.464
17,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,16.0,207.49,213.546,6.05562,213.546,216.579,1.0,2,0,216.935853583,0.356636980025,9.74536,1.5139,1.34336301998,2.85726,217.26,220.129
18,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,17.0,220.152,226.211,6.05953,226.212,229.244,0.0,1,1,229.703724569,0.459408383991,9.8519,1.8199,1.24059161601,3.06049,230.022,233.094
