TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,0.0,8.88255,16.0,7.0,9.0,11.0,19.0,18.5121,27.3946,27.3954,30.4273,0.0,2.0,0.0,31.058259964,0.630965173244,22.4757,1.0098,0.488051,1.06903481483,2.56689,31.5773,34.1609
2,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,1.0,34.1612,16.0,8.0,8.0,13.0,18.0,17.9211,52.0823,52.0828,55.108,1.0,NA,NA,NA,NA,2.0,2.5575,0.0790155,NA,2.63652,57.115,59.7575
3,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,2.0,59.7578,13.0,5.0,8.0,10.0,15.0,14.6161,74.3739,74.3744,77.4053,0.0,1,0,77.8741765438,0.468833551509,18.4164,3.6695,0.383999,1.23116644849,5.28467,78.3953,83.6884
4,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,3.0,83.6887,14.0,7.0,7.0,13.0,15.0,14.6795,98.3682,98.3687,101.386,1.0,2,1,102.498135696,1.11215994618,19.1094,1.0887,0.320537,0.587840053823,1.99708,103.015,105.019
5,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,4.0,105.02,15.0,8.0,7.0,14.0,16.0,15.7191,120.739,120.739,123.767,0.0,1,1,124.698128824,0.931452503544,19.9786,1.3975,0.280994,0.768547496456,2.44704,125.212,127.666
6,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,5.0,127.667,25.0,12.0,13.0,24.0,18.0,17.7542,145.421,145.421,148.447,1.0,2,0,149.842208303,1.3950709115,22.4755,1.5734,0.245917,0.304929088498,2.12425,150.364,152.497
7,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,6.0,152.497,18.0,9.0,9.0,17.0,15.0,14.6371,167.134,167.135,170.161,0.0,2,1,171.954120556,1.79284190212,19.7568,1.3267,0.363019,-0.0928419021191,1.59688,172.469,174.078
8,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,7.0,174.078,22.0,11.0,11.0,21.0,17.0,16.7851,190.863,190.864,193.892,0.0,1,1,194.842047076,0.950308124709,21.0639,1.2853,0.214951,0.749691875291,2.24994,195.354,197.608
9,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,8.0,197.609,16.0,8.0,8.0,15.0,15.0,14.5146,212.123,212.124,215.156,0.0,2,0,215.570040261,0.41406132892,18.2614,1.8808,0.485461,1.28593867108,3.6522,216.083,219.739
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,219.739,19.0,9.0,10.0,18.0,15.0,15.0209,234.76,234.76,237.787,1.0,1,1,238.793968225,1.00734394306,19.355,1.1477,-0.0207447,0.692656056944,1.81961,239.311,241.137
