Trial,Resp,LR,Outcome,RT
15,1,0,-10,0.2786462977528572
15,1,0,0,0.06573114730417728
15,1,0,-10,0.07173694670200348
15,1,0,0,0.08610200695693493
15,1,0,0,0.036939104087650776
15,1,0,0,0.06606908235698938
15,1,0,0,0.07909675128757954
15,2,0,-8,0.10572034772485495
15,2,0,-8,1.421102611348033
15,2,0,-8,0.24722176045179367
15,2,0,-8,0.04994223080575466
15,2,0,0,0.12749543134123087
15,2,0,-8,0.3188684657216072
15,2,0,0,0.051910935901105404
15,2,0,-8,0.071223059669137
16,1,0,-10,0.47849677596241236
16,1,0,-10,0.2523712068796158
16,1,0,-10,0.12638723105192184
16,1,0,-10,0.16610004380345345
16,1,0,-10,0.09432533849030733
16,1,0,+5,0.09250615444034338
16,1,0,-10,0.15594085585325956
16,2,0,+3,0.11385721433907747
16,2,0,+3,0.4022953128442168
16,2,0,0,0.005695805884897709
16,2,0,0,0.02458579372614622
16,2,0,+3,0.09369893185794353
16,2,0,+3,0.0938790375366807
16,2,0,0,0.14071604423224926
17,2,1,-7,0.8204535506665707
17,2,1,-7,0.27871879283338785
17,2,1,0,0.09013645816594362
17,2,1,-7,0.08868352696299553
17,2,1,0,0.04705260507762432
17,2,1,-7,0.05234817508608103
17,1,1,0,0.00953920092433691
17,1,1,0,0.6161585692316294
17,1,1,-34,0.02135030459612608
17,1,1,-34,0.05844950210303068
17,1,1,-34,0.06508888304233551
17,1,1,0,0.05451209004968405
18,1,1,-37,0.8320063883438706
18,1,1,+10,0.2407334130257368
18,1,1,+10,0.027040446177124977
18,1,1,+10,0.05565653741359711
18,1,1,-37,0.08540348242968321
18,1,1,-37,0.02646501362323761
18,1,1,-37,0.07175318337976933
18,2,1,-5,0.10063584614545107
18,2,1,0,0.5018875263631344
18,2,1,-5,0.21850221324712038
18,2,1,0,0.10068946238607168
18,2,1,-5,0.14796030800789595
18,2,1,0,0.06720295734703541
18,2,1,-5,0.14436649531126022
