Trial,Resp,LR,Outcome,RT
1,1,0,0,3.0650552781298757
1,1,0,+14,0.059468215331435204
1,1,0,+14,0.40973894111812115
1,1,0,+14,0.34182613156735897
1,1,0,+14,0.29051932413131
1,1,0,0,0.3750706082209945
1,1,0,+14,0.020696334540843964
1,2,0,+12,0.01348491944372654
1,2,0,+12,0.8501566965132952
1,2,0,0,0.22766194492578506
1,2,0,0,0.23672841396182775
1,2,0,+12,0.30333101749420166
1,2,0,0,0.22680596821010113
1,2,0,+12,0.13248780369758606
2,1,0,+25,0.9139757743105292
2,1,0,+25,0.07239167205989361
2,1,0,+25,0.14196847938001156
2,1,0,+25,0.10138685442507267
2,1,0,+25,0.1244230568408966
2,1,0,+25,0.1469110120087862
2,2,0,-15,0.1310949083417654
2,2,0,-15,0.5252597760409117
2,2,0,-15,0.08828895539045334
2,2,0,+50,0.15048103779554367
2,2,0,+50,0.1346351057291031
2,2,0,-15,0.3579748831689358
3,1,0,-4,0.5207072841003537
3,1,0,0,0.02698003314435482
3,1,0,0,0.15957053937017918
3,1,0,-4,0.12792058754712343
3,1,0,-4,0.1593356840312481
3,1,0,0,0.10356360767036676
3,1,0,0,0.13481747824698687
3,1,0,-4,0.3101750463247299
3,2,0,-3,0.12653486523777246
3,2,0,-3,0.3771329540759325
3,2,0,0,0.026052694767713547
3,2,0,-3,0.014925767667591572
3,2,0,0,0.005020313896238804
3,2,0,0,0.04186728782951832
3,2,0,0,0.006998081691563129
3,2,0,-3,0.02759246900677681
4,1,0,-8,0.7561738239601254
4,1,0,+6,0.16602415032684803
4,1,0,+6,0.02233805600553751
4,1,0,-8,0.1309442538768053
4,1,0,+6,0.21868647169321775
4,1,0,+6,0.3962808297947049
4,2,0,+4,0.8215288994833827
4,2,0,0,0.0824141763150692
4,2,0,0,0.02461939863860607
4,2,0,0,0.18008865602314472
4,2,0,0,0.04548451118171215
4,2,0,0,0.011298726312816143
5,1,0,+5,0.6743384785950184
5,1,0,+15,0.029376915656030178
5,1,0,+15,0.07440304476767778
5,1,0,+5,0.08861858304589987
5,1,0,+15,0.0716542573645711
5,1,0,+5,0.045054069720208645
5,1,0,+5,0.06661959458142519
5,1,0,+5,0.02499358169734478
5,2,0,+25,0.09060881100594997
5,2,0,-3,0.5743267731741071
5,2,0,-3,0.009297548793256283
5,2,0,+25,0.09355318639427423
5,2,0,+25,0.07700948510318995
5,2,0,+25,0.1555651631206274
5,2,0,+25,0.16751446202397346
5,2,0,-3,0.14800297562032938
6,1,0,+30,0.7049784027040005
6,1,0,+30,0.2844659499824047
6,1,0,-12,0.1102728396654129
6,1,0,+30,0.1574300341308117
6,1,0,-12,0.19893597718328238
6,1,0,-12,0.18388825096189976
6,2,0,+12,0.16379151493310928
6,2,0,0,0.5480343149974942
6,2,0,+12,0.030334838666021824
6,2,0,0,0.05968003813177347
6,2,0,0,0.03404154907912016
6,2,0,+12,0.055459062568843365
7,1,1,-5,0.45256981533020735
7,1,1,-5,0.20990469865500927
7,1,1,+25,0.043453882448375225
7,1,1,+25,0.11335201095789671
7,1,1,+25,0.08780602924525738
7,1,1,-5,0.1261682342737913
7,1,1,-5,0.15697202924638987
7,1,1,+25,4.954292715527117
7,2,1,-4,0.044103698804974556
7,2,1,-4,0.281221398152411
7,2,1,-4,0.30959432758390903
7,2,1,-4,1.4823567839339375
7,2,1,0,0.057072087191045284
7,2,1,0,0.014927655458450317
7,2,1,-4,0.034871471114456654
7,2,1,0,0.04034337121993303
8,1,1,+2,0.6620512446388602
8,1,1,+10,0.2233669636771083
8,1,1,+10,0.02470699790865183
8,1,1,+2,0.16600073967128992
8,1,1,+10,0.08877641148865223
8,1,1,+2,0.039764540269970894
8,1,1,+10,0.0505338991060853
8,2,1,-5,0.029664255678653717
8,2,1,+30,0.6337406169623137
8,2,1,+30,0.254284031689167
8,2,1,-5,0.03196447715163231
8,2,1,+30,0.013399208895862103
8,2,1,+30,0.017591864801943302
8,2,1,+30,0.22237883508205414
9,1,0,-4,2.375889580696821
9,1,0,-4,0.07334846165031195
9,1,0,0,0.1272919150069356
9,1,0,-4,0.23106659017503262
9,1,0,-4,0.31281509157270193
9,1,0,-4,0.10076460149139166
9,2,0,-2,0.10769509617239237
9,2,0,0,0.5109940189868212
9,2,0,-2,0.014975986443459988
9,2,0,-2,0.0022605760022997856
9,2,0,-2,0.25533295050263405
9,2,0,0,0.034982102923095226
10,1,1,+5,2.4482827624306083
10,1,1,+5,0.023127577267587185
10,1,1,+15,0.10025335662066936
10,1,1,+5,0.4344153543934226
10,1,1,+15,0.04978666640818119
10,1,1,+5,0.11145580094307661
10,1,1,+15,0.24595535546541214
10,1,1,+15,0.08853476028889418
10,2,1,-8,0.0967229763045907
10,2,1,-8,0.4440051503479481
10,2,1,+30,0.000564861111342907
10,2,1,+30,0.21338259521871805
10,2,1,-8,0.23799821734428406
10,2,1,-8,0.02755433414131403
10,2,1,+30,0.004931960254907608
10,2,1,-8,0.009465571492910385
11,1,1,+10,0.8462468469515443
11,1,1,+10,0.0016689067706465721
11,1,1,+2,0.03866502549499273
11,1,1,+10,0.03503685165196657
11,1,1,+2,0.032196689397096634
11,1,1,+10,0.045657443813979626
11,1,1,+10,0.26736342906951904
11,1,1,+10,0.02166445180773735
11,2,1,-4,0.03774033021181822
11,2,1,-4,0.4437268739566207
11,2,1,+18,0.16237256675958633
11,2,1,+18,0.21889602951705456
11,2,1,-4,0.06898664869368076
11,2,1,+18,0.03375156782567501
11,2,1,+18,0.015269744209945202
11,2,1,+18,0.06027510575950146
12,1,0,-9,0.7148479856550694
12,1,0,-9,0.015413601882755756
12,1,0,+8,0.020432027988135815
12,1,0,+8,0.025424023158848286
12,1,0,+8,0.0543806916102767
12,1,0,+8,0.052203938364982605
12,1,0,+8,0.04117480479180813
12,2,0,+5,0.05542054958641529
12,2,0,0,0.28475555405020714
12,2,0,0,0.2888492848724127
12,2,0,+5,0.21858263667672873
12,2,0,+5,0.004283653572201729
12,2,0,0,0.14461003430187702
12,2,0,0,0.03979248180985451
13,1,1,0,1.4810722535476089
13,1,1,+22,0.15427119378000498
13,1,1,+22,0.23454561922699213
13,1,1,+22,0.005130567587912083
13,1,1,0,0.0010719522833824158
13,1,1,0,0.013835691846907139
13,2,1,0,0.00982012040913105
13,2,1,+8,0.2564460588619113
13,2,1,0,0.3901036074385047
13,2,1,0,0.1357995644211769
13,2,1,+8,0.22998784203082323
13,2,1,0,0.16860151570290327
14,1,1,+15,0.5784537317231297
14,1,1,+15,0.13636178243905306
14,1,1,-20,0.03248667158186436
14,1,1,+15,0.1246443185955286
14,1,1,-20,0.06835495587438345
14,1,1,-20,0.13058555219322443
14,1,1,-20,0.008955460973083973
14,2,1,0,0.023126821964979172
14,2,1,0,0.26156227849423885
14,2,1,-4,0.3464129827916622
14,2,1,0,0.23549825605005026
14,2,1,-4,0.2208753079175949
14,2,1,-4,0.04700465127825737
14,2,1,0,0.004802827723324299
15,1,0,0,1.1021771300584078
