TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,0.0,0.0463656,6.05946,6.01309,6.05991,9.06806,0.0,1.0,0.0,9.39159,0.323533,9.64523,1.1622,1.37647,2.53867,9.70818,12.2516
2,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,1.0,12.293,18.3035,6.01051,18.3038,21.3079,1.0,1.0,0.0,21.6631,0.35517,9.67011,3.4263,1.34483,4.77113,21.9771,26.7526
3,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,2.0,26.7916,32.8035,6.01189,32.8039,35.8084,0.0,1.0,1.0,36.2145,0.406063,9.72288,3.1912,1.29394,4.48514,36.5274,41.0158
4,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,3.0,41.0467,47.0565,6.00977,47.0569,50.0661,0.0,2.0,0.0,50.7658,0.699773,10.0191,1.1239,1.00023,2.12413,51.0803,53.2082
5,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,4.0,53.2535,59.2609,6.00732,59.2611,62.27,1.0,1.0,0.0,63.0293,0.759298,10.0757,1.1057,0.940702,2.0464,63.3461,65.3933
6,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,5.0,65.4333,71.4378,6.00453,71.4381,74.4443,0.0,1.0,0.0,74.8448,0.400511,9.71148,1.1231,1.29949,2.42259,75.1591,77.5851
7,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,6.0,77.6281,83.636,6.00789,83.6363,86.6399,0.0,2.0,0.0,87.0363,0.396351,9.70816,3.9403,1.30365,5.24395,87.3512,92.5987
8,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,7.0,92.6388,98.6483,6.00952,98.6487,101.654,1.0,2.0,0.0,101.996,0.341167,9.65684,2.3911,1.35883,3.74993,102.309,106.065
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,106.102,112.112,6.01028,112.113,115.117,0.0,1.0,1.0,115.627,0.510055,9.82489,1.1342,1.18995,2.32415,115.94,118.268
10,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,9.0,118.304,124.316,6.01262,124.317,127.321,0.0,1.0,1.0,128.251,0.929416,10.2466,3.6229,0.770584,4.39348,128.564,132.958
11,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,10.0,132.997,139.003,6.00628,139.003,142.008,0.0,2.0,0.0,142.386,0.378368,9.68927,2.5049,1.32163,3.82653,142.7,146.53
12,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,11.0,146.565,152.574,6.009,152.574,155.583,0.0,2.0,0.0,156.105,0.522464,9.84042,1.2245,1.17754,2.40204,156.419,158.823
13,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,12.0,158.861,164.872,6.01109,164.872,167.881,1.0,2.0,0.0,169.185,1.30346,10.6238,1.7448,0.396542,2.14134,169.499,171.644
14,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,13.0,171.677,177.684,6.00647,177.684,180.688,1.0,1.0,0.0,181.448,0.760154,10.071,4.7413,0.939846,5.68115,181.762,187.444
15,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,14.0,187.481,193.494,6.01311,193.494,196.498,1.0,1.0,0.0,196.968,0.469452,9.78657,1.2493,1.23055,2.47985,197.283,199.765
16,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,15.0,199.808,205.812,6.00432,205.813,208.817,1.0,1.0,0.0,209.351,0.534237,9.84301,1.1584,1.16576,2.32416,209.665,211.992
17,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,16.0,212.028,218.034,6.0055,218.034,221.042,1.0,2.0,0.0,221.758,0.716277,10.03,1.3975,0.983723,2.38122,222.073,224.462
18,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,17.0,224.504,230.516,6.01191,230.516,233.52,0.0,1.0,1.0,234.31,0.789917,10.1058,1.1188,0.910083,2.02888,234.624,236.658
