TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,0.0,11.3605,22.0,10.0,12.0,4.0,16.0,15.7821,27.1426,27.1434,30.1657,1.0,1.0,1.0,30.6001396179,0.434487462044,19.5397,1.5734,0.217991,1.26551258564,3.0569,31.1162,34.1824
2,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,1.0,34.1827,25.0,9.0,16.0,5.0,17.0,16.7609,50.9436,50.9441,53.9628,0.0,NA,NA,NA,NA,2.0,1.0113,0.239188,NA,1.25049,55.9708,57.2292
3,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,2.0,57.2295,26.0,16.0,10.0,4.0,19.0,18.882,76.1115,76.1121,79.1434,0.0,2,1,79.4721919317,0.328782225959,22.5427,3.6695,0.118042,1.37121777404,5.15876,79.9904,85.1597
4,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,3.0,85.1601,19.0,10.0,9.0,16.0,15.0,14.5166,99.6768,99.6773,102.707,0.0,1,1,104.048160049,1.3408580143,19.188,1.8808,0.483463,0.3591419857,2.7234,104.561,107.29
5,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,4.0,107.291,26.0,13.0,13.0,23.0,18.0,17.9764,125.267,125.268,128.288,1.0,2,1,129.000059658,0.712406171486,22.0095,1.2245,0.02372,0.987593828514,2.23581,129.523,131.771
6,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,5.0,131.771,21.0,10.0,11.0,19.0,15.0,14.6793,146.45,146.451,149.468,1.0,2,1,149.97600361,0.507556901313,18.5049,1.1477,0.320749,1.19244309869,2.66089,150.488,153.152
7,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,6.0,153.152,19.0,9.0,10.0,18.0,15.0,14.5145,167.667,167.667,170.699,1.0,2,0,171.191992267,0.492749316618,18.3398,1.4411,0.485566,1.20725068338,3.13392,171.702,174.849
8,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,7.0,174.85,19.0,10.0,9.0,18.0,16.0,15.5533,190.403,190.403,193.43,0.0,2,0,194.487961592,1.05780383851,19.9385,1.2297,0.446824,0.642196161486,2.31872,195.001,197.33
9,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,8.0,197.33,27.0,13.0,14.0,26.0,19.0,19.005,216.335,216.336,219.36,0.0,2,1,219.863941792,0.50360061042,22.8337,1.1749,-0.00491497,1.19639938958,2.36638,220.389,222.76
10,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,9.0,222.761,24.0,11.0,13.0,18.0,17.0,16.6415,239.402,239.403,242.424,0.0,1,0,242.999903339,0.575492742471,20.5393,2.5575,0.358604,1.12450725753,4.04061,243.516,247.558
11,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,10.0,247.558,19.0,9.0,10.0,18.0,16.0,15.9575,263.515,263.516,266.538,1.0,2,0,267.071897041,0.533777242526,19.814,1.0098,0.0426153,1.16622275747,2.21864,267.584,269.805
12,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,11.0,269.805,20.0,10.0,10.0,19.0,17.0,16.6367,286.442,286.443,289.469,1.0,2,0,290.807879356,1.33911547996,21.3026,1.2853,0.363332,0.360884520039,2.00952,291.324,293.335
13,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,12.0,293.336,21.0,10.0,11.0,20.0,18.0,17.9727,311.309,311.309,314.332,1.0,1,1,314.719837716,0.387686713599,21.684,2.3911,0.0273674,1.3123132864,3.73078,315.236,318.983
14,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,13.0,318.983,20.0,10.0,10.0,19.0,15.0,14.8105,333.793,333.794,336.813,1.0,2,0,337.351836176,0.538408271037,18.6689,1.3267,0.189554,1.16159172896,2.67785,337.861,340.547
15,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,14.0,340.547,20.0,10.0,10.0,19.0,16.0,15.9519,356.499,356.499,359.527,1.0,2,0,360.03989896,0.512472248636,19.7931,1.3975,0.048134,1.18752775136,2.63316,360.548,363.194
16,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,15.0,363.194,18.0,9.0,9.0,17.0,15.0,14.6774,377.872,377.872,380.892,1.0,NA,NA,NA,NA,2.0,1.0887,0.322717,NA,1.41142,382.898,384.325
17,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,16.0,384.325,17.0,9.0,8.0,16.0,15.0,14.5147,398.84,398.84,401.873,0.0,NA,NA,NA,NA,2.0,4.6191,0.485379,NA,5.10448,403.881,408.989
18,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,17.0,408.989,21.0,10.0,11.0,19.0,15.0,14.6504,423.639,423.64,426.67,1.0,2,1,427.151872801,0.482130990364,18.463,5.0846,0.349639,1.21786900964,6.65211,427.675,434.336
