TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,0.0,0.073299,6.13235,6.05905,6.13265,9.16542,0.0,1.0,1.0,10.224,1.05855,10.4507,2.2412,0.641454,2.88265,10.5399,13.4321
2,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,1.0,13.5009,19.5475,6.04662,19.5478,22.5803,0.0,2.0,0.0,23.0399,0.459609,9.83905,4.3408,1.24039,5.58119,23.3687,28.9633
3,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,2.0,29.0268,35.0623,6.03553,35.0626,38.0954,1.0,2.0,0.0,38.584,0.488559,9.85716,1.2203,1.21144,2.43174,38.9047,41.3453
4,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,3.0,41.4121,47.4608,6.04871,47.4611,50.494,0.0,1.0,1.0,50.9039,0.409973,9.79183,1.0075,1.29003,2.29753,51.2279,53.5272
5,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,4.0,53.5973,59.6594,6.06211,59.6596,62.6926,1.0,2.0,0.0,63.16,0.467367,9.8627,1.783,1.23263,3.01563,63.4751,66.4925
6,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,5.0,66.5624,72.6249,6.06251,72.6251,75.6577,1.0,1.0,0.0,76.0639,0.406221,9.80155,1.61,1.29378,2.90378,76.3822,79.2908
7,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,6.0,79.368,85.423,6.055,85.4233,88.4562,0.0,1.0,0.0,88.9999,0.54376,9.93188,1.6301,1.15624,2.78634,89.323,92.1227
8,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,7.0,92.1998,98.2549,6.05511,98.2551,101.288,1.0,1.0,1.0,101.712,0.423865,9.81212,1.8199,1.27614,3.09604,102.032,105.138
9,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,8.0,105.206,111.27,6.06368,111.27,114.303,1.0,2.0,0.0,114.736,0.432801,9.82946,1.5139,1.2672,2.7811,115.066,117.853
10,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,9.0,117.926,123.985,6.05962,123.986,127.018,0.0,1.0,1.0,128.048,1.02951,10.4222,1.4355,0.670492,2.10599,128.359,130.468
11,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,10.0,130.536,136.6,6.06452,136.601,139.634,0.0,1.0,1.0,139.992,0.358329,9.75601,1.2245,1.34167,2.56617,140.308,142.884
12,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,11.0,142.946,148.983,6.03724,148.983,152.015,1.0,2.0,1.0,152.432,0.416779,9.78638,2.5659,1.28322,3.84912,152.759,156.615
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,156.682,162.747,6.06557,162.748,165.781,0.0,2.0,0.0,166.48,0.698965,10.0979,2.1542,1.00103,3.15524,166.806,169.964
14,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,13.0,170.077,176.113,6.03524,176.113,179.146,1.0,1.0,0.0,179.56,0.414195,9.78242,1.1412,1.2858,2.427,179.883,182.312
15,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,14.0,182.385,188.428,6.0427,188.428,191.461,0.0,1.0,0.0,191.808,0.346888,9.72249,1.5147,1.35311,2.86781,192.132,195.01
16,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,15.0,195.079,201.126,6.04703,201.127,204.159,1.0,1.0,1.0,205.64,1.48044,10.8605,1.1604,0.219564,1.37996,205.957,207.343
17,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,16.0,207.41,213.458,6.0484,213.459,216.491,0.0,2.0,0.0,216.936,0.444534,9.8259,3.1124,1.25547,4.36787,217.247,221.624
18,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,17.0,221.693,227.757,6.06358,227.757,230.79,0.0,2.0,0.0,231.192,0.402182,9.79883,1.0825,1.29782,2.38032,231.517,233.906
