Trial,Resp,LR,Outcome,RT
1,1,0,-10,1.9916124204173684
1,1,0,-10,0.4250377584248781
1,1,0,0,0.04758310504257679
1,1,0,0,0.5868077054619789
1,1,0,0,0.20666996482759714
1,1,0,0,0.08068032562732697
1,1,0,0,0.6234062314033508
1,1,0,0,0.03384860511869192
1,2,0,-8,0.5312372567132115
1,2,0,-8,0.025163493119180202
1,2,0,0,0.24455868359655142
1,2,0,0,0.2436339883133769
1,2,0,-8,0.26569452229887247
1,2,0,0,0.16442924924194813
1,2,0,0,0.22939881589263678
1,2,0,-8,0.1511097103357315
2,1,0,+10,1.2433406077325344
2,1,0,+2,0.37049281876534224
2,1,0,+10,0.5683621307834983
2,1,0,+10,0.5618994580581784
2,1,0,+2,0.33949759043753147
2,1,0,+10,0.3688152264803648
2,2,0,+18,0.061548308469355106
2,2,0,+18,0.6664372235536575
2,2,0,+18,0.08400492370128632
2,2,0,-4,0.2186811864376068
2,2,0,+18,0.17216889932751656
2,2,0,-4,0.2840487230569124
3,1,0,+2,1.3513574032112956
3,1,0,+10,0.25373427383601665
3,1,0,+10,0.2892317743971944
3,1,0,+2,0.31460067071020603
3,1,0,+2,0.25487985368818045
3,1,0,+2,0.2411944381892681
3,1,0,+2,0.22725793346762657
3,1,0,+10,0.24518924299627542
3,2,0,-5,0.2683568438515067
3,2,0,-5,0.5529813775792718
3,2,0,-5,0.24679924827069044
3,2,0,+30,0.25866434536874294
3,2,0,-5,0.2067118752747774
3,2,0,-5,0.1922860248014331
3,2,0,-5,0.24763898737728596
3,2,0,+30,0.1373903127387166
4,1,1,-22,0.7338482281193137
4,1,1,+4,0.1853385390713811
4,1,1,-22,0.12612972222268581
4,1,1,-22,0.1334661152213812
4,1,1,+4,0.09693442098796368
4,1,1,-22,0.16766096279025078
4,1,1,+4,0.11893680784851313
4,2,1,0,0.11091963574290276
4,2,1,-6,0.4178739180788398
4,2,1,-6,0.10443506389856339
4,2,1,-6,0.10802812222391367
4,2,1,0,0.11835269071161747
4,2,1,-6,1.2601701384410262
4,2,1,-6,0.04820120520889759
5,1,0,+22,0.5990216881036758
5,1,0,+22,0.11926568020135164
5,1,0,+22,0.14128505904227495
5,1,0,+38,0.13338946644216776
5,1,0,+38,0.2054598182439804
5,1,0,+38,0.09525456558912992
5,1,0,+38,0.07051849365234375
5,2,0,+30,0.11315868981182575
5,2,0,+30,1.7798050930723548
5,2,0,-10,0.07866102363914251
5,2,0,+30,0.0923335999250412
5,2,0,+30,0.09751967154443264
5,2,0,+30,0.12019603978842497
5,2,0,-10,0.057025644928216934
6,1,0,-1,0.9268837505951524
6,1,0,+42,0.1336326291784644
6,1,0,-1,0.14946308080106974
6,1,0,+42,0.07708198018372059
6,1,0,-1,0.5792251285165548
6,1,0,+42,0.053734651766717434
6,2,0,0,0.1025875611230731
6,2,0,+2,0.5461762398481369
