Trial,Resp,LR,Outcome,RT
6,2,0,0,0.0831784000620246
6,2,0,+2,0.020532087422907352
6,2,0,+2,0.018391582183539867
6,2,0,0,0.12692792806774378
7,1,1,0,0.7674060957506299
7,1,1,-34,1.724146667867899
7,1,1,0,1.1799961486831307
7,1,1,-34,0.7618024200201035
7,1,1,0,0.09725234471261501
7,1,1,0,0.015358852222561836
7,2,1,-7,0.48608426097780466
7,2,1,0,0.4203164875507355
7,2,1,-7,0.24341612495481968
7,2,1,-7,0.12485538702458143
7,2,1,0,0.027965141460299492
7,2,1,0,0.489381673745811
8,1,0,0,1.850923185236752
8,1,0,+16,0.42078166734427214
8,1,0,0,0.33954214584082365
8,1,0,+16,0.13606953527778387
8,1,0,0,0.13893008697777987
8,1,0,+16,0.23130333330482244
8,2,0,0,0.17897177208214998
8,2,0,0,0.41075161285698414
8,2,0,0,0.06876425351947546
8,2,0,0,0.026208635419607162
8,2,0,0,0.5513086952269077
8,2,0,0,0.0005357870832085609
9,1,0,+5,0.7636306658387184
9,1,0,+5,3.08199052978307
9,1,0,+5,0.11224305629730225
9,1,0,+15,0.3184467079117894
9,1,0,+5,0.5862571932375431
9,1,0,+5,0.5253930613398552
9,1,0,+15,0.22213340643793344
9,1,0,+5,0.30258831568062305
9,2,0,-8,1.4282083036378026
9,2,0,-8,0.2661298727616668
9,2,0,-8,0.20410958863794804
9,2,0,+30,0.6141641875728965
9,2,0,+30,0.22482933290302753
9,2,0,-8,0.210315128788352
9,2,0,-8,0.15564105659723282
9,2,0,+30,0.15627916809171438
10,1,0,+5,1.6992112332955003
10,1,0,+5,0.10112972185015678
10,1,0,+15,0.10812742542475462
10,1,0,+5,0.11479776725172997
10,1,0,+15,0.057899367064237595
10,1,0,+5,0.08006637915968895
10,1,0,+5,0.07860740646719933
10,1,0,+5,0.003982344642281532
10,2,0,-3,0.05459817871451378
10,2,0,+25,0.6338984463363886
10,2,0,+25,0.06267802882939577
10,2,0,-3,0.060742550529539585
10,2,0,-3,0.0741908447816968
10,2,0,+25,0.07214435655623674
10,2,0,-3,0.10212049353867769
10,2,0,+25,0.10100965108722448
11,1,1,-7,1.8618734050542116
11,1,1,+24,0.13636291585862637
11,1,1,-7,0.16843689139932394
11,1,1,-7,0.19351429492235184
11,1,1,+24,0.09841151814907789
11,1,1,+24,0.08922308962792158
11,1,1,+24,0.015309012494981289
11,2,1,0,0.06280376389622688
11,2,1,0,0.7159690232947469
11,2,1,-2,0.13149136863648891
11,2,1,0,0.13125689048320055
11,2,1,0,0.05801415257155895
11,2,1,-2,0.1202470138669014
11,2,1,0,0.1274168947711587
12,1,0,+14,0.64846286829561
12,1,0,+30,0.4443672504276037
12,1,0,+30,0.05991376098245382
12,1,0,+14,0.5859000012278557
12,1,0,+30,0.5081780217587948
12,1,0,+30,0.5014442466199398
12,1,0,+30,0.0776959266513586
12,1,0,+30,0.49146705213934183
12,2,0,-15,0.0709440279752016
12,2,0,-15,0.7714212890714407
12,2,0,-15,0.5254187369719148
12,2,0,+50,0.10245729610323906
12,2,0,+50,0.4768622275441885
12,2,0,-15,0.10040816478431225
12,2,0,-15,0.07536965142935514
12,2,0,-15,0.01016409695148468
13,1,1,+6,1.0676303785294294
13,1,1,-8,1.2626912454143167
13,1,1,+6,0.05716950353235006
13,1,1,-8,0.08696629013866186
13,1,1,-8,0.12260311748832464
13,1,1,+6,0.0517157269641757
13,1,1,+6,0.01773157063871622
13,2,1,+4,0.12210735399276018
13,2,1,+4,0.38916456419974566
13,2,1,0,0.08048360515385866
13,2,1,0,0.5987815465778112
13,2,1,+4,0.024118727073073387
13,2,1,0,0.5331848179921508
13,2,1,+4,0.03094274364411831
14,1,0,+2,0.6128373676910996
14,1,0,+6,0.0907477606087923
14,1,0,+2,0.5376410260796547
14,1,0,+2,0.018369682133197784
14,1,0,+6,0.5434199003502727
14,1,0,+6,0.5760961165651679
14,1,0,+6,0.13111907429993153
14,2,0,-8,0.5526502393186092
14,2,0,-8,0.5159293776378036
14,2,0,+10,0.2452549422159791
14,2,0,+10,0.07923268061131239
14,2,0,-8,0.005349564366042614
14,2,0,-8,0.018168053589761257
14,2,0,+10,0.02331372443586588
15,1,1,+12,9.7990315053612
15,1,1,+12,1.2181208562105894
15,1,1,+12,1.3233805568888783
15,1,1,+12,4.040076044388115
15,1,1,0,0.3904249295592308
15,1,1,0,0.4351116130128503
15,2,1,0,0.31665810849517584
15,2,1,+7,0.37534473184496164
15,2,1,+7,0.11186925135552883
15,2,1,0,0.04719835054129362
15,2,1,+7,0.12378834374248981
15,2,1,+7,0.03509197849780321
16,1,0,-9,1.3468086877837777
16,1,0,-9,0.08393960259854794
16,1,0,-9,1.0828019510954618
16,1,0,+8,1.5583113068714738
16,1,0,-9,0.6271461695432663
16,1,0,+8,0.1419847160577774
16,1,0,-9,0.5092367585748434
16,2,0,0,0.029253825545310974
16,2,0,+5,0.5070535866543651
16,2,0,0,0.27866668719798326
16,2,0,+5,0.48384973779320717
16,2,0,+5,0.21561674028635025
16,2,0,+5,0.42436792980879545
16,2,0,+5,0.42351535242050886
17,1,1,+25,1.100017367862165
17,1,1,+12,0.27369885705411434
17,1,1,+12,0.1681680539622903
17,1,1,+12,0.07215945981442928
17,1,1,+25,0.014301626943051815
17,1,1,+12,0.019621740095317364
17,1,1,+25,0.008155744522809982
17,1,1,+25,0.12504946254193783
17,2,1,-15,0.0009382879361510277
17,2,1,-15,0.463474347256124
17,2,1,+50,0.0446292906999588
17,2,1,-15,0.03433606121689081
17,2,1,-15,1.0150817083194852
17,2,1,+50,0.11603472288697958
17,2,1,+50,0.026496730744838715
17,2,1,-15,1.043017021380365
18,1,1,-4,1.464598405174911
18,1,1,0,0.5649423813447356
18,1,1,0,9.486438053660095
18,1,1,0,0.4389467006549239
18,1,1,0,0.2451669666916132
18,1,1,-4,0.19949592929333448
18,2,1,0,0.03774033021181822
18,2,1,-3,0.5798232164233923
18,2,1,0,0.01360083743929863
18,2,1,0,0.04185520578175783
18,2,1,0,0.15912499465048313
18,2,1,-3,0.12755999714136124
