TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,0.0,14.821,13.0,5.0,8.0,1.0,15.0,14.5082,29.3293,29.33,32.3593,0.0,2.0,0.0,32.9407539368,0.581414341927,18.4197,1.0587,0.491879,1.11858570576,2.66917,33.4599,36.1427
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,36.143,8.0,2.0,6.0,1.0,16.0,15.5143,51.6573,51.6578,54.69,0.0,1.0,1.0,55.0688362122,0.378808647394,19.2259,1.3248,0.485795,1.32119131088,3.13179,55.5876,58.7231
3,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,2.0,58.7233,20.0,8.0,12.0,2.0,18.0,17.5144,76.2377,76.2382,79.2705,1.0,2.0,0.0,79.7167358398,0.446224182844,21.2934,1.2135,0.485695,1.25377583504,2.95297,80.2297,83.1871
4,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,3.0,83.1874,21.0,13.0,8.0,1.0,15.0,14.8989,98.0863,98.0868,101.118,1.0,1.0,1.0,101.540802002,0.422657877207,18.6534,2.2012,0.101152,1.27734208107,3.57969,102.061,105.651
5,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,4.0,105.652,21.0,8.0,13.0,1.0,16.0,15.7574,121.409,121.409,124.432,0.0,1.0,1.0,124.924812317,0.492970198393,19.5733,2.4102,0.242683,1.20702981949,3.85991,125.447,129.315
6,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,5.0,129.315,19.0,7.0,12.0,2.0,18.0,17.5144,146.83,146.83,149.862,0.0,2.0,1.0,151.564666748,1.70224654675,22.5495,1.4961,0.485642,-0.00224660546519,1.9795,152.074,154.062
7,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,6.0,154.062,18.0,9.0,9.0,1.0,17.0,16.5143,170.577,170.577,173.61,0.0,1.0,1.0,174.436782837,0.827202022076,20.6743,4.653,0.485759,0.872797966003,6.01156,174.95,180.976
8,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,7.0,180.976,18.0,11.0,7.0,1.0,17.0,16.5014,197.477,197.478,200.506,1.0,1.0,1.0,200.908630371,0.402193754911,20.2327,1.7267,0.49867,1.29780626297,3.52318,201.42,204.956
9,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,8.0,204.957,10.0,5.0,5.0,1.0,15.0,14.5147,219.471,219.472,222.504,0.0,1.0,0.0,222.988601685,0.484989643097,18.3321,1.2377,0.485411,1.21501040459,2.93812,223.503,226.454
10,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,9.0,226.454,17.0,6.0,11.0,1.0,17.0,16.514,242.968,242.969,246.001,0.0,1.0,1.0,246.39666748,0.395454317331,20.2425,2.274,0.486104,1.30454564095,4.06465,246.911,250.984
11,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,10.0,250.985,15.0,7.0,8.0,1.0,15.0,14.5147,265.499,265.5,268.532,0.0,1.0,1.0,268.964691162,0.432930320501,18.2802,1.5966,0.485324,1.26706969738,3.34899,269.483,272.848
12,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,11.0,272.849,19.0,9.0,10.0,1.0,16.0,15.5228,288.371,288.372,291.396,0.0,1.0,0.0,292.748535156,1.35275638103,20.1999,5.4629,0.477305,0.347243666649,6.28745,293.268,299.561
13,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,12.0,299.562,17.0,9.0,8.0,1.0,16.0,15.5147,315.076,315.077,318.109,1.0,1.0,1.0,318.588531494,0.47913902998,19.3268,1.0098,0.485362,1.2208609581,2.71602,319.101,321.826
