TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,0.0,37.3233,13.0,7.0,6.0,1.0,15.0,14.6129,51.9362,51.937,54.9601,0.0,NA,NA,NA,NA,2.0,1.2853,0.387228,NA,1.67253,56.9683,58.6436
2,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,1.0,58.6439,12.0,6.0,6.0,2.0,15.0,14.5143,73.1582,73.1587,76.191,1.0,1,0,76.810929759,0.619911578135,18.467,1.5734,0.48581,1.08008842187,3.1393,77.3345,80.4907
3,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,2.0,80.491,16.0,7.0,9.0,1.0,15.0,14.5146,95.0057,95.0062,98.0382,1.0,2,0,98.9149540541,0.876795727585,18.7239,1.2245,0.485433,0.823204272415,2.53314,99.4277,101.972
4,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,3.0,101.973,14.0,7.0,7.0,2.0,15.0,14.514,116.487,116.487,119.519,1.0,2,0,119.842975051,0.323600430274,18.1704,5.0846,0.486084,1.37639956973,6.94708,120.353,127.302
5,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,4.0,127.302,17.0,10.0,7.0,1.0,15.0,14.5145,141.817,141.817,144.85,1.0,1,1,145.554998624,0.705264497316,18.5526,1.0113,0.48558,0.994735502684,2.49162,146.071,148.566
6,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,5.0,148.567,23.0,11.0,12.0,19.0,19.0,18.5142,167.081,167.081,170.113,0.0,1,0,170.754981708,0.641705925635,22.4883,1.8808,0.485866,1.05829407437,3.42496,171.269,174.697
7,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,6.0,174.697,16.0,8.0,8.0,11.0,19.0,18.514,193.211,193.211,196.244,0.0,2,0,197.266832274,1.02306113148,22.8699,1.0098,0.486049,0.676938868524,2.17279,197.785,199.96
8,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,7.0,199.961,18.0,9.0,9.0,17.0,16.0,15.5969,215.558,215.558,218.591,1.0,2,0,219.05908386,0.467857103737,19.3984,1.3975,0.403164,1.23214289626,3.03281,219.566,222.608
9,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,8.0,222.608,24.0,12.0,12.0,23.0,18.0,17.9569,240.565,240.565,243.588,0.0,2,0,244.306894741,0.718619911582,21.9989,1.0887,0.0432077,0.981380088418,2.11329,244.811,246.938
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,246.939,17.0,7.0,10.0,1.0,15.0,14.5361,261.475,261.475,264.502,0.0,2,0,265.170847431,0.668390323466,18.5323,1.1477,0.463928,1.03160967653,2.64324,265.69,268.336
