TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,0.0,0.0272459,6.09245,6.0652,6.09276,9.12562,1.0,2.0,0.0,9.75997,0.634348,10.0327,2.5659,1.06565,3.63155,10.0797,13.7256
2,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,1.0,13.7591,19.8244,6.06535,19.8247,22.8574,1.0,1.0,0.0,23.3439,0.486576,9.88486,2.2412,1.21342,3.45462,23.6674,27.124
3,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,2.0,27.1528,33.2062,6.05337,33.2064,36.2394,1.0,2.0,0.0,36.6639,0.424538,9.81108,1.783,1.27546,3.05846,36.9674,40.0389
4,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,3.0,40.066,46.121,6.05503,46.1213,49.1543,1.0,2.0,0.0,49.6719,0.517605,9.90596,1.0825,1.18239,2.26489,49.9913,52.2711
5,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,4.0,52.3027,58.3534,6.05062,58.3536,61.3865,0.0,1.0,0.0,61.7841,0.397595,9.78133,4.3408,1.3024,5.64321,62.1022,67.7524
6,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,5.0,67.7738,73.8347,6.06091,73.8349,76.8511,0.0,1.0,0.0,77.3199,0.468757,9.84609,1.0075,1.23124,2.23874,77.6488,79.9009
7,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,6.0,79.9363,86.0001,6.06378,86.0004,89.0331,1.0,1.0,0.0,89.4239,0.390808,9.78759,1.2245,1.30919,2.53369,89.7355,92.283
8,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,7.0,92.3105,98.3652,6.05472,98.3655,101.398,0.0,1.0,1.0,101.76,0.36154,9.7494,1.5147,1.33846,2.85316,102.075,104.931
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,104.951,110.998,6.04656,110.998,114.03,0.0,1.0,1.0,114.432,0.401833,9.78094,1.1604,1.29817,2.45857,114.759,117.23
10,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,9.0,117.256,123.296,6.04065,123.296,126.329,0.0,2.0,0.0,126.784,0.455201,9.82831,1.61,1.2448,2.8548,127.11,129.978
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,130.004,136.044,6.04019,136.045,139.077,1.0,2.0,0.0,140.16,1.08268,10.4556,1.6301,0.617318,2.24742,140.469,142.727
12,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,11.0,142.75,148.809,6.05904,148.81,151.843,1.0,1.0,1.0,152.536,0.692857,10.0855,3.1124,1.00714,4.11954,152.84,156.976
13,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,12.0,156.997,163.058,6.06073,163.058,166.091,0.0,2.0,0.0,166.656,0.564973,9.95876,1.5139,1.13503,2.64893,166.966,169.624
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,169.689,175.74,6.05031,175.74,178.773,1.0,2.0,0.0,179.44,0.667229,10.0504,2.1542,1.03277,3.18697,179.744,182.939
15,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,14.0,182.964,189.005,6.04052,189.005,192.038,0.0,2.0,0.0,192.704,0.665855,10.0396,1.4355,1.03414,2.46964,193.015,195.488
16,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,15.0,195.518,201.553,6.03567,201.554,204.586,0.0,1.0,0.0,205.2,0.613399,9.98203,1.1412,1.0866,2.2278,205.529,207.77
17,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,16.0,207.804,213.869,6.06423,213.869,216.901,1.0,1.0,0.0,217.416,0.51448,9.91153,1.8199,1.18552,3.00542,217.728,220.735
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,220.762,226.817,6.05517,226.817,229.85,1.0,2.0,0.0,230.28,0.430037,9.81831,1.2203,1.26996,2.49026,230.593,233.1
