TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,0.0,0.0391917,6.09969,6.0605,6.10001,9.13257,0.0,1.0,0.0,9.42393,0.291365,9.68474,1.1057,1.40864,2.51433,9.74679,12.2659
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,12.2958,18.3315,6.03561,18.3317,21.3645,0.0,2.0,0.0,21.632,0.267465,9.63612,2.5049,1.43253,3.93743,21.9465,25.8976
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,25.9436,31.9966,6.05303,31.9969,35.0297,1.0,1.0,0.0,35.376,0.346324,9.73244,3.1912,1.35368,4.54488,35.6954,40.246
4,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,3.0,40.2737,46.3282,6.05454,46.3285,49.3613,1.0,2.0,0.0,49.672,0.310696,9.69829,1.2493,1.3893,2.6386,49.9867,52.6278
5,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,4.0,52.6506,58.7103,6.05967,58.7105,61.7433,1.0,2.0,0.0,62.1518,0.40856,9.80124,3.4263,1.29144,4.71774,62.4672,67.1928
6,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,5.0,67.2305,73.2918,6.06128,73.292,76.3249,1.0,1.0,0.0,76.8559,0.530912,9.92537,1.7448,1.16909,2.91389,77.1716,80.0913
7,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,6.0,80.126,86.1904,6.06437,86.1906,89.223,1.0,1.0,0.0,89.5359,0.312881,9.70991,1.1622,1.38712,2.54932,89.8536,92.4067
8,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,7.0,92.4338,98.4721,6.03825,98.4723,101.505,1.0,1.0,1.0,102.04,0.535056,9.90594,3.6229,1.16494,4.78784,102.351,107.155
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,107.179,113.221,6.04175,113.221,116.253,0.0,2.0,0.0,116.72,0.466363,9.84101,2.3911,1.23364,3.62474,117.035,120.67
10,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,9.0,120.706,126.769,6.06289,126.769,129.802,0.0,1.0,0.0,130.136,0.33386,9.72981,1.1188,1.36614,2.48494,130.454,132.952
11,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,10.0,132.978,139.034,6.05595,139.034,142.067,1.0,2.0,0.0,142.424,0.356543,9.74565,1.2245,1.34346,2.56796,142.748,145.317
12,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,11.0,145.345,151.399,6.05395,151.399,154.432,0.0,1.0,0.0,155.024,0.591397,9.97854,1.1239,1.1086,2.2325,155.341,157.582
13,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,12.0,157.613,163.665,6.05171,163.665,166.698,1.0,2.0,0.0,167.088,0.390176,9.77494,4.7413,1.30982,6.05112,167.444,173.497
14,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,13.0,173.526,179.579,6.05325,179.58,182.612,0.0,1.0,1.0,184.064,1.45128,10.8375,1.1231,0.248725,1.37182,184.38,185.762
15,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,14.0,185.79,191.845,6.05447,191.845,194.878,1.0,2.0,0.0,195.304,0.426134,9.8136,3.9403,1.27387,5.21417,195.629,200.844
16,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,15.0,200.87,206.926,6.05627,206.926,209.959,1.0,1.0,1.0,211.536,1.57649,10.9658,1.3975,0.123506,1.52101,211.86,213.392
17,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,16.0,213.418,219.475,6.05707,219.475,222.508,0.0,1.0,1.0,222.776,0.267935,9.65798,1.1342,1.43206,2.56626,223.092,225.674
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,225.698,231.757,6.05869,231.757,234.79,0.0,2.0,0.0,235.624,0.833959,10.2257,1.1584,0.866041,2.02444,235.948,237.99
