TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,0.0,6.62731,19.0,7.0,12.0,6.0,17.0,16.5068,23.1341,23.1348,26.1669,0.0,2.0,0.0,27.8592,1.69227,21.5319,1.1749,0.493332,0.007735,1.67597,28.3753,30.067
2,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,1.0,30.0673,17.0,8.0,9.0,8.0,15.0,15.0168,45.084,45.0846,48.1143,0.0,2.0,0.0,48.507,0.392707,18.7397,1.0098,-0.0166804,1.30729,2.30041,49.0262,51.3309
3,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,2.0,51.3312,19.0,9.0,10.0,5.0,17.0,16.6539,67.9851,67.9856,71.0116,0.0,2.0,0.0,71.491,0.479394,20.4598,1.0113,0.34619,1.22061,2.5781,72.0073,74.5949
4,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,3.0,74.5952,15.0,6.0,9.0,4.0,16.0,15.5145,90.1097,90.1102,93.1424,1.0,1.0,0.0,93.5869,0.444499,19.2918,1.5734,0.485588,1.2555,3.31449,94.0961,97.4256
5,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,4.0,97.4259,18.0,10.0,8.0,3.0,19.0,18.5494,115.975,115.976,119.006,1.0,1.0,1.0,119.259,0.25299,22.1332,1.3267,0.450674,1.44701,3.22438,119.777,123.006
6,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,5.0,123.006,21.0,3.0,18.0,2.0,18.0,17.5141,140.52,140.521,143.553,0.0,2.0,0.0,143.915,0.361759,21.2087,1.2297,0.485946,1.33824,3.05389,144.428,147.486
7,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,6.0,147.487,18.0,5.0,13.0,4.0,15.0,14.5092,161.996,161.996,165.017,0.0,2.0,0.0,165.347,0.32955,18.1602,1.8808,0.490824,1.37045,3.74207,165.861,169.617
8,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,7.0,169.617,16.0,8.0,8.0,4.0,18.0,17.5141,187.132,187.132,190.164,1.0,1.0,1.0,190.651,0.486315,21.3333,1.3975,0.485989,1.21369,3.09717,191.166,194.264
9,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,8.0,194.265,17.0,7.0,10.0,5.0,16.0,15.5144,209.779,209.779,212.812,0.0,2.0,0.0,213.387,0.575041,19.4223,1.2245,0.48571,1.12496,2.83517,213.898,216.745
10,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,9.0,216.745,18.0,3.0,15.0,1.0,15.0,14.9234,231.669,231.669,234.693,1.0,1.0,1.0,235.187,0.494213,18.7415,1.4411,0.0766307,1.20579,2.72352,235.705,238.442
11,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,10.0,238.443,17.0,8.0,9.0,3.0,15.0,14.5145,252.957,252.958,255.99,1.0,2.0,0.0,256.307,0.316696,18.164,1.2853,0.485563,1.3833,3.15417,256.826,259.99
12,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,11.0,259.99,20.0,5.0,15.0,6.0,17.0,16.8252,276.815,276.816,279.837,0.0,1.0,1.0,281.227,1.38954,21.5365,5.0846,0.174864,0.310461,5.56993,281.742,287.32
13,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,12.0,287.32,20.0,4.0,16.0,2.0,15.0,14.8173,302.138,302.138,305.168,0.0,1.0,1.0,305.547,0.379007,18.5264,2.3911,0.182779,1.32099,3.89487,306.067,309.968
14,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,13.0,309.968,24.0,5.0,19.0,1.0,19.0,18.6792,328.647,328.648,331.665,1.0,2.0,1.0,332.339,0.674112,22.6708,3.6695,0.32087,1.02589,5.01626,332.857,337.881
15,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,14.0,337.881,16.0,7.0,9.0,4.0,16.0,15.6507,353.532,353.532,356.562,1.0,1.0,1.0,356.635,0.072881,19.0535,4.6191,0.349336,1.62712,6.59556,357.146,363.745
16,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,15.0,363.745,20.0,9.0,11.0,3.0,18.0,17.6249,381.37,381.37,384.392,0.0,1.0,1.0,384.739,0.347079,21.2938,2.5575,0.375215,1.35292,4.28564,385.25,389.542
17,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,16.0,389.542,16.0,8.0,8.0,5.0,15.0,14.5146,404.056,404.057,407.089,1.0,1.0,1.0,407.643,0.553437,18.4007,1.0887,0.485483,1.14656,2.72075,408.152,410.889
18,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,17.0,410.889,19.0,9.0,10.0,6.0,16.0,15.9076,426.797,426.797,429.82,0.0,1.0,1.0,430.339,0.518771,19.7492,1.1477,0.092488,1.18123,2.42142,430.85,433.286
