TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,0.0,18.9157,21.0,11.0,10.0,19.0,16.0,15.504,34.4197,34.4204,37.4426,1.0,1.0,0.0,39.0594291687,1.6168667078,20.4437,1.3248,0.496159,0.0831333249807,1.90409,39.5815,41.4923
2,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,1.0,41.4926,26.0,13.0,13.0,24.0,18.0,17.5937,59.0864,59.0869,62.1066,1.0,2.0,0.0,62.7473640442,0.640761137009,21.5547,1.2135,0.406358,1.05923891068,2.6791,63.2631,65.9563
3,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,2.0,65.9566,22.0,11.0,11.0,21.0,15.0,14.5147,80.4713,80.4718,83.504,1.0,NA,NA,NA,NA,2.0,1.7267,0.485413,NA,2.21211,85.5118,87.7372
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,87.7375,22.0,11.0,11.0,21.0,16.0,15.9493,103.687,103.687,106.718,1.0,1,0,107.003297789,0.285207410692,19.5658,1.2377,0.0507959,1.41479258931,2.70329,107.521,110.235
5,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,4.0,110.235,21.0,11.0,10.0,20.0,16.0,15.8531,126.088,126.089,129.115,1.0,1,0,129.547319725,0.4320092462,19.6123,1.4961,0.14696,1.2679907538,2.91105,130.063,132.982
6,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,5.0,132.982,19.0,10.0,9.0,18.0,15.0,14.8201,147.802,147.803,150.83,0.0,1,0,151.467244692,0.637686850503,18.7851,2.2012,0.180015,1.0623131495,3.44353,151.981,155.429
7,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,6.0,155.43,23.0,12.0,11.0,22.0,15.0,14.8049,170.235,170.235,173.26,1.0,1,0,173.619182757,0.359019513708,18.4895,2.4102,0.195211,1.34098048629,3.94639,174.132,178.093
8,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,7.0,178.094,21.0,10.0,11.0,19.0,17.0,16.9017,194.995,194.996,198.024,0.0,1,0,198.467200893,0.443245667906,20.6736,5.4629,0.0983326,1.25675433209,6.81799,198.986,205.807
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,205.807,27.0,13.0,14.0,26.0,17.0,16.8848,222.692,222.692,225.721,1.0,2,0,226.627132717,0.906227097381,21.1201,1.5966,0.115308,0.793772902619,2.50568,227.15,229.671
10,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,9.0,229.671,24.0,11.0,13.0,22.0,18.0,17.5142,247.185,247.186,250.218,1.0,2,0,250.907245055,0.689333083108,21.5363,1.8631,0.485851,1.01066691689,3.35962,251.426,254.801
