TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,0.0,0.0277114,6.09157,6.06385,6.09188,9.12474,0.0,2.0,0.0,9.43993854523,0.315196752548,9.71223,4.7413,1.38480329514,6.1261,9.75156,15.891
2,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,1.0,15.9284,21.9899,6.06145,21.9902,25.023,1.0,NA,NA,NA,NA,2.0,1.3975,NA,1.3975,27.0371,28.4395
3,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,2.0,28.478,34.5383,6.0603,34.5386,37.5714,1.0,2,1,37.9039393364,0.332564705051,9.72591,1.1584,1.36743529495,2.52584,38.2181,40.7546
4,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,3.0,40.7828,46.837,6.05416,46.8372,49.87,0.0,1,1,50.2798846567,0.409924933163,9.79708,1.2245,1.29007506684,2.51458,50.6023,53.1199
5,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,4.0,53.1422,59.2022,6.06002,59.2024,62.2356,0.0,1,1,62.5998589359,0.364255046647,9.75769,1.7448,1.33574495335,3.08054,62.9133,66.0017
6,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,5.0,66.0243,72.084,6.05972,72.0842,75.1171,0.0,2,0,75.6078813914,0.490824224544,9.8836,3.1912,1.20917577546,4.40038,75.9247,80.3334
7,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,6.0,80.3652,86.4153,6.05008,86.4156,89.4488,1.0,2,1,89.7678351151,0.319026174257,9.70261,3.9403,1.38097382574,5.32127,90.0792,95.415
8,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,7.0,95.4388,101.481,6.0418,101.481,104.514,1.0,2,0,104.847851245,0.334095794475,9.70907,3.4263,1.36590420553,4.7922,105.169,109.963
9,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,8.0,109.994,116.046,6.0511,116.046,119.079,0.0,1,0,119.423793847,0.345081880223,9.72931,1.1622,1.35491811978,2.51712,119.748,122.279
10,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,9.0,122.306,128.361,6.05502,128.361,131.394,1.0,1,0,131.655780891,0.261999417795,9.65004,1.1231,1.43800058221,2.5611,131.98,134.544
11,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,10.0,134.575,140.626,6.05086,140.626,143.659,1.0,1,1,144.00786727,0.348650017113,9.73272,1.1057,1.35134998289,2.45705,144.333,146.792
12,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,11.0,146.822,152.858,6.0365,152.858,155.891,0.0,1,1,156.143875208,0.252898592036,9.6223,1.1188,1.44710140796,2.5659,156.454,159.024
13,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,12.0,159.054,165.106,6.05227,165.107,168.14,0.0,1,1,168.415804996,0.276270454924,9.66169,1.1342,1.42372954508,2.55793,168.777,171.339
14,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,13.0,171.36,177.405,6.0446,177.405,180.438,0.0,2,0,180.783744852,0.345644852961,9.72328,3.6229,1.35435514704,4.97726,181.105,186.088
15,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,14.0,186.112,192.17,6.05812,192.17,195.203,1.0,2,0,196.455842513,1.25283440336,10.644,2.3911,0.447165596636,2.83827,196.773,199.62
16,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,15.0,199.648,205.685,6.03757,205.685,208.718,0.0,1,1,208.991715881,0.273501656251,9.64407,2.5049,1.42649834375,3.9314,209.304,213.251
17,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,16.0,213.276,219.334,6.05797,219.334,222.367,1.0,1,1,222.631684451,0.265139378258,9.65608,1.1239,1.43486062174,2.55876,222.956,225.516
18,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,17.0,225.541,231.599,6.05725,231.599,234.632,0.0,2,0,234.991713616,0.359867937397,9.75038,1.2493,1.3401320626,2.58943,235.313,237.915
