TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,0.0,0.0300585,6.09362,6.06356,6.09394,9.12651,0.0,2.0,0.0,9.576,0.449487,9.84594,2.2412,1.25051,3.49171,9.89176,13.3932
2,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,1.0,13.4251,19.4754,6.05028,19.4756,22.5085,0.0,1.0,0.0,22.7679,0.259442,9.64279,1.0075,1.44056,2.44806,23.0955,25.5583
3,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,2.0,25.5953,31.6573,6.06207,31.6576,34.6905,1.0,1.0,0.0,35.2479,0.557361,9.95258,2.5659,1.14264,3.70854,35.5592,39.2734
4,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,3.0,39.3069,45.3724,6.06555,45.3727,48.4056,0.0,1.0,1.0,48.9119,0.506328,9.90502,1.1412,1.19367,2.33487,49.2265,51.572
5,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,4.0,51.5963,57.6543,6.05805,57.6546,60.6874,0.0,2.0,0.0,61.7278,1.04046,10.4316,4.3408,0.65954,5.00034,62.0527,67.0536
6,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,5.0,67.08,73.1358,6.05585,73.1361,76.1688,0.0,2.0,0.0,76.7758,0.607039,9.99586,2.1542,1.09296,3.24716,77.0969,80.3521
7,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,6.0,80.3829,86.4343,6.05133,86.4345,89.4673,0.0,2.0,0.0,89.9199,0.452575,9.83698,1.4355,1.24742,2.68292,90.2332,92.9172
8,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,7.0,92.951,99.0162,6.06511,99.0164,102.049,0.0,1.0,1.0,102.72,0.670621,10.0688,1.783,1.02938,2.81238,103.045,105.866
9,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,8.0,105.896,111.948,6.05243,111.948,114.981,0.0,2.0,0.0,115.72,0.738709,10.1242,1.0825,0.961291,2.04379,116.039,118.098
10,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,9.0,118.12,124.18,6.06023,124.18,127.213,1.0,2.0,0.0,127.68,0.466866,9.86005,1.8199,1.23313,3.05303,127.991,131.046
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,131.071,137.128,6.05751,137.129,140.161,1.0,2.0,0.0,141.376,1.21442,10.6048,1.6301,0.485583,2.11568,141.692,143.811
12,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,11.0,143.834,149.893,6.05914,149.893,152.91,1.0,1.0,1.0,153.36,0.449753,9.82578,1.5147,1.25025,2.76495,153.671,156.443
13,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,12.0,156.47,162.525,6.05529,162.526,165.558,0.0,1.0,1.0,165.944,0.38568,9.77381,3.1124,1.31432,4.42672,166.309,170.742
14,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,13.0,170.767,176.824,6.05728,176.824,179.857,0.0,1.0,1.0,180.504,0.646921,10.0372,1.1604,1.05308,2.21348,180.822,183.04
15,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,14.0,183.061,189.122,6.06097,189.123,192.156,0.0,2.0,0.0,192.624,0.468258,9.86234,1.2203,1.23174,2.45204,192.943,195.405
16,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,15.0,195.435,201.488,6.05299,201.488,204.521,1.0,1.0,0.0,205.216,0.69515,10.081,1.61,1.00485,2.61485,205.538,208.154
17,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,16.0,208.18,214.236,6.05633,214.236,217.269,1.0,1.0,1.0,217.768,0.498674,9.888,1.5139,1.20133,2.71523,218.078,220.803
18,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,17.0,220.832,226.885,6.05223,226.885,229.918,1.0,1.0,0.0,230.36,0.442157,9.8275,1.2245,1.25784,2.48234,230.689,233.184
