TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,0.0,0.0296525,6.07234,6.04269,6.0727,9.10522,0.0,1.0,0.0,9.74409,0.638864,10.0144,1.6301,1.06114,2.69124,10.0623,12.7553
2,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,1.0,12.785,18.8207,6.03573,18.8209,21.8536,0.0,2.0,0.0,22.256,0.402405,9.77108,1.0825,1.29759,2.3801,22.5762,24.9704
3,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,2.0,24.9978,31.0528,6.055,31.0531,34.0856,0.0,2.0,0.0,35.048,0.962367,10.3502,4.3408,0.737633,5.07843,35.3586,40.4519
4,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,3.0,40.4792,46.5342,6.055,46.5344,49.5674,0.0,2.0,0.0,50.12,0.552607,9.94082,1.1604,1.14739,2.30779,50.437,52.7505
5,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,4.0,52.7841,58.8329,6.04884,58.8332,61.8658,1.0,1.0,0.0,62.312,0.446216,9.8279,1.783,1.25378,3.03678,62.6253,65.6656
6,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,5.0,65.692,71.7479,6.05585,71.7481,74.7809,1.0,1.0,1.0,76.448,1.66712,11.056,1.2245,0.0328789,1.25738,76.7639,78.0308
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,78.0608,84.1131,6.05229,84.1134,87.146,1.0,1.0,0.0,87.776,0.630052,10.0152,1.1412,1.06995,2.21115,88.096,90.3127
8,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,7.0,90.3391,96.395,6.05596,96.3953,99.428,0.0,2.0,0.0,100.24,0.812,10.2009,3.1124,0.888,4.0004,100.56,104.561
9,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,8.0,104.588,110.643,6.05515,110.644,113.676,0.0,1.0,0.0,114.92,1.24345,10.6316,2.5659,0.456554,3.02245,115.233,118.259
10,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,9.0,118.286,124.342,6.05618,124.342,127.375,1.0,2.0,0.0,127.864,0.489207,9.87836,1.8199,1.21079,3.03069,128.186,131.224
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,131.251,137.307,6.05578,137.307,140.34,0.0,2.0,0.0,140.824,0.483921,9.87264,2.2412,1.21608,3.45728,141.139,144.606
12,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,11.0,144.63,150.689,6.059,150.689,153.722,1.0,2.0,0.0,154.416,0.694092,10.0861,1.5147,1.00591,2.52061,154.733,157.255
13,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,12.0,157.284,163.337,6.05334,163.337,166.37,1.0,1.0,0.0,167.856,1.4857,10.872,1.4355,0.214301,1.6498,168.22,169.87
14,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,13.0,169.897,175.952,6.05557,175.953,178.985,1.0,2.0,0.0,179.424,0.438316,9.82693,1.0075,1.26168,2.26918,179.749,182.019
15,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,14.0,182.047,188.101,6.05456,188.101,191.134,1.0,1.0,0.0,191.752,0.617635,10.0052,2.1542,1.08236,3.23656,192.079,195.317
16,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,15.0,195.347,201.399,6.05193,201.4,204.416,1.0,2.0,1.0,204.904,0.487828,9.85639,1.2203,1.21217,2.43247,205.222,207.666
17,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,16.0,207.693,213.748,6.05532,213.748,216.781,1.0,2.0,0.0,217.416,0.634864,10.0233,1.5139,1.06514,2.57904,217.733,220.314
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,220.338,226.38,6.04153,226.38,229.413,1.0,2.0,0.0,229.92,0.50676,9.88137,1.61,1.19324,2.80324,230.233,233.046
