TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,0.0,15.541,20.0,10.0,10.0,19.0,15.0,14.7379,30.2789,30.2797,33.3118,0.0,1.0,1.0,33.7885780334,0.476768404245,18.5476,1.4411,0.262198,1.22323155403,2.92653,34.2998,37.2286
2,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,1.0,37.229,31.0,15.0,16.0,30.0,19.0,18.9393,56.1683,56.1688,59.1922,0.0,1.0,0.0,59.6046714783,0.412470579147,22.6757,5.0846,0.0607674,1.28752946854,6.4329,60.1128,66.5583
3,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,2.0,66.5586,20.0,10.0,10.0,18.0,15.0,14.9849,81.5435,81.5441,84.5725,0.0,2.0,0.0,84.9244995117,0.351978778839,18.6659,1.0113,0.0151376,1.34802126884,2.37446,85.443,87.8225
4,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,3.0,87.8228,23.0,12.0,11.0,20.0,17.0,16.7519,104.575,104.575,107.603,0.0,2.0,1.0,108.180503845,0.577268660069,20.6577,1.0887,0.24818,1.12273132801,2.45961,108.691,111.153
5,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,4.0,111.153,23.0,11.0,12.0,21.0,15.0,14.9222,126.076,126.076,129.101,0.0,2.0,1.0,129.620452881,0.519822061062,18.767,1.2245,0.0778907,1.18017792702,2.48257,130.148,132.634
6,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,5.0,132.634,26.0,11.0,15.0,22.0,18.0,17.5143,150.149,150.149,153.181,1.0,2.0,1.0,153.836395264,0.655090689659,21.5021,1.0098,0.485777,1.04490935802,2.54049,154.348,156.898
7,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,6.0,156.898,25.0,13.0,12.0,24.0,17.0,16.5122,173.41,173.411,176.428,0.0,2.0,0.0,176.820495605,0.392052531242,20.2224,1.3267,0.487827,1.30794751644,3.12247,177.331,180.462
8,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,7.0,180.462,28.0,14.0,14.0,26.0,18.0,17.9728,198.435,198.435,201.459,0.0,2.0,0.0,201.940322876,0.481370359659,21.7783,4.6191,0.0273187,1.21862959862,5.86505,202.456,208.325
9,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,8.0,208.325,18.0,9.0,9.0,17.0,15.0,14.7033,223.028,223.029,226.056,1.0,2.0,1.0,226.64440918,0.588264584541,18.6194,1.2853,0.296813,1.11173546314,2.69385,227.161,229.856
10,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,9.0,229.856,23.0,11.0,12.0,20.0,17.0,16.782,246.638,246.639,249.67,1.0,2.0,0.0,250.452331543,0.782299458981,20.8961,1.2297,0.218076,0.917700529099,2.36548,250.972,253.353
11,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,10.0,253.354,12.0,5.0,7.0,8.0,19.0,18.514,271.868,271.868,274.9,1.0,NA,NA,NA,NA,2.0,1.5734,0.48607,NA,2.05947,276.908,278.984
12,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,11.0,278.984,19.0,8.0,11.0,16.0,15.0,14.8093,293.793,293.794,296.815,1.0,1,1,297.252289932,0.437749981997,18.5683,1.3975,0.190756,1.262250018,2.85051,297.768,300.631
13,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,12.0,300.631,17.0,8.0,9.0,16.0,15.0,14.9437,315.575,315.576,318.595,0.0,1,0,318.916304724,0.320928803063,18.5849,2.5575,0.0564045,1.37907119694,3.99298,319.427,323.428
14,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,13.0,323.429,18.0,9.0,9.0,17.0,15.0,14.5145,337.943,337.944,340.976,1.0,2,0,341.252415666,0.276353145135,18.1237,1.8808,0.485622,1.42364685487,3.79007,341.769,345.559
15,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,14.0,345.56,20.0,10.0,10.0,19.0,16.0,15.9372,361.497,361.497,364.523,1.0,1,1,365.196137652,0.672852821648,19.9366,2.3911,0.0629193,1.02714717835,3.48117,365.706,369.19
16,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,15.0,369.19,21.0,9.0,12.0,18.0,16.0,15.9014,385.092,385.092,388.121,0.0,2,1,388.828124923,0.707544551697,19.938,3.6695,0.0986358,0.992455448303,4.76059,389.346,394.12
17,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,16.0,394.121,16.0,7.0,9.0,13.0,16.0,15.7552,409.876,409.876,412.901,1.0,2,0,414.412151526,1.51115429786,20.5916,1.1749,0.244847,0.188845702144,1.60859,414.925,416.534
18,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,17.0,416.534,18.0,9.0,9.0,15.0,18.0,17.9316,434.466,434.467,437.498,0.0,2,0,438.004185859,0.506025242736,21.7697,1.1477,0.0684927,1.19397475726,2.41017,438.519,440.931
