TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,0.0,12.5991,20.0,9.0,11.0,18.0,15.0,14.6154,27.2145,27.2153,30.2467,1.0,1.0,1.0,30.9986915588,0.752011477947,18.6996,1.233,0.384728,0.947988510132,2.56572,31.5089,34.0804
2,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,1.0,34.0807,21.0,10.0,11.0,20.0,15.0,14.7148,48.7955,48.7961,51.8277,1.0,2.0,0.0,52.4066848755,0.578997969627,18.626,5.4629,0.285247,1.12100195885,6.86915,52.916,59.7939
3,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,2.0,59.7942,25.0,13.0,12.0,24.0,17.0,16.881,76.6752,76.6757,79.708,0.0,2.0,0.0,80.3347702026,0.626792907715,20.8406,1.8631,0.119093,1.07320713997,3.0554,80.8458,83.9076
4,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,3.0,83.9079,28.0,14.0,14.0,27.0,19.0,18.7976,102.705,102.706,105.738,1.0,1.0,1.0,106.302650452,0.564696013927,22.6948,1.3248,0.202457,1.13530397415,2.66256,106.813,109.488
5,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,4.0,109.488,26.0,13.0,13.0,25.0,19.0,18.5138,128.002,128.003,131.035,0.0,2.0,0.0,131.582550049,0.547363877296,22.3944,1.0098,0.486226,1.15263605118,2.64866,132.094,134.752
6,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,5.0,134.752,20.0,10.0,10.0,19.0,15.0,14.8315,149.583,149.584,152.616,0.0,2.0,1.0,153.294647217,0.678728342056,18.8428,2.4102,0.168549,1.02127170563,3.60002,153.807,157.416
7,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,6.0,157.416,23.0,11.0,12.0,22.0,15.0,14.6648,172.081,172.081,175.113,1.0,1.0,1.0,176.470565796,1.35738992691,19.3546,1.4961,0.335304,0.342610120773,2.17401,176.983,179.163
8,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,7.0,179.163,21.0,12.0,9.0,18.0,16.0,15.5143,194.678,194.678,197.711,0.0,NA,NA,NA,NA,2.0,1.5966,0.485787,NA,2.08239,199.717,201.811
9,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,8.0,201.811,22.0,13.0,9.0,5.0,17.0,17.0137,218.825,218.825,221.858,0.0,1,0,222.350531879,0.492491620476,20.8393,1.7267,-0.0135801,1.20750837952,2.92063,222.863,225.791
10,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,9.0,225.791,20.0,10.0,10.0,19.0,16.0,15.6154,241.407,241.407,244.439,0.0,1,1,244.934440299,0.495707097114,19.4432,5.4629,0.384636,1.20429290289,7.05183,245.445,252.504
11,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,10.0,252.505,25.0,12.0,13.0,24.0,16.0,16.0314,268.536,268.537,271.569,0.0,1,0,271.990381134,0.421607277589,19.7856,1.0587,-0.0313358,1.27839272241,2.30576,272.503,274.819
12,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,11.0,274.819,27.0,13.0,14.0,26.0,18.0,17.9483,292.767,292.768,295.799,0.0,1,0,296.534381547,0.735203087446,22.0153,1.2377,0.0517278,0.964796912554,2.25422,297.046,299.316
13,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,12.0,299.316,23.0,12.0,11.0,22.0,15.0,14.8482,314.164,314.165,317.197,0.0,1,1,317.670308684,0.473458914203,18.6543,1.048,0.151838,1.2265410858,2.42638,318.181,320.613
14,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,13.0,320.613,21.0,11.0,10.0,19.0,15.0,14.7314,335.345,335.345,338.378,1.0,2,0,338.870437741,0.492855230696,18.557,2.2012,0.268652,1.2071447693,3.677,339.382,343.061
15,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,14.0,343.061,22.0,11.0,11.0,21.0,15.0,14.8817,357.943,357.943,360.975,1.0,1,1,361.518227516,0.543285276159,18.7573,2.274,0.118373,1.15671472384,3.54909,362.029,365.592
16,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,15.0,365.592,28.0,14.0,14.0,27.0,18.0,17.9307,383.523,383.523,386.555,0.0,NA,NA,NA,NA,2.0,1.2135,0.0693446,NA,1.28284,388.561,389.855
17,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,16.0,389.856,24.0,12.0,12.0,23.0,16.0,15.8644,405.72,405.721,408.753,0.0,2,0,408.998227637,0.245390401338,19.4426,1.3679,0.135625,1.45460959866,2.95813,409.509,412.469
18,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,17.0,412.47,25.0,13.0,12.0,24.0,17.0,16.7317,429.201,429.202,432.233,1.0,1,0,433.094164831,0.860665954067,20.9246,4.653,0.26838,0.839334045933,5.76071,433.605,439.383
