TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,0.0,0.0298357,6.06353,6.0337,6.06384,9.07993,0.0,2.0,0.0,9.66402,0.584089,9.93419,1.2493,1.11591,2.36521,9.98161,12.3635
2,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,1.0,12.4075,18.4458,6.03827,18.446,21.4789,0.0,1.0,0.0,22.0,0.521027,9.89243,1.2245,1.17897,2.40347,22.3186,24.729
3,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,2.0,24.7587,30.7941,6.03545,30.7944,33.8272,0.0,1.0,1.0,34.312,0.484781,9.85327,1.1188,1.21522,2.33402,34.6279,36.9775
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,37.0132,43.0597,6.04649,43.06,46.0927,0.0,1.0,0.0,46.5761,0.483427,9.86285,2.5049,1.21657,3.72147,46.8956,50.6259
5,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,4.0,50.657,56.6909,6.03385,56.6911,59.7242,0.0,1.0,0.0,60.1199,0.395748,9.76292,4.7413,1.30425,6.04555,60.4394,66.4902
6,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,5.0,66.5177,72.5726,6.05492,72.5729,75.6059,1.0,1.0,0.0,75.9999,0.394032,9.78218,3.1912,1.30597,4.49717,76.3208,80.8216
7,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,6.0,80.8486,86.9043,6.05574,86.9046,89.9374,1.0,2.0,0.0,90.3599,0.422528,9.81133,1.1622,1.27747,2.43967,90.6766,93.1203
8,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,7.0,93.1478,99.1861,6.03829,99.1863,102.219,1.0,1.0,1.0,102.832,0.612779,9.98426,1.7448,1.08722,2.83202,103.147,105.986
9,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,8.0,106.007,112.068,6.06069,112.068,115.101,1.0,2.0,0.0,115.464,0.362996,9.7565,3.4263,1.337,4.7633,115.78,120.551
10,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,9.0,120.58,126.633,6.05282,126.633,129.666,0.0,1.0,0.0,130.128,0.461424,9.84774,1.3975,1.23858,2.63608,130.446,133.099
11,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,10.0,133.126,139.165,6.03845,139.165,142.198,1.0,2.0,0.0,142.584,0.385867,9.75733,1.1342,1.31413,2.44833,142.899,145.364
12,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,11.0,145.388,151.447,6.05888,151.447,154.48,0.0,2.0,0.0,154.832,0.35216,9.74407,1.1239,1.34784,2.47174,155.146,157.63
13,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,12.0,157.665,163.729,6.06407,163.729,166.762,0.0,2.0,0.0,167.408,0.646058,10.0432,3.9403,1.05394,4.99424,167.724,172.728
14,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,13.0,172.752,178.81,6.05841,178.81,181.843,1.0,2.0,0.0,182.408,0.564521,9.95598,3.6229,1.13548,4.75838,182.722,187.493
15,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,14.0,187.525,193.575,6.0502,193.576,196.608,0.0,1.0,0.0,196.968,0.359345,9.74243,2.3911,1.34066,3.73176,197.288,201.025
16,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,15.0,201.061,207.124,6.06267,207.124,210.157,1.0,2.0,0.0,210.624,0.467072,9.86276,1.1057,1.23293,2.33863,210.941,213.29
17,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,16.0,213.316,219.355,6.03913,219.356,222.389,1.0,2.0,0.0,223.016,0.626827,9.99939,1.1231,1.07317,2.19627,223.333,225.539
18,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,17.0,225.564,231.621,6.05712,231.621,234.654,1.0,2.0,0.0,234.984,0.329871,9.71995,1.1584,1.37013,2.52853,235.299,237.837
