TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,0.0,6.38401,18.0,9.0,9.0,16.0,19.0,18.5053,24.8893,24.8901,27.9219,0.0,2.0,0.0,28.4398,0.517915,22.3558,1.0587,0.494795,1.18209,2.73558,28.9499,31.6889
2,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,1.0,31.6893,14.0,7.0,7.0,13.0,15.0,14.514,46.2033,46.2039,49.2364,0.0,1.0,1.0,49.6396,0.403193,18.2503,1.2377,0.486042,1.29681,3.02055,50.1494,53.1864
3,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,2.0,53.1867,18.0,9.0,9.0,17.0,18.0,17.5136,70.7003,70.7009,73.7335,1.0,1.0,0.0,74.1276,0.394166,21.2409,4.653,0.486459,1.30583,6.44529,74.6377,81.0998
4,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,3.0,81.1001,17.0,8.0,9.0,16.0,17.0,16.5141,97.6142,97.6148,100.647,1.0,2.0,0.0,101.224,0.57669,20.4235,1.0098,0.485976,1.12331,2.61909,101.732,104.364
5,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,4.0,104.364,19.0,9.0,10.0,18.0,18.0,17.8482,122.212,122.213,125.244,0.0,2.0,1.0,125.592,0.347575,21.5276,1.3248,0.151898,1.35242,2.82912,126.102,128.944
6,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,5.0,128.944,9.0,5.0,4.0,8.0,16.0,15.5141,144.458,144.459,147.491,0.0,1.0,1.0,147.895,0.404324,19.2515,2.2012,0.485941,1.29568,3.98282,148.407,152.391
7,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,6.0,152.391,18.0,9.0,9.0,16.0,15.0,14.515,166.906,166.907,169.939,1.0,1.0,0.0,170.528,0.588844,18.4363,1.5966,0.485027,1.11116,3.19278,171.038,174.239
8,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,7.0,174.239,16.0,8.0,8.0,15.0,17.0,16.5139,190.753,190.754,193.786,0.0,2.0,1.0,194.103,0.317866,20.1642,1.4961,0.486158,1.38213,3.36439,194.615,197.986
9,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,8.0,197.986,19.0,10.0,9.0,18.0,16.0,15.6155,213.601,213.602,216.633,1.0,1.0,0.0,217.039,0.406226,19.3536,5.4629,0.384585,1.29377,7.14126,217.55,224.699
10,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,9.0,224.7,16.0,9.0,7.0,13.0,16.0,15.5143,240.214,240.215,243.247,0.0,1.0,1.0,243.743,0.496448,19.3437,1.2135,0.485795,1.20355,2.90285,244.253,247.164
11,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,10.0,247.164,21.0,10.0,11.0,20.0,19.0,18.5142,265.678,265.679,268.711,0.0,2.0,1.0,269.031,0.320494,22.1675,1.048,0.485875,1.37951,2.91338,269.542,272.461
12,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,11.0,272.461,18.0,9.0,9.0,17.0,17.0,16.5142,288.975,288.976,292.008,1.0,2.0,0.0,292.487,0.479322,20.3264,5.4629,0.485823,1.22068,7.1694,292.999,300.174
13,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,12.0,300.174,16.0,8.0,8.0,15.0,15.0,14.5146,314.689,314.689,317.722,0.0,1.0,1.0,318.047,0.32555,18.1732,2.4102,0.485442,1.37445,4.27009,318.559,322.838
14,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,13.0,322.839,18.0,9.0,9.0,17.0,15.0,14.7812,337.62,337.62,340.652,1.0,2.0,1.0,340.967,0.314929,18.4287,1.3679,0.218936,1.38507,2.97191,341.478,344.452
