TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,0.0,0.0383871,6.10419,6.0658,6.10451,9.13736,0.0,2.0,1.0,9.46403,0.326671,9.72565,2.2412,1.37333,3.61453,9.78306,13.4041
2,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,1.0,13.4389,19.5026,6.06374,19.5029,22.5192,0.0,1.0,0.0,22.904,0.384798,9.76514,2.5659,1.3152,3.8811,23.2205,27.1027
3,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,2.0,27.1287,33.1678,6.03908,33.168,36.2005,0.0,1.0,1.0,36.632,0.431537,9.80332,1.6301,1.26846,2.89856,36.9476,39.8506
4,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,3.0,39.8787,45.9165,6.03787,45.9168,48.9499,0.0,1.0,1.0,49.4079,0.458069,9.82928,1.2245,1.24193,2.46643,49.7238,52.1997
5,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,4.0,52.2217,58.2818,6.06005,58.282,61.3147,0.0,2.0,0.0,61.6239,0.309224,9.70221,2.1542,1.39078,3.54498,61.9405,65.498
6,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,5.0,65.5275,71.5801,6.05264,71.5804,74.6133,1.0,2.0,0.0,75.1439,0.530643,9.91641,4.3408,1.16936,5.51016,75.4604,80.9794
7,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,6.0,81.0033,87.0452,6.04187,87.0454,90.0782,1.0,2.0,0.0,90.5679,0.489762,9.86458,1.0075,1.21024,2.21774,90.8825,93.1113
8,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,7.0,93.1461,99.2104,6.06438,99.2107,102.243,1.0,1.0,0.0,102.552,0.308697,9.70595,1.8199,1.3913,3.2112,102.869,106.093
9,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,8.0,106.121,112.176,6.05505,112.176,115.208,1.0,1.0,1.0,115.552,0.343473,9.73137,1.1412,1.35653,2.49773,115.868,118.375
10,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,9.0,118.405,124.424,6.01957,124.424,127.457,0.0,2.0,0.0,127.808,0.350821,9.70329,1.4355,1.34918,2.78468,128.124,130.924
11,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,10.0,130.947,137.006,6.05858,137.006,140.039,1.0,1.0,1.0,140.424,0.384922,9.77654,1.1604,1.31508,2.47548,140.739,143.222
12,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,11.0,143.245,149.304,6.05939,149.304,152.338,0.0,2.0,0.0,152.688,0.350165,9.74301,1.0825,1.34984,2.43234,153.004,155.437
13,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,12.0,155.469,161.503,6.03462,161.504,164.536,0.0,1.0,0.0,165.288,0.751719,10.119,3.1124,0.948281,4.06068,165.654,169.719
14,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,13.0,169.752,175.802,6.04906,175.802,178.835,1.0,1.0,0.0,179.168,0.332917,9.71538,1.5147,1.36708,2.88178,179.485,182.368
15,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,14.0,182.392,188.434,6.04176,188.434,191.466,0.0,1.0,1.0,191.784,0.317416,9.69196,1.783,1.38258,3.16558,192.098,195.266
16,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,15.0,195.289,201.348,6.05917,201.349,204.382,1.0,2.0,0.0,205.176,0.793929,10.1865,1.5139,0.906071,2.41997,205.49,207.914
17,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,16.0,207.943,213.997,6.05348,213.997,217.03,1.0,1.0,0.0,217.368,0.337683,9.7243,1.2203,1.36232,2.58262,217.685,220.28
18,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,17.0,220.309,226.346,6.03716,226.346,229.378,1.0,2.0,0.0,229.712,0.333298,9.70319,1.61,1.3667,2.9767,230.027,233.012
