TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,0.0,27.9503,17.0,4.0,13.0,3.0,15.0,14.5035,42.4537,42.4547,45.4642,0.0,1.0,0.0,45.8451,0.380894,18.1949,1.048,0.496665,1.31911,2.86377,46.356,49.222
2,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,1.0,49.2224,23.0,10.0,13.0,4.0,19.0,18.8031,68.0255,68.0261,71.0304,0.0,1.0,1.0,71.708,0.677533,22.7856,1.233,0.196984,1.02247,2.45245,72.2164,74.6748
3,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,2.0,74.6752,21.0,5.0,16.0,5.0,17.0,16.9707,91.6459,91.6466,94.6544,1.0,1.0,0.0,95.7389,1.08452,21.3637,2.274,0.0294368,0.615479,2.91892,96.2485,99.1709
4,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,3.0,99.1713,17.0,8.0,9.0,3.0,15.0,14.681,113.852,113.853,116.861,1.0,1.0,0.0,117.25,0.38886,18.3787,1.7267,0.319071,1.31114,3.35691,117.76,121.118
5,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,4.0,121.118,17.0,6.0,11.0,2.0,15.0,14.7078,135.826,135.827,138.834,0.0,1.0,0.0,139.033,0.199566,18.2149,1.3679,0.292267,1.50043,3.1606,139.543,142.707
6,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,5.0,142.707,20.0,11.0,9.0,18.0,16.0,15.6662,158.373,158.374,161.378,0.0,1.0,1.0,163.056,1.67759,20.649,1.0587,0.33388,0.0224084,1.41499,163.565,164.983
7,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,6.0,164.983,20.0,11.0,9.0,17.0,15.0,14.8487,179.832,179.833,182.841,0.0,2.0,0.0,183.911,1.06999,19.228,1.3248,0.151424,0.630012,2.10624,184.421,186.528
8,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,7.0,186.529,23.0,11.0,12.0,22.0,17.0,16.5026,203.031,203.032,206.04,1.0,2.0,0.0,207.254,1.21381,21.0253,1.0098,0.497554,0.486192,1.99355,207.763,209.76
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,209.76,21.0,11.0,10.0,17.0,15.0,14.9495,224.71,224.711,227.719,1.0,1.0,1.0,228.509,0.790617,19.0489,1.4961,0.0505749,0.909383,2.45606,229.019,231.478
10,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,9.0,231.479,18.0,9.0,9.0,17.0,15.0,14.7936,246.272,246.273,249.279,1.0,2.0,0.0,249.852,0.573386,18.6737,4.653,0.206488,1.12661,5.9861,250.362,256.352
11,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,10.0,256.352,22.0,11.0,11.0,21.0,16.0,15.5031,271.855,271.856,274.86,0.0,1.0,1.0,275.187,0.327434,19.1352,5.4629,0.496959,1.37257,7.33242,275.695,283.033
12,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,11.0,283.034,24.0,11.0,13.0,17.0,18.0,17.5036,300.537,300.538,303.544,1.0,1.0,1.0,305.13,1.58608,22.3963,2.4102,0.496536,0.113915,3.02065,305.637,308.66
13,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,12.0,308.661,22.0,11.0,11.0,21.0,16.0,15.6872,324.348,324.349,327.355,1.0,2.0,0.0,327.681,0.325603,19.3203,5.4629,0.312929,1.3744,7.15023,328.189,335.343
14,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,13.0,335.343,21.0,11.0,10.0,20.0,15.0,14.9782,350.321,350.322,353.331,0.0,1.0,1.0,353.808,0.47711,18.7647,1.2377,0.0218472,1.22289,2.48244,354.317,356.802
15,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,14.0,356.802,27.0,14.0,13.0,24.0,18.0,17.6438,374.446,374.447,377.454,1.0,1.0,1.0,378.007,0.553276,21.5046,1.5966,0.356384,1.14672,3.09971,378.514,381.616
16,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,15.0,381.617,21.0,10.0,11.0,20.0,15.0,14.9728,396.589,396.59,399.599,1.0,1.0,1.0,400.126,0.527269,18.8093,2.2012,0.0273665,1.17273,3.4013,400.634,404.036
17,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,16.0,404.036,23.0,12.0,11.0,22.0,16.0,15.5906,419.627,419.628,422.634,0.0,1.0,1.0,423.309,0.674392,19.5725,1.2135,0.409529,1.02561,2.64864,423.818,426.469
18,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,17.0,426.469,25.0,13.0,12.0,17.0,19.0,18.6471,445.116,445.117,448.126,0.0,2.0,0.0,448.428,0.301371,22.2584,1.8631,0.353025,1.39863,3.61475,448.936,452.554
