TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,0.0,3.50469,20.0,10.0,10.0,19.0,18.0,17.5133,21.018,21.0188,24.0509,1.0,1.0,1.0,24.3126,0.261683,21.1079,5.0846,0.486778,1.43832,7.0097,24.828,31.8506
2,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,1.0,31.8509,21.0,10.0,11.0,20.0,15.0,14.7478,46.5986,46.5992,49.6313,0.0,2.0,1.0,50.0726,0.441267,18.5217,1.0887,0.252312,1.25873,2.59974,50.5884,53.198
3,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,2.0,53.1983,18.0,9.0,9.0,17.0,15.0,14.8648,68.0631,68.0637,71.0955,1.0,1.0,0.0,71.7606,0.665034,18.8623,1.3267,0.135232,1.03497,2.4969,72.272,74.7789
4,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,3.0,74.7792,20.0,10.0,10.0,17.0,18.0,17.8572,92.6363,92.6369,95.6594,0.0,2.0,0.0,96.0248,0.36538,21.5456,2.3911,0.142906,1.33462,3.86863,96.5317,100.409
5,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,4.0,100.41,17.0,8.0,9.0,16.0,16.0,15.5145,115.924,115.925,118.957,1.0,2.0,0.0,119.337,0.379725,19.2271,1.1477,0.485533,1.32027,2.95351,119.855,122.823
6,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,5.0,122.824,16.0,8.0,8.0,14.0,15.0,14.7874,137.611,137.612,140.638,0.0,1.0,1.0,140.945,0.306983,18.421,1.0113,0.212653,1.39302,2.61697,141.461,144.088
7,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,6.0,144.088,25.0,14.0,11.0,20.0,19.0,18.5025,162.59,162.591,165.618,0.0,2.0,0.0,166.041,0.4225,22.2529,1.1749,0.497615,1.2775,2.95001,166.549,169.502
8,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,7.0,169.502,21.0,10.0,11.0,19.0,17.0,16.8962,186.398,186.399,189.432,1.0,2.0,0.0,189.841,0.408734,20.6388,1.5734,0.103841,1.29127,2.96851,190.358,193.332
9,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,8.0,193.332,15.0,8.0,7.0,14.0,16.0,15.5145,208.847,208.847,211.88,0.0,2.0,0.0,212.313,0.43326,19.2805,4.6191,0.485571,1.26674,6.37141,212.821,219.196
10,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,9.0,219.196,19.0,10.0,9.0,18.0,15.0,14.7868,233.983,233.983,237.01,0.0,2.0,0.0,237.465,0.454844,18.5688,1.2853,0.213289,1.24516,2.74375,237.973,240.727
11,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,10.0,240.727,12.0,6.0,6.0,11.0,15.0,14.5143,255.241,255.242,258.274,1.0,2.0,0.0,258.665,0.390566,18.238,3.6695,0.485774,1.30943,5.46471,259.187,264.657
12,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,11.0,264.658,16.0,8.0,8.0,15.0,15.0,14.5146,279.172,279.173,282.205,0.0,2.0,0.0,282.713,0.507924,18.3553,1.2245,0.485493,1.19208,2.90207,283.229,286.138
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,286.139,17.0,9.0,8.0,15.0,16.0,15.5144,301.653,301.654,304.686,0.0,2.0,0.0,304.985,0.299216,19.1464,1.8808,0.485635,1.40078,3.76722,305.506,309.286
14,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,13.0,309.286,22.0,11.0,11.0,21.0,19.0,18.5135,327.799,327.8,330.833,0.0,1.0,0.0,331.121,0.288316,22.135,1.4411,0.486575,1.41168,3.33936,331.642,334.983
15,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,14.0,334.983,14.0,7.0,7.0,13.0,16.0,15.5145,350.497,350.498,353.53,1.0,1.0,0.0,353.953,0.42277,19.2701,1.0098,0.485612,1.27723,2.77264,354.466,357.247
16,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,15.0,357.247,22.0,11.0,11.0,18.0,18.0,17.5145,374.761,374.762,377.794,1.0,1.0,0.0,378.137,0.343037,21.1903,1.2297,0.485566,1.35696,3.07223,378.648,381.727
17,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,16.0,381.728,17.0,8.0,9.0,16.0,15.0,14.5146,396.242,396.243,399.275,1.0,2.0,0.0,399.769,0.494245,18.3416,2.5575,0.485446,1.20576,4.2487,400.283,404.541
18,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,17.0,404.542,21.0,11.0,10.0,20.0,17.0,16.5144,421.056,421.057,424.089,0.0,1.0,1.0,425.025,0.936264,20.7835,1.3975,0.485668,0.763736,2.6469,425.543,428.205
