TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,0.0,0.0272784,6.08246,6.05518,6.08277,9.11551,0.0,2.0,0.0,9.47202,0.356509,9.74474,1.0825,1.34349,2.42599,9.78735,12.2157
2,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,1.0,12.2397,18.2978,6.05809,18.298,21.3308,0.0,1.0,1.0,21.6882,0.357353,9.7485,1.1604,1.34265,2.50305,22.0043,24.5142
3,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,2.0,24.5401,30.5964,6.05635,30.5967,33.6294,1.0,2.0,0.0,34.2881,0.658688,10.048,1.1412,1.04131,2.18251,34.6119,36.796
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,36.8259,42.8617,6.03581,42.8619,45.8948,1.0,2.0,1.0,46.2882,0.393398,9.7623,2.1542,1.3066,3.4608,46.6128,50.0779
5,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,4.0,50.1061,56.1436,6.03745,56.1438,59.1766,1.0,2.0,0.0,59.7841,0.60752,9.97803,1.61,1.09248,2.70248,60.1065,62.8098
6,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,5.0,62.8385,68.8922,6.05369,68.8925,71.9253,0.0,1.0,1.0,72.2803,0.354968,9.74172,4.3408,1.34503,5.68583,72.6038,78.2913
7,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,6.0,78.3179,84.3738,6.05582,84.374,87.4067,1.0,2.0,0.0,87.7841,0.377437,9.76619,1.5139,1.32256,2.83646,88.101,90.9398
8,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,7.0,90.9631,97.0222,6.05904,97.0224,100.055,1.0,2.0,0.0,100.36,0.304967,9.69705,2.2412,1.39503,3.63623,100.676,104.322
9,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,8.0,104.348,110.404,6.05614,110.404,113.437,1.0,1.0,0.0,113.88,0.443075,9.83235,3.1124,1.25693,4.36933,114.205,118.587
10,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,9.0,118.622,124.686,6.06423,124.686,127.719,1.0,2.0,0.0,129.104,1.3854,10.7827,2.5659,0.314603,2.8805,129.422,132.319
11,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,10.0,132.348,138.401,6.05274,138.401,141.434,1.0,1.0,0.0,142.216,0.782462,10.1683,1.2203,0.917538,2.13784,142.531,144.684
12,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,11.0,144.714,150.766,6.05257,150.766,153.799,1.0,2.0,1.0,154.992,1.193,10.5787,1.783,0.507001,2.29,155.309,157.616
13,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,12.0,157.642,163.698,6.0561,163.698,166.731,1.0,2.0,0.0,167.168,0.437292,9.82643,1.0075,1.26271,2.27021,167.49,169.764
14,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,13.0,169.786,175.83,6.04383,175.83,178.863,1.0,2.0,0.0,180.312,1.4493,10.8262,1.6301,0.2507,1.8808,180.63,182.513
15,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,14.0,182.535,188.595,6.05998,188.595,191.628,1.0,1.0,1.0,191.976,0.34826,9.74122,1.2245,1.35174,2.57624,192.299,194.878
16,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,15.0,194.914,200.977,6.06355,200.978,204.01,0.0,1.0,0.0,204.536,0.526196,9.92251,1.8199,1.1738,2.9937,204.861,207.86
17,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,16.0,207.887,213.942,6.05569,213.943,216.975,1.0,2.0,0.0,217.296,0.321047,9.70966,1.4355,1.37895,2.81445,217.608,220.425
18,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,17.0,220.458,226.507,6.04923,226.508,229.54,0.0,2.0,1.0,229.92,0.379855,9.7621,1.5147,1.32014,2.83484,230.247,233.09
