TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,0.0,3.64672,19.0,9.0,10.0,18.0,18.0,17.9305,21.5773,21.578,24.6105,1.0,2.0,0.0,24.9426,0.332079,21.5958,5.4629,0.0695774,1.36792,6.9004,25.4573,32.3601
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,32.3605,20.0,10.0,10.0,19.0,15.0,14.6643,47.0247,47.0253,50.0576,0.0,2.0,0.0,50.7186,0.661003,18.6581,1.048,0.33581,1.039,2.42281,51.2329,53.6575
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,53.6578,17.0,9.0,8.0,16.0,15.0,14.9872,68.6449,68.6455,71.6717,1.0,1.0,0.0,72.1106,0.438937,18.7529,5.4629,0.0129084,1.26106,6.73687,72.6195,79.3712
4,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,3.0,79.3716,25.0,13.0,12.0,24.0,18.0,17.5011,96.8726,96.8732,99.9019,0.0,2.0,0.0,100.335,0.432863,21.2632,1.3248,0.498987,1.26714,3.09092,100.846,103.952
5,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,4.0,103.952,18.0,9.0,9.0,17.0,16.0,15.5147,119.467,119.467,122.499,1.0,2.0,0.0,122.871,0.371374,19.2187,1.7267,0.485422,1.32863,3.54075,123.389,126.933
6,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,5.0,126.933,19.0,9.0,10.0,18.0,15.0,14.6487,141.582,141.582,144.613,0.0,2.0,1.0,144.991,0.377422,18.358,2.2012,0.351418,1.32258,3.8752,145.51,149.397
7,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,6.0,149.397,23.0,12.0,11.0,22.0,19.0,18.514,167.911,167.911,170.944,0.0,2.0,0.0,171.311,0.366983,22.2138,2.274,0.486068,1.33302,4.09308,171.833,175.927
8,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,7.0,175.927,26.0,13.0,13.0,25.0,17.0,16.9245,192.852,192.852,195.874,1.0,2.0,1.0,196.263,0.388641,20.6356,1.0587,0.0755556,1.31136,2.44561,196.78,199.241
9,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,8.0,199.241,20.0,10.0,10.0,19.0,16.0,15.809,215.05,215.051,218.072,0.0,2.0,0.0,218.447,0.375077,19.5056,2.4102,0.191102,1.32492,3.92623,218.962,222.905
10,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,9.0,222.905,21.0,11.0,10.0,20.0,15.0,14.7806,237.686,237.686,240.719,0.0,2.0,0.0,241.007,0.28748,18.4017,1.2377,0.219507,1.41252,2.86973,241.52,244.403
11,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,10.0,244.403,18.0,9.0,9.0,17.0,15.0,14.5143,258.917,258.918,261.95,1.0,1.0,1.0,262.319,0.368776,18.216,1.8631,0.485728,1.33122,3.68005,262.827,266.517
12,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,11.0,266.517,21.0,10.0,11.0,20.0,15.0,14.909,281.426,281.426,284.448,0.0,2.0,1.0,284.871,0.42349,18.6541,1.233,0.0910504,1.27651,2.60056,285.385,287.998
13,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,12.0,287.998,21.0,11.0,10.0,18.0,16.0,15.8451,303.843,303.843,306.862,0.0,1.0,1.0,307.375,0.51314,19.6771,1.5966,0.155006,1.18686,2.93847,307.895,310.845
14,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,13.0,310.846,27.0,14.0,13.0,26.0,19.0,18.8204,329.666,329.666,332.692,0.0,2.0,0.0,333.087,0.394989,22.5416,4.653,0.179696,1.30501,6.13771,333.61,339.758
15,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,14.0,339.759,21.0,11.0,10.0,20.0,16.0,15.9488,355.708,355.708,358.739,1.0,2.0,1.0,359.047,0.307918,19.5884,1.0098,0.0512409,1.39208,2.45312,359.558,362.023
16,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,15.0,362.023,18.0,9.0,9.0,17.0,18.0,17.514,379.537,379.538,382.57,1.0,2.0,1.0,382.991,0.421411,21.2682,1.4961,0.486029,1.27859,3.26072,383.506,386.77
17,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,16.0,386.77,18.0,10.0,8.0,15.0,15.0,14.5147,401.285,401.285,404.317,1.0,1.0,1.0,404.943,0.625875,18.4733,1.2135,0.485424,1.07412,2.77305,405.454,408.234
18,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,17.0,408.234,19.0,9.0,10.0,18.0,17.0,16.7245,424.959,424.959,427.981,0.0,1.0,0.0,428.351,0.369974,20.417,1.3679,0.275553,1.33003,2.97348,428.871,431.848
