TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,0.0,4.20388,17.0,9.0,8.0,2.0,16.0,15.8328,20.0367,20.0374,23.0594,1.0,1.0,0.0,23.4034,0.344077,19.4996,2.3911,0.167318,1.35592,3.91434,23.9158,27.8426
2,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,1.0,27.8429,26.0,14.0,12.0,1.0,16.0,15.9641,43.807,43.8075,46.8398,1.0,2.0,0.0,47.1394,0.299535,19.5964,5.0846,0.036005,1.40046,6.52107,47.6552,54.1894
3,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,2.0,54.1897,22.0,5.0,17.0,1.0,15.0,14.9406,69.1304,69.1309,72.1536,1.0,2.0,0.0,72.4754,0.321809,18.5857,1.1477,0.059449,1.37819,2.58534,72.9947,75.5869
4,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,3.0,75.5872,27.0,17.0,10.0,2.0,17.0,16.7533,92.3405,92.3411,95.3676,0.0,2.0,1.0,96.2274,0.859837,20.9402,2.5575,0.246723,0.840163,3.64439,96.7485,100.401
5,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,4.0,100.401,28.0,20.0,8.0,2.0,18.0,17.9331,118.334,118.335,121.365,0.0,1.0,1.0,121.675,0.310615,21.5742,1.1749,0.0669526,1.38938,2.63124,122.197,124.831
6,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,5.0,124.831,23.0,13.0,10.0,2.0,16.0,15.7835,140.615,140.615,143.645,0.0,1.0,1.0,144.491,0.846183,19.96,1.3975,0.21658,0.853817,2.4679,145.01,147.495
7,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,6.0,147.495,23.0,15.0,8.0,2.0,16.0,15.5255,163.021,163.022,166.043,0.0,1.0,1.0,167.435,1.39268,20.2398,1.8808,0.474563,0.307316,2.66268,167.949,170.626
8,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,7.0,170.626,18.0,9.0,9.0,1.0,15.0,14.8033,185.429,185.43,188.457,0.0,2.0,0.0,188.875,0.418585,18.5493,1.5734,0.19675,1.28142,3.05157,189.386,192.44
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,192.44,17.0,10.0,7.0,1.0,15.0,14.8764,207.317,207.317,210.338,1.0,2.0,0.0,210.675,0.337741,18.5349,3.6695,0.123704,1.36226,5.15546,211.181,216.337
10,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,9.0,216.337,15.0,11.0,4.0,1.0,15.0,14.8761,231.213,231.214,234.235,0.0,1.0,1.0,234.787,0.552438,18.7501,1.0098,0.123955,1.14756,2.28132,235.295,237.585
11,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,10.0,237.585,21.0,8.0,13.0,2.0,18.0,17.514,255.099,255.1,258.132,1.0,1.0,1.0,258.363,0.231233,21.0781,1.0887,0.486063,1.46877,3.04353,258.88,261.932
12,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,11.0,261.932,17.0,6.0,11.0,1.0,15.0,14.688,276.62,276.621,279.646,0.0,1.0,0.0,280.099,0.453168,18.467,1.0113,0.312129,1.24683,2.57026,280.612,283.196
13,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,12.0,283.196,18.0,9.0,9.0,2.0,19.0,18.7186,301.915,301.916,304.943,0.0,2.0,1.0,305.499,0.555892,22.6027,1.4411,0.281455,1.14411,2.86666,306.013,308.893
14,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,13.0,308.894,18.0,7.0,11.0,2.0,17.0,16.6657,325.559,325.56,328.591,1.0,2.0,1.0,329.243,0.652546,20.6496,1.3267,0.334405,1.04745,2.70856,329.77,332.49
15,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,14.0,332.491,24.0,11.0,13.0,2.0,18.0,17.5142,350.005,350.005,353.038,1.0,1.0,0.0,353.451,0.413497,21.2604,1.2297,0.485915,1.2865,3.00212,353.961,356.971
16,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,15.0,356.971,19.0,8.0,11.0,4.0,19.0,18.8421,375.813,375.814,378.835,0.0,2.0,0.0,379.291,0.456503,22.6199,1.2245,0.157979,1.2435,2.62598,379.803,382.435
