TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,0.0,4.20994,16.0,2.0,14.0,3.0,16.0,15.5055,19.7154,19.7162,22.7484,0.0,2.0,0.0,23.0657,0.317312,19.1557,2.4102,0.494639,1.38269,4.28753,23.583,27.8816
2,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,1.0,27.8819,20.0,2.0,18.0,3.0,16.0,15.6596,43.5415,43.5425,46.5622,0.0,2.0,0.0,48.5376,1.97534,20.9557,1.3248,0.340479,-0.275341,1.38994,49.0458,50.4454
3,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,2.0,50.4457,20.0,4.0,16.0,5.0,18.0,17.8086,68.2543,68.2549,71.276,1.0,1.0,0.0,71.6736,0.397548,21.5279,5.4629,0.191429,1.30245,6.95678,72.1813,79.1421
4,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,3.0,79.1424,18.0,7.0,11.0,8.0,15.0,14.5146,93.657,93.6578,96.6897,0.0,2.0,0.0,96.9137,0.223998,18.0713,1.5966,0.485508,1.476,3.55811,97.426,100.989
5,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,4.0,100.99,19.0,6.0,13.0,1.0,19.0,18.6171,119.607,119.607,122.637,1.0,1.0,1.0,122.978,0.340841,22.2877,2.2012,0.382935,1.35916,3.94329,123.489,127.437
6,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,5.0,127.437,17.0,8.0,9.0,4.0,15.0,14.524,141.961,141.961,144.984,1.0,1.0,1.0,145.474,0.489494,18.3367,1.4961,0.476103,1.21051,3.18271,145.982,149.167
7,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,6.0,149.168,4.0,3.0,1.0,2.0,15.0,14.5692,163.737,163.737,166.765,1.0,2.0,0.0,167.585,0.820483,18.7177,1.048,0.43092,0.879517,2.35844,168.102,170.465
8,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,7.0,170.465,18.0,9.0,9.0,5.0,17.0,16.5142,186.979,186.98,190.012,0.0,1.0,0.0,190.442,0.4293,20.2764,1.7267,0.485921,1.2707,3.48332,190.959,194.445
9,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,8.0,194.446,18.0,8.0,10.0,10.0,15.0,14.5145,208.96,208.961,211.993,1.0,2.0,0.0,212.233,0.240514,18.0878,1.0587,0.485559,1.45949,3.00375,212.749,215.759
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,215.76,19.0,11.0,8.0,7.0,16.0,15.7131,231.473,231.473,234.49,1.0,1.0,1.0,234.921,0.431169,19.4616,1.8631,0.286944,1.26883,3.41887,235.432,238.857
11,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,10.0,238.857,20.0,15.0,5.0,9.0,15.0,14.8921,253.749,253.75,256.771,0.0,1.0,1.0,257.241,0.470466,18.6844,5.4629,0.107978,1.22953,6.80041,257.756,264.57
12,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,11.0,264.571,17.0,4.0,13.0,3.0,18.0,17.7808,282.352,282.352,285.384,0.0,2.0,1.0,285.569,0.184937,21.2986,1.233,0.219242,1.51506,2.96731,286.092,289.068
13,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,12.0,289.068,21.0,15.0,6.0,7.0,18.0,17.5141,306.582,306.583,309.615,1.0,1.0,1.0,309.985,0.370386,21.2174,1.3679,0.485929,1.32961,3.18344,310.508,313.698
14,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,13.0,313.698,20.0,10.0,10.0,18.0,15.0,14.5145,328.213,328.214,331.246,1.0,2.0,0.0,331.577,0.331475,18.1788,2.274,0.485548,1.36852,4.12807,332.09,336.229
15,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,14.0,336.229,19.0,5.0,14.0,9.0,15.0,14.5371,350.766,350.767,353.793,0.0,1.0,0.0,354.145,0.352254,18.2162,1.2377,0.463007,1.34775,3.04845,354.663,357.726
16,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,15.0,357.727,18.0,3.0,15.0,5.0,16.0,15.5034,373.23,373.23,376.257,1.0,1.0,0.0,376.561,0.304155,19.1348,1.2135,0.496631,1.39585,3.10598,377.081,380.19
17,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,16.0,380.191,17.0,4.0,13.0,7.0,15.0,14.9873,395.178,395.178,398.205,1.0,2.0,1.0,398.657,0.452791,18.7667,4.653,0.0128241,1.24721,5.91303,399.17,405.087
18,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,17.0,405.088,17.0,6.0,11.0,6.0,17.0,16.7559,421.844,421.844,424.868,0.0,2.0,0.0,425.105,0.237047,20.3175,1.0098,0.24419,1.46295,2.71694,425.616,428.335
