TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,0.0,0.0844319,6.09481,6.01038,6.09527,9.10135,0.0,1.0,1.0,9.47961,0.378265,9.69518,1.0825,1.32174,2.40424,9.79352,12.1996
2,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,1.0,12.2756,18.2849,6.00928,18.2852,21.2917,0.0,1.0,1.0,21.663,0.371371,9.68741,1.0075,1.32863,2.33613,21.9767,24.3163
3,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,2.0,24.3963,30.41,6.01373,30.4103,33.4148,0.0,1.0,0.0,33.9586,0.543731,9.86227,1.8199,1.15627,2.97617,34.2761,37.2565
4,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,3.0,37.3203,43.3339,6.01354,43.3342,46.3404,1.0,1.0,0.0,46.662,0.321541,9.64164,1.61,1.37846,2.98846,46.9786,49.9686
5,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,4.0,50.0475,56.0611,6.01354,56.0614,59.0668,1.0,2.0,0.0,59.6935,0.626638,9.94592,1.1604,1.07336,2.23376,60.0083,62.2443
6,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,5.0,62.3156,68.3316,6.016,68.3319,71.3395,1.0,1.0,0.0,71.6929,0.353421,9.67736,2.1542,1.34658,3.50078,72.0098,75.5129
7,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,6.0,75.588,81.5917,6.00369,81.592,84.5965,1.0,1.0,1.0,84.9643,0.367879,9.67631,1.4355,1.33212,2.76762,85.2772,88.0472
8,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,7.0,88.1195,94.1334,6.01394,94.1337,97.1422,0.0,1.0,1.0,97.4998,0.35759,9.68032,1.6301,1.34241,2.97251,97.8139,100.79
9,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,8.0,100.854,106.863,6.00834,106.863,109.871,0.0,2.0,0.0,110.219,0.34819,9.66474,1.1412,1.35181,2.49301,110.531,113.026
10,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,9.0,113.106,119.116,6.01052,119.117,122.124,1.0,1.0,0.0,122.659,0.534671,9.85299,3.1124,1.16533,4.27773,122.977,127.256
11,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,10.0,127.334,133.344,6.01027,133.345,136.353,0.0,2.0,0.0,136.658,0.304815,9.62404,1.5139,1.39518,2.90908,136.972,139.885
12,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,11.0,139.96,145.968,6.00746,145.968,148.973,0.0,2.0,0.0,149.338,0.364714,9.67718,1.5147,1.33529,2.84999,149.652,152.505
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,152.578,158.587,6.00867,158.587,161.592,1.0,2.0,0.0,162.113,0.52081,9.83516,4.3408,1.17919,5.51999,162.426,167.947
14,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,13.0,168.024,174.038,6.01433,174.039,177.045,1.0,2.0,0.0,177.392,0.347168,9.66833,2.2412,1.35283,3.59403,177.706,181.304
15,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,14.0,181.38,187.389,6.00816,187.389,190.395,0.0,1.0,1.0,190.816,0.420926,9.73536,1.2245,1.27907,2.50357,191.128,193.635
16,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,15.0,193.708,199.716,6.00831,199.716,202.721,0.0,2.0,0.0,203.367,0.646614,9.95959,1.2203,1.05339,2.27369,203.681,205.956
17,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,16.0,206.031,212.039,6.00879,212.04,215.044,0.0,2.0,0.0,215.327,0.282928,9.59644,1.783,1.41707,3.20007,215.639,218.843
18,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,17.0,218.897,224.906,6.00844,224.906,227.91,1.0,2.0,0.0,228.262,0.352247,9.66498,2.5659,1.34775,3.91365,228.576,232.493
