TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,0.0,0.0374421,6.04954,6.0121,6.04988,9.05333,1.0,2.0,0.0,9.32764,0.274317,9.5902,1.0825,1.42568,2.50818,9.65012,12.1604
2,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,1.0,12.2079,18.2193,6.01146,18.2196,21.2234,0.0,2.0,1.0,21.5191,0.29574,9.61124,1.2203,1.40426,2.62456,21.8364,24.4668
3,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,2.0,24.503,30.5176,6.0146,30.5179,33.5237,0.0,1.0,1.0,33.9186,0.394827,9.71557,1.783,1.30517,3.08817,34.237,37.328
4,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,3.0,37.3659,43.3741,6.00824,43.3744,46.3828,0.0,2.0,0.0,46.67,0.287189,9.60416,2.1542,1.41281,3.56701,46.9806,50.5492
5,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,4.0,50.5824,56.5885,6.00611,56.5888,59.5962,0.0,2.0,0.0,59.9094,0.313244,9.62705,1.4355,1.38676,2.82226,60.2253,63.0493
6,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,5.0,63.085,69.0929,6.00798,69.0932,72.1006,1.0,1.0,1.0,72.4049,0.304309,9.61994,1.6301,1.39569,3.02579,72.7191,75.746
7,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,6.0,75.7834,81.7956,6.01223,81.796,84.8028,0.0,1.0,0.0,85.1004,0.297571,9.61695,1.5139,1.40243,2.91633,85.4202,88.3398
8,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,7.0,88.3824,94.3909,6.00849,94.3912,97.3977,0.0,2.0,1.0,97.7238,0.326091,9.64139,4.3408,1.37391,5.71471,98.0402,103.757
9,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,8.0,103.798,109.807,6.00818,109.807,112.814,1.0,2.0,1.0,113.187,0.372774,9.68875,1.1412,1.32723,2.46843,113.499,115.968
10,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,9.0,116.005,122.013,6.00837,122.014,125.019,1.0,1.0,1.0,125.539,0.519986,9.83366,1.2245,1.18001,2.40451,125.852,128.257
11,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,10.0,128.298,134.304,6.00559,134.304,137.312,1.0,1.0,1.0,137.618,0.306324,9.62015,2.5659,1.39368,3.95958,137.942,141.903
12,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,11.0,141.947,147.954,6.00662,147.954,150.963,0.0,1.0,1.0,151.249,0.286094,9.6022,1.8199,1.41391,3.23381,151.56,154.796
13,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,12.0,154.835,160.845,6.01011,160.846,163.852,0.0,1.0,1.0,164.193,0.341,9.6576,1.1604,1.359,2.5194,164.508,167.028
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,167.061,173.068,6.00705,173.068,176.075,0.0,2.0,0.0,176.432,0.357443,9.67145,1.0075,1.34256,2.35006,176.751,179.104
15,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,14.0,179.144,185.153,6.00882,185.154,188.16,0.0,1.0,0.0,188.712,0.552151,9.86746,1.61,1.14785,2.75785,189.032,191.793
16,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,15.0,191.832,197.843,6.01055,197.843,200.846,0.0,2.0,0.0,201.335,0.488964,9.8033,1.5147,1.21104,2.72574,201.649,204.376
17,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,16.0,204.414,210.424,6.01012,210.425,213.431,0.0,1.0,1.0,214.191,0.759483,10.0766,3.1124,0.940517,4.05292,214.503,218.559
18,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,17.0,218.603,224.611,6.00805,224.611,227.615,0.0,2.0,1.0,227.958,0.343351,9.65538,2.2412,1.35665,3.59785,228.281,231.882
