TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,0.0,8.08167,17.0,10.0,7.0,14.0,18.0,17.8488,25.9305,25.9314,28.9404,0.0,2.0,0.0,29.3685,0.428058,21.5868,5.0846,0.151333,1.27194,6.50787,29.8839,36.3951
2,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,1.0,36.3955,21.0,6.0,15.0,12.0,16.0,15.5237,51.9192,51.9198,54.9296,0.0,2.0,1.0,55.2474,0.31779,19.1518,3.6695,0.476398,1.38221,5.52811,55.7641,61.2956
3,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,2.0,61.296,21.0,9.0,12.0,17.0,18.0,17.5005,78.7965,78.7972,81.807,0.0,1.0,1.0,82.1262,0.319247,21.1302,1.2245,0.499608,1.38075,3.10486,82.6426,85.748
4,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,3.0,85.7484,10.0,5.0,5.0,9.0,15.0,14.5055,100.254,100.255,103.259,0.0,2.0,1.0,103.813,0.554074,18.3649,2.3911,0.494558,1.14593,4.03158,104.326,108.362
5,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,4.0,108.362,25.0,8.0,17.0,15.0,16.0,15.549,123.911,123.912,126.919,0.0,2.0,0.0,127.26,0.341092,19.1983,2.5575,0.451111,1.35891,4.36752,127.771,132.142
6,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,5.0,132.142,19.0,10.0,9.0,17.0,18.0,17.5022,149.645,149.645,152.653,0.0,1.0,1.0,153.323,0.670566,21.4807,1.4411,0.497873,1.02943,2.96841,153.838,156.808
7,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,6.0,156.808,21.0,11.0,10.0,20.0,16.0,15.5036,172.312,172.313,175.32,0.0,1.0,1.0,175.522,0.201954,19.0141,1.1749,0.496503,1.49805,3.16945,176.035,179.206
8,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,7.0,179.206,24.0,9.0,15.0,17.0,17.0,16.8834,196.09,196.09,199.098,0.0,1.0,1.0,199.425,0.327316,20.519,1.0113,0.116726,1.37268,2.50071,199.934,202.438
9,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,8.0,202.438,25.0,16.0,9.0,18.0,17.0,16.8792,219.317,219.318,222.323,1.0,1.0,0.0,222.328,0.00524931,20.1902,1.3267,0.120906,1.69475,3.14236,222.835,225.982
10,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,9.0,225.982,22.0,11.0,11.0,21.0,15.0,14.5816,240.564,240.564,243.572,1.0,1.0,1.0,243.879,0.307697,18.1972,1.0098,0.41853,1.3923,2.82063,244.392,247.214
