Trial,Resp,LR,Outcome,RT,respOnset
1,2,1,+14,1.6874280711635947,17.809998339042068
1,1,1,+12,1.3164791343733668,19.126477473415434
1,2,1,0,0.8843590943142772,20.01083656772971
1,1,1,+12,0.6822000881657004,20.693036655895412
1,2,1,+14,0.8331021275371313,21.526138783432543
1,1,1,+12,1.6832131370902061,23.20935192052275
1,1,1,+12,0.8663322562351823,24.07568417675793
1,2,1,+14,0.7830768302083015,24.858761006966233
1,2,1,+14,0.8669835822656751,25.72574458923191
1,2,1,+14,0.9663979550823569,26.692142544314265
1,1,1,+12,0.9828068604692817,27.674949404783547
1,1,1,+12,1.1840415485203266,28.858990953303874
1,2,1,+14,1.13287746720016,29.991868420504034
1,2,1,+14,0.9332407005131245,30.925109121017158
1,2,1,+14,0.7834098562598228,31.70851897727698
1,2,1,+14,0.8330734316259623,32.54159240890294
1,1,1,+12,0.6333483112975955,33.17494072020054
2,1,0,-1,1.066977540962398,41.674728519283235
2,1,0,-1,1.0492448387667537,42.72397335804999
2,1,0,-1,1.0164662972092628,43.74043965525925
2,1,0,+42,1.0165689988061786,44.75700865406543
2,2,0,+2,1.0329375034198165,45.78994615748525
2,2,0,+2,0.833166316151619,46.623112473636866
2,2,0,+2,0.7669628160074353,47.3900752896443
2,2,0,+2,0.5662699555978179,47.95634524524212
2,1,0,-1,0.966852561570704,48.92319780681282
2,1,0,+42,0.766519159078598,49.68971696589142
2,1,0,-1,0.866444019600749,50.55616098549217
2,1,0,-1,0.666720031760633,51.2228810172528
2,2,0,+2,0.916458367370069,52.13933938462287
2,2,0,+2,0.6665807040408254,52.8059200886637
3,1,0,+30,2.9161653658375144,68.43771276716143
3,2,0,+12,0.7994464663788676,69.2371592335403
3,1,0,+30,0.8334189178422093,70.0705781513825
3,2,0,+12,0.7832493847236037,70.85382753610611
3,1,0,+30,0.8334264699369669,71.68725400604308
3,2,0,+12,1.1163092236965895,72.80356322973967
3,2,0,+12,0.8334521455690265,73.63701537530869
3,2,0,+12,0.8333588829264045,74.4703742582351
3,2,0,+12,0.8163315011188388,75.28670575935394
3,1,0,-12,0.8499063597992063,76.13661211915314
3,1,0,+30,0.8330560633912683,76.96966818254441
3,1,0,+30,1.349765899591148,78.31943408213556
3,1,0,+30,0.8501185607165098,79.16955264285207
3,1,0,-12,1.2007838571444154,80.37033649999648
4,2,1,+22,0.8327396502718329,89.81828623637557
4,2,1,+22,0.5999777233228087,90.41826395969838
4,2,1,+22,0.66652368940413,91.08478764910251
4,1,1,+30,0.8998829498887062,91.98467059899122
4,1,1,+30,0.9333282988518476,92.91799889784306
4,1,1,+30,0.9662548517808318,93.8842537496239
4,1,1,-10,0.7001034570857882,94.58435720670968
4,1,1,+30,0.7998395282775164,95.3841967349872
4,2,1,+22,0.5303522069007158,95.91454894188792
4,2,1,+38,0.702947773039341,96.61749671492726
4,2,1,+22,0.6499475166201591,97.26744423154742
4,2,1,+22,0.5998882362619042,97.86733246780932
4,2,1,+22,1.0999112678691745,98.9672437356785
4,2,1,+38,0.7665693769231439,99.73381311260164
4,2,1,+22,0.8665202911943197,100.60033340379596
4,2,1,+22,0.7666490459814668,101.36698244977742
4,2,1,+22,0.7665221793577075,102.13350462913513
4,2,1,+22,0.6665040552616119,102.80000868439674
4,2,1,+22,0.5333841806277633,103.3333928650245
4,1,1,+30,0.5830235918983817,103.91641645692289
4,2,1,+22,0.9834774434566498,104.89989390037954
4,2,1,+22,0.5663016717880964,105.46619557216763
5,1,0,+27,1.4325497271493077,114.28213174548
5,1,0,-4,0.8166739670559764,115.09880571253598
5,1,0,-4,0.5665656002238393,115.66537131275982
5,1,0,+27,0.9997889325022697,116.66516024526209
5,1,0,-4,0.9334004167467356,117.59856066200882
5,1,0,-4,0.8839195910841227,118.48248025309294
5,1,0,-4,0.7999747013673186,119.28245495446026
5,2,0,+5,0.9490111162886024,120.23146607074887
5,2,0,+5,0.8508031144738197,121.08226918522269
5,2,0,+5,1.0324409836903214,122.114710168913
5,2,0,+5,0.9664844209328294,123.08119458984584
5,1,0,+27,0.9663677485659719,124.04756233841181
5,1,0,+27,0.8834370421245694,124.93099938053638
5,2,0,+5,0.6497051101177931,125.58070449065417
5,1,0,+27,0.6500018872320652,126.23070637788624
5,1,0,+27,0.7666158191859722,126.99732219707221
5,1,0,-4,0.6000762712210417,127.59739846829325
5,1,0,-4,0.9332097386941314,128.53060820698738
6,2,1,-5,9.848317123018205,146.81170273851603
6,1,1,-4,0.8334057023748755,147.6451084408909
6,2,1,-5,0.9328000638633966,148.5779085047543
6,1,1,-4,0.683568817563355,149.26147732231766
6,1,1,-4,0.9164712056517601,150.17794852796942
6,2,1,-5,0.8166709458455443,150.99461947381496
6,1,1,-4,0.7998263137415051,151.79444578755647
6,2,1,-5,1.9839403573423624,153.77838614489883
7,2,1,+2,2.4324938459321856,165.05952749587595
7,1,1,-5,0.7494509974494576,165.8089784933254
7,2,1,+10,0.7004104303196073,166.50938892364502
7,1,1,+30,0.6833313191309571,167.19272024277598
7,2,1,+2,0.6998618058860302,167.892582048662
7,1,1,-5,0.7165973177179694,168.60917936637998
7,2,1,+10,0.7498829495161772,169.35906231589615
7,1,1,-5,0.6332097388803959,169.99227205477655
7,2,1,+2,0.583170847967267,170.57544290274382
7,1,1,+30,1.2165663558989763,171.7920092586428
7,2,1,+2,1.6333403810858727,173.42534963972867
7,1,1,+30,1.4999663950875401,174.9253160348162
7,1,1,+30,1.316321306861937,176.24163734167814
7,2,1,+2,0.9498621830716729,177.19149952474982
8,2,1,-4,1.6157394535839558,188.72325633186847
8,1,1,-3,0.6670107692480087,189.39026710111648
8,2,1,-4,1.9003794686868787,191.29064656980336
8,1,1,-3,0.7991017354652286,192.08974830526859
8,2,1,-4,0.8665984496474266,192.956346754916
8,1,1,-3,0.6997602367773652,193.65610699169338
8,2,1,-4,0.916442509740591,194.57254950143397
8,1,1,-3,1.1167370220646262,195.6892865234986
