Trial,Resp,LR,Outcome,RT,respOnset
1,2,1,0,4.093654000200331,224.79936415422708
1,1,1,+3,3.1496662190183997,227.94903037324548
1,2,1,+8,5.816001117229462,233.76503149047494
1,2,1,0,1.0165021670982242,234.78153365757316
2,1,0,+8,3.132389632984996,245.61376017611474
2,2,0,+5,1.3832176681607962,246.99697784427553
2,2,0,+5,1.8163598189130425,248.81333766318858
2,2,0,+5,6.615691878832877,255.42902954202145
2,1,0,+2,0.8001011917367578,256.2291307337582
2,2,0,+5,1.149570313282311,257.3787010470405
2,1,0,+2,0.6836050655692816,258.0623061126098
2,1,0,+8,1.049780247732997,259.1120863603428
2,2,0,+5,0.916738910600543,260.02882527094334
2,1,0,+2,0.7998263128101826,260.8286515837535
2,2,0,+5,0.9665497429668903,261.7952013267204
3,1,0,-5,2.0834562992677093,270.9782339800149
3,1,0,-5,1.1154105812311172,272.09364456124604
3,1,0,-5,0.9001302653923631,272.9937748266384
3,2,0,-3,0.8171889865770936,273.8109638132155
3,2,0,-3,1.715903701260686,275.5268675144762
3,2,0,-3,0.6998905017971992,276.2267580162734
3,1,0,-5,0.6666339430958033,276.8933919593692
3,1,0,-5,1.0839784927666187,277.9773704521358
3,1,0,-5,1.2000555051490664,279.17742595728487
3,2,0,-3,1.7987434109672904,280.97616936825216
4,2,1,0,2.7325897505506873,295.0746450740844
4,2,1,0,1.1507094744592905,296.2253545485437
4,1,1,-7,0.6489801546558738,296.87433470319957
4,1,1,-7,1.2832331480458379,298.1575678512454
4,1,1,-7,1.683941112831235,299.84150896407664
4,1,1,-7,0.9988887803629041,300.84039774443954
4,2,1,-12,0.3667755350470543,301.2071732794866
4,2,1,0,0.9165867455303669,302.12376002501696
4,2,1,-12,0.9831527238711715,303.10691274888813
4,2,1,0,1.1998417936265469,304.3067545425147
4,2,1,-12,0.6166498018428683,304.92340434435755
4,1,1,-7,0.5165569158270955,305.43996126018465
4,1,1,-7,0.4833335857838392,305.9232948459685
4,2,1,-12,0.7999807428568602,306.72327558882535
5,1,0,-6,2.4492157651111484,317.4052623435855
5,1,0,0,0.9499241057783365,318.3551864493638
5,1,0,0,2.1495789978653193,320.50476544722915
5,1,0,0,0.633585431613028,321.1383508788422
5,2,0,-2,0.3830488892272115,321.5213997680694
5,2,0,-2,0.7666067564859986,322.2880065245554
5,2,0,-2,1.0665610702708364,323.3545675948262
5,2,0,-2,1.3499709265306592,324.7045385213569
5,2,0,-2,0.8997017107903957,325.6042402321473
5,1,0,0,0.7834763107821345,326.3877165429294
5,1,0,0,0.9340438144281507,327.32176035735756
6,2,1,+32,2.1491598822176456,338.336136367172
6,2,1,+32,0.9333441574126482,339.26948052458465
6,2,1,-15,0.49986897967755795,339.7693495042622
6,1,1,+9,2.1664428869262338,341.93579239118844
6,1,1,+9,1.516284303739667,343.4520766949281
6,1,1,+9,1.583446104079485,345.0355227990076
6,2,1,+32,1.3163945563137531,346.35191735532135
6,1,1,+9,1.1333215022459626,347.4852388575673
6,2,1,+32,0.8663809644058347,348.35161982197315
6,1,1,+9,2.066590898670256,350.4182107206434
6,1,1,+9,1.5663983328267932,351.9846090534702
6,2,1,-15,1.1998716220259666,353.18448067549616
