TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,0.0359049,6.09592,6.06001,6.0963,9.1289,1.0,1.0,0.0,9.69607448578,0.567170262337,9.96017,2.2412,1.13282978535,3.37403,10.015,13.3958
2,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,1.0,13.4317,19.478,6.04631,19.4782,22.5106,0.0,2.0,0.0,23.0800037384,0.569445550442,9.94835,1.4355,1.13055443764,2.56605,23.3959,25.9771
3,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,2.0,26.0011,32.0593,6.05815,32.0595,35.0926,0.0,2.0,0.0,36.6719589233,1.57932984829,10.9708,3.1124,0.120670124888,3.23307,36.9872,40.2256
4,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,3.0,40.2535,46.3078,6.05424,46.308,49.3411,1.0,2.0,1.0,50.02394104,0.682814538479,10.0704,2.1542,1.0171854496,3.17139,50.3404,53.5241
5,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,4.0,53.5541,59.5896,6.03546,59.5898,62.6229,0.0,1.0,1.0,63.3518943787,0.729037225246,10.0978,1.61,0.970962822437,2.58096,63.6668,66.2557
6,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,5.0,66.2797,72.3217,6.04195,72.3219,75.3544,0.0,1.0,1.0,76.0878753662,0.733490407467,10.1081,1.8199,0.966509640217,2.78641,76.403,79.2044
7,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,6.0,79.2314,85.2698,6.03839,85.27,88.2863,1.0,1.0,1.0,88.7759094238,0.48964163661,9.84453,1.1604,1.21035838127,2.37076,89.0916,91.4698
8,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,7.0,91.4932,97.5354,6.04218,97.5356,100.568,0.0,1.0,1.0,101.199867249,0.631492257118,10.0066,2.5659,1.06850779057,3.63441,101.515,105.151
9,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,8.0,105.185,111.234,6.04901,111.234,114.267,1.0,2.0,1.0,114.615875244,0.348994761705,9.731,1.0075,1.35100519657,2.35851,114.935,117.3
10,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,9.0,117.329,123.366,6.03693,123.366,126.398,0.0,1.0,1.0,126.975837708,0.577427983284,9.94716,4.3408,1.12257194519,5.46337,127.291,132.765
11,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,10.0,132.795,138.83,6.03476,138.83,141.863,1.0,2.0,1.0,143.359832764,1.49662995338,10.8644,1.1412,0.203370094299,1.34457,143.68,145.03
12,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,11.0,145.061,151.112,6.05171,151.113,154.145,1.0,2.0,1.0,155.231933594,1.08644258976,10.4712,1.783,0.613557457924,2.39656,155.551,157.962
13,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,12.0,157.99,164.027,6.03755,164.028,167.061,1.0,1.0,1.0,168.335876465,1.27530312538,10.6459,1.2245,0.4246968925,1.6492,168.698,170.361
14,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,13.0,170.391,176.426,6.03522,176.427,179.459,1.0,NA,NA,NA,NA,2.0,1.0825,NA,1.0825,181.476,182.559
15,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,14.0,182.589,188.642,6.05256,188.642,191.675,0.0,1,1,192.263745351,0.589210407226,9.97476,1.2203,1.11078959277,2.33109,192.579,194.925
16,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,15.0,194.95,201.006,6.05637,201.007,204.04,0.0,2,0,204.575850472,0.535884318291,9.92584,1.6301,1.16411568171,2.79422,204.892,207.69
17,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,16.0,207.715,213.772,6.05673,213.772,216.805,0.0,2,0,217.439878404,0.634981485317,10.0245,1.5147,1.06501851468,2.57972,217.757,220.338
18,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,17.0,220.367,226.404,6.03681,226.404,229.436,1.0,2,1,230.879714519,1.44327323127,10.8127,1.5139,0.256726768729,1.77063,231.197,232.97
