TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,0.0,0.0841818,6.09509,6.01091,6.09549,9.10066,0.0,2.0,0.0,9.83158,0.730922,10.0474,2.2412,0.969078,3.21028,10.1467,13.3617
2,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,1.0,13.4331,19.4375,6.00436,19.4378,22.4467,1.0,1.0,1.0,22.871,0.424266,9.7379,1.4355,1.27573,2.71123,23.1831,25.8962
3,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,2.0,25.9667,31.9801,6.01344,31.9804,34.9866,1.0,2.0,0.0,36.7824,1.79579,11.1157,1.783,-0.0957862,1.68721,37.0957,38.7835
4,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,3.0,38.8607,44.8747,6.01398,44.875,47.8812,0.0,2.0,0.0,49.5418,1.66062,10.9811,1.5147,0.0393798,1.55408,49.8573,51.4137
5,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,4.0,51.4851,57.4945,6.00935,57.4947,60.5,0.0,1.0,1.0,61.3813,0.881379,10.1962,1.6301,0.818621,2.44872,61.6935,64.1447
6,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,5.0,64.2171,70.2274,6.01033,70.2277,73.2317,0.0,1.0,1.0,73.685,0.453351,9.76794,3.1124,1.24665,4.35905,74.0004,78.3601
7,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,6.0,78.4306,84.4397,6.00906,84.44,87.4437,1.0,1.0,0.0,88.0122,0.568468,9.88157,1.8199,1.13153,2.95143,88.3304,91.2835
8,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,7.0,91.3589,97.3678,6.00893,97.368,100.375,1.0,1.0,1.0,100.852,0.476207,9.79278,1.1604,1.22379,2.38419,101.165,103.55
9,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,8.0,103.628,109.638,6.00982,109.639,112.643,0.0,1.0,0.0,112.971,0.327809,9.64274,4.3408,1.37219,5.71299,113.286,119.001
10,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,9.0,119.074,125.083,6.00838,125.083,128.092,1.0,1.0,0.0,128.746,0.654661,9.97229,1.2203,1.04534,2.26564,129.063,131.331
11,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,10.0,131.411,137.424,6.01284,137.424,140.429,1.0,2.0,0.0,140.754,0.325292,9.6428,1.2245,1.37471,2.59921,141.067,143.67
12,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,11.0,143.743,149.756,6.01297,149.757,152.762,0.0,1.0,1.0,153.121,0.359873,9.67821,2.1542,1.34013,3.49433,153.434,156.932
13,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,12.0,157.005,163.014,6.00909,163.015,166.022,1.0,1.0,1.0,166.577,0.55467,9.87152,1.5139,1.14533,2.65923,166.891,169.553
14,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,13.0,169.626,175.63,6.00402,175.63,178.637,1.0,2.0,0.0,179.824,1.18753,10.4985,1.0825,0.512471,1.59497,180.137,181.732
15,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,14.0,181.81,187.824,6.01351,187.824,190.829,0.0,1.0,1.0,191.2,0.370934,9.68953,1.1412,1.32907,2.47027,191.513,193.987
16,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,15.0,194.073,200.085,6.0129,200.086,203.09,0.0,1.0,0.0,204.151,1.06114,10.3786,1.61,0.638864,2.24886,204.466,206.719
17,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,16.0,206.797,212.809,6.01152,212.809,215.818,0.0,2.0,0.0,216.167,0.349138,9.66941,1.0075,1.35086,2.35836,216.482,218.843
18,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,17.0,218.908,224.916,6.00848,224.917,227.921,0.0,1.0,0.0,228.35,0.429015,9.74226,2.5659,1.27099,3.83689,228.665,232.504
