TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,6.02675,18.0,12.0,6.0,4.0,15.0,14.6937,20.7205,20.7213,23.7516,1.0,1.0,0.0,24.9066944122,1.15505874157,19.1799,1.1749,0.306419,0.54494124651,2.02626,25.4186,27.4522
2,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,1.0,27.4526,24.0,10.0,14.0,5.0,19.0,18.9306,46.3831,46.3837,49.4154,1.0,2.0,1.0,50.8665618896,1.45118165016,23.714,1.8808,0.0695035,0.248818337917,2.19912,51.3775,53.582
3,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,2.0,53.5824,20.0,10.0,10.0,6.0,15.0,14.5148,68.0972,68.0977,71.1298,1.0,2.0,1.0,71.9065170288,0.776715457439,18.6241,4.6191,0.485317,0.923284590244,6.0277,72.4176,78.4459
4,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,3.0,78.4462,25.0,12.0,13.0,3.0,19.0,18.6981,97.1443,97.1449,100.177,0.0,1.0,1.0,101.034309387,0.857786536217,22.8882,1.2853,0.30192,0.842213451862,2.42943,101.544,103.976
5,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,4.0,103.977,21.0,10.0,11.0,3.0,16.0,15.7659,119.742,119.743,122.774,1.0,1.0,0.0,124.194313049,1.42038726807,20.5177,1.3267,0.234222,0.27961269021,1.84053,124.706,126.557
6,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,5.0,126.558,17.0,9.0,8.0,4.0,15.0,14.5145,141.072,141.073,144.105,1.0,1.0,1.0,144.994308472,0.889747977257,18.7368,1.2245,0.485565,0.810252010822,2.52032,145.505,148.038
7,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,6.0,148.038,22.0,9.0,13.0,8.0,16.0,15.5652,163.604,163.604,166.635,0.0,2.0,0.0,167.082366943,0.44737714529,19.344,1.0113,0.434884,1.25262284279,2.69881,167.592,170.302
8,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,7.0,170.302,20.0,8.0,12.0,4.0,15.0,14.514,184.816,184.817,187.849,1.0,2.0,0.0,188.018386841,0.169105529785,18.016,1.0887,0.48609,1.5308945179,3.10568,188.53,191.649
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,191.65,23.0,10.0,13.0,5.0,17.0,16.5825,208.232,208.233,211.264,0.0,1.0,1.0,212.266204834,1.00251126289,20.9165,5.0846,0.41761,0.697488725185,6.1997,212.776,218.979
10,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,9.0,218.98,21.0,9.0,12.0,4.0,15.0,14.9151,233.895,233.895,236.927,0.0,1.0,0.0,237.442245483,0.515280127525,18.7626,1.2297,0.0850232,1.18471992016,2.49944,237.955,240.46
11,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,10.0,240.461,19.0,10.0,9.0,2.0,18.0,17.514,257.975,257.975,261.007,0.0,1.0,1.0,262.426177979,1.4187142849,22.2656,1.3975,0.486114,0.281285732985,2.1649,262.938,265.108
12,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,11.0,265.108,16.0,8.0,8.0,3.0,17.0,16.514,281.622,281.623,284.655,1.0,1.0,0.0,285.61807251,0.962960124016,20.8101,2.5575,0.486059,0.737039923668,3.7806,286.129,289.921
13,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,12.0,289.921,7.0,4.0,3.0,1.0,15.0,14.5146,304.436,304.437,307.469,1.0,1.0,1.0,308.658050537,1.18918299675,19.0366,1.5734,0.485426,0.510816991329,2.56964,309.17,311.752
14,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,13.0,311.752,17.0,10.0,7.0,3.0,17.0,16.6322,328.384,328.385,331.416,1.0,NA,NA,NA,NA,2.0,3.6695,0.367893,NA,4.03739,333.424,337.466
15,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,14.0,337.467,18.0,8.0,10.0,3.0,15.0,14.6651,352.132,352.132,355.163,1.0,1,1,355.834025753,0.67110009247,18.6675,1.0098,0.334968,1.02889990753,2.37367,356.345,358.73
16,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,15.0,358.731,24.0,8.0,16.0,1.0,18.0,17.8482,376.579,376.579,379.61,1.0,1,0,379.930037331,0.319575931644,21.4995,1.4411,0.15186,1.38042406836,2.97338,380.442,383.427
17,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,16.0,383.427,21.0,10.0,11.0,3.0,16.0,15.7981,399.225,399.226,402.258,0.0,2,0,402.665909492,0.408045336837,19.5388,1.1477,0.201937,1.29195466316,2.64159,403.177,405.824
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,405.824,24.0,16.0,8.0,3.0,18.0,17.8988,423.723,423.724,426.755,1.0,2,0,427.593864088,0.838717192528,22.0694,2.3911,0.101273,0.861282807472,3.35366,428.104,431.471
