TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,0.0446426,6.0588,6.01416,6.05921,9.0682,1.0,1.0,0.0,10.1516,1.08339,10.4069,1.2493,0.616613,1.86591,10.4692,12.3376
2,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,1.0,12.3843,18.3946,6.01032,18.395,21.4009,0.0,2.0,1.0,21.9111,0.510226,9.82682,3.1912,1.18977,4.38097,22.229,26.6132
3,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,2.0,26.6514,32.6623,6.01087,32.6625,35.6716,0.0,1.0,1.0,36.1985,0.526851,9.84708,1.1622,1.17315,2.33535,36.5137,38.8508
4,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,3.0,38.8825,44.8922,6.00969,44.8927,47.9017,1.0,1.0,1.0,48.4059,0.504173,9.8234,1.1584,1.19583,2.35423,48.7182,51.0734
5,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,4.0,51.1076,57.1177,6.01008,57.118,60.1223,1.0,1.0,1.0,60.5414,0.419118,9.73383,4.7413,1.28088,6.02218,60.8556,66.8827
6,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,5.0,66.9133,72.9194,6.0061,72.9198,75.9259,1.0,1.0,1.0,76.6047,0.678856,9.99145,3.6229,1.02114,4.64404,76.9169,81.5651
7,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,6.0,81.5971,87.6077,6.01067,87.608,90.6153,0.0,1.0,1.0,91.1561,0.540811,9.85904,2.3911,1.15919,3.55029,91.4683,95.0224
8,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,7.0,95.0577,101.072,6.01469,101.073,104.081,0.0,1.0,1.0,105.411,1.33071,10.6537,1.3975,0.369293,1.76679,105.724,107.497
9,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,8.0,107.533,113.538,6.00513,113.538,116.547,0.0,1.0,1.0,117.059,0.511955,9.82611,1.2245,1.18805,2.41254,117.374,119.788
10,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,9.0,119.83,125.837,6.00773,125.838,128.846,1.0,2.0,1.0,129.338,0.49219,9.80883,1.1188,1.20781,2.32661,129.654,131.983
11,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,10.0,132.026,138.036,6.00965,138.036,141.04,1.0,2.0,0.0,141.474,0.43388,9.74796,1.1057,1.26612,2.37182,141.787,144.163
12,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,11.0,144.205,150.214,6.00889,150.214,153.219,1.0,1.0,0.0,153.721,0.502285,9.81639,1.7448,1.19772,2.94252,154.039,156.983
13,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,12.0,157.023,163.032,6.0089,163.032,166.036,1.0,2.0,0.0,167.121,1.08501,10.3977,1.1239,0.614988,1.73889,167.432,169.173
14,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,13.0,169.216,175.229,6.01315,175.23,178.235,0.0,1.0,0.0,178.656,0.421422,9.74009,1.1231,1.27858,2.40168,178.972,181.378
15,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,14.0,181.416,187.428,6.01183,187.428,190.435,1.0,1.0,1.0,191.552,1.11728,10.4355,3.9403,0.582718,4.52302,191.867,196.394
16,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,15.0,196.434,202.444,6.00944,202.444,205.451,0.0,1.0,0.0,205.879,0.428546,9.7449,3.4263,1.27145,4.69775,206.193,210.892
17,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,16.0,210.931,216.941,6.00995,216.941,219.946,1.0,2.0,1.0,220.631,0.684312,9.99934,1.1342,1.01569,2.14989,220.947,223.1
18,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,17.0,223.146,229.16,6.01483,229.161,232.166,0.0,1.0,0.0,232.606,0.440317,9.7604,2.5049,1.25968,3.76458,232.921,236.686
