TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,0.0,0.0388631,6.05031,6.01144,6.05079,9.05884,1.0,2.0,0.0,10.2156,1.15676,10.4767,2.2412,0.543243,2.78444,10.5289,13.3167
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,13.3593,19.366,6.00672,19.3663,22.3751,0.0,2.0,0.0,24.319,1.94388,11.2597,4.3408,-0.24388,4.09692,24.6328,28.7319
3,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,2.0,28.7671,34.778,6.01087,34.7783,37.7817,0.0,2.0,0.0,38.4304,0.648641,9.96325,1.0075,1.05136,2.05886,38.7443,40.807
4,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,3.0,40.8394,46.844,6.00458,46.8443,49.8512,1.0,1.0,1.0,50.3979,0.546665,9.85846,1.61,1.15333,2.76333,50.7114,53.4776
5,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,4.0,53.5196,59.5337,6.01416,59.5341,62.5439,1.0,1.0,0.0,63.2453,0.701366,10.0257,2.1542,0.998634,3.15283,63.5609,66.715
6,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,5.0,66.7587,72.772,6.01336,72.7723,75.7767,1.0,1.0,0.0,76.6607,0.88396,10.202,1.5147,0.81604,2.33074,76.9752,79.3088
7,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,6.0,79.3437,85.3559,6.01225,85.3563,88.3622,0.0,2.0,0.0,89.5162,1.15394,10.4725,1.783,0.546061,2.32906,89.8281,92.1594
8,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,7.0,92.1955,98.2129,6.01741,98.2132,101.222,0.0,1.0,1.0,101.852,0.630002,9.95608,1.4355,1.07,2.5055,102.167,104.673
9,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,8.0,104.713,110.721,6.00805,110.721,113.725,0.0,2.0,0.0,114.107,0.382321,9.6945,2.5659,1.31768,3.88358,114.421,118.307
10,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,9.0,118.347,124.354,6.00662,124.354,127.361,1.0,2.0,0.0,128.866,1.50556,10.8193,1.6301,0.194442,1.82454,129.18,131.008
11,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,10.0,131.045,137.057,6.01199,137.057,140.061,1.0,1.0,1.0,140.522,0.461262,9.77704,1.5139,1.23874,2.75264,140.835,143.589
12,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,11.0,143.623,149.626,6.00334,149.626,152.63,1.0,1.0,1.0,153.049,0.419077,9.72684,1.8199,1.28092,3.10082,153.362,156.465
13,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,12.0,156.505,162.514,6.00921,162.515,165.523,1.0,2.0,0.0,165.953,0.430382,9.74769,1.0825,1.26962,2.35212,166.267,168.622
14,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,13.0,168.662,174.67,6.00721,174.67,177.676,0.0,1.0,0.0,178.112,0.436806,9.74987,1.2203,1.26319,2.48349,178.43,180.918
15,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,14.0,180.955,186.962,6.00639,186.962,189.969,1.0,1.0,1.0,190.536,0.567015,9.88042,3.1124,1.13298,4.24538,190.848,195.097
16,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,15.0,195.135,201.145,6.0102,201.145,204.154,0.0,1.0,1.0,204.607,0.453087,9.77219,1.1412,1.24691,2.38811,204.921,207.311
17,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,16.0,207.353,213.359,6.00665,213.36,216.367,1.0,1.0,0.0,216.959,0.592158,9.90595,1.1604,1.10784,2.26824,217.272,219.544
18,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,17.0,219.581,225.591,6.0097,225.591,228.6,0.0,1.0,1.0,229.038,0.438294,9.757,1.2245,1.26171,2.48621,229.35,231.838
