TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,0.0,0.0296544,6.09267,6.06302,6.09298,9.12573,1.0,2.0,0.0,10.5040140152,1.37828838825,10.7744,1.4355,0.321711659431,1.75721,10.8284,12.5924
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,12.6207,18.6746,6.05388,18.6748,21.7078,0.0,1.0,1.0,22.2800006866,0.572207391262,9.9593,1.6301,1.12779259682,2.75789,22.5946,25.3574
3,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,2.0,25.3904,31.4566,6.06621,31.4569,34.4895,0.0,1.0,0.0,35.0959854126,0.606513619423,10.0056,4.3408,1.09348630905,5.43429,35.4199,40.8557
4,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,3.0,40.8833,46.9379,6.05453,46.9381,49.9708,1.0,2.0,0.0,50.848110199,0.877300620079,10.2648,1.0075,0.822699427605,1.8302,51.1616,53.0043
5,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,4.0,53.0342,59.07,6.03583,59.0703,62.1029,1.0,1.0,0.0,62.6960105896,0.593094050884,9.9618,1.2203,1.10690593719,2.32721,63.0223,65.3529
6,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,5.0,65.3816,71.435,6.05338,71.4352,74.4683,0.0,2.0,1.0,75.7600860596,1.29181182384,10.6785,3.1124,0.408188223839,3.52059,76.0805,79.6179
7,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,6.0,79.6449,85.6834,6.03851,85.6836,88.7165,0.0,2.0,0.0,89.6799240112,0.963447928429,10.335,1.783,0.73655205965,2.51955,89.9977,92.533
8,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,7.0,92.5549,98.6153,6.06039,98.6155,101.648,0.0,1.0,1.0,102.808059692,1.1596955061,10.5532,2.5659,0.540304481983,3.1062,103.119,106.231
9,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,8.0,106.256,112.314,6.05794,112.314,115.347,1.0,1.0,1.0,115.799919128,0.453362733126,9.84404,1.0825,1.24663722515,2.32914,116.117,118.446
10,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,9.0,118.471,124.529,6.05836,124.529,127.562,1.0,2.0,0.0,129.519866943,1.95814549923,11.3492,1.2245,-0.258145540953,0.966354,129.832,130.812
11,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,10.0,130.84,136.894,6.0546,136.894,139.927,0.0,2.0,0.0,140.663925171,0.736674785614,10.1244,1.8199,0.963325202465,2.78323,140.985,143.777
12,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,11.0,143.797,149.843,6.04599,149.843,152.876,1.0,1.0,1.0,153.263870239,0.38819116354,9.76708,1.5147,1.31180882454,2.82651,153.575,156.409
13,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,12.0,156.438,162.491,6.05314,162.491,165.524,1.0,1.0,0.0,165.975860596,0.45208838582,9.83808,2.2412,1.24791157246,3.48911,166.338,169.841
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,169.867,175.923,6.05635,175.923,178.956,0.0,NA,NA,NA,NA,2.0,1.1412,NA,1.1412,180.968,182.123
15,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,14.0,182.143,188.205,6.06199,188.205,191.238,1.0,NA,NA,NA,NA,2.0,1.5139,NA,1.5139,193.251,194.771
16,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,15.0,194.792,200.853,6.06179,200.854,203.886,0.0,NA,NA,NA,NA,2.0,1.1604,NA,1.1604,205.899,207.07
17,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,16.0,207.092,213.152,6.05947,213.152,216.185,1.0,NA,NA,NA,NA,2.0,1.61,NA,1.61,218.196,219.818
18,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,17.0,219.842,225.884,6.04215,225.884,228.917,1.0,2,0,229.959772923,1.04293433111,10.4181,2.1542,0.657065668888,2.81127,230.284,233.1
