TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,0.0,7.40294,7.0,4.0,3.0,5.0,18.0,17.5072,24.9101,24.9109,27.943,1.0,1.0,1.0,29.6508,1.70777,22.5479,2.5575,0.492936,-0.0077657,3.04267,30.1718,33.2263
2,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,1.0,33.2266,8.0,4.0,4.0,7.0,15.0,14.5143,47.7409,47.7414,50.7738,0.0,2.0,0.0,51.8186,1.04484,18.892,1.4411,0.4858,0.655163,2.58206,52.3381,54.9236
3,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,2.0,54.9239,9.0,4.0,5.0,2.0,16.0,15.5144,70.4383,70.4388,73.4712,0.0,2.0,1.0,74.8507,1.37947,20.2268,1.0113,0.4857,0.320531,1.81753,75.3644,77.1877
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,77.1881,8.0,4.0,4.0,6.0,17.0,16.743,93.9311,93.9316,96.9518,1.0,1.0,0.0,98.7146,1.76283,21.8265,1.8808,0.257052,-0.0628268,2.07502,99.2334,101.318
5,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,4.0,101.319,9.0,5.0,4.0,7.0,17.0,16.6231,117.942,117.942,120.966,0.0,2.0,1.0,122.099,1.133,21.08,3.6695,0.37701,0.567,4.61351,122.619,127.249
6,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,5.0,127.249,8.0,5.0,3.0,6.0,18.0,17.5141,144.763,144.763,147.796,1.0,1.0,1.0,148.899,1.10279,21.9497,4.6191,0.486013,0.597209,5.70232,149.409,155.112
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,155.112,11.0,5.0,6.0,9.0,18.0,17.5141,172.627,172.627,175.659,1.0,1.0,0.0,176.995,1.33539,22.1822,1.2245,0.48598,0.364605,2.07509,177.512,179.592
8,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,7.0,179.593,11.0,5.0,6.0,9.0,15.0,14.518,194.111,194.111,197.14,1.0,1.0,0.0,198.115,0.974486,18.8219,1.2853,0.48205,0.725514,2.49286,198.631,201.14
9,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,8.0,201.14,9.0,4.0,5.0,7.0,17.0,16.9808,218.121,218.122,221.154,0.0,2.0,1.0,222.467,1.3127,21.6265,5.0846,0.0193148,0.387295,5.49121,222.986,228.487
10,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,9.0,228.487,15.0,9.0,6.0,10.0,19.0,18.5959,247.083,247.084,250.101,0.0,2.0,1.0,251.122,1.0217,22.9354,1.0098,0.404129,0.678297,2.09223,251.635,253.734
11,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,10.0,253.734,10.0,5.0,5.0,9.0,16.0,15.5144,269.249,269.249,272.281,1.0,1.0,0.0,273.41,1.12913,19.9763,1.2297,0.485638,0.570875,2.28621,273.927,276.215
12,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,11.0,276.215,12.0,6.0,6.0,9.0,19.0,18.5141,294.729,294.73,297.762,0.0,2.0,0.0,299.322,1.56065,23.4075,1.3975,0.485964,0.139349,2.02281,299.842,301.878
13,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,12.0,301.879,12.0,6.0,6.0,11.0,15.0,14.6723,316.551,316.551,319.576,0.0,2.0,0.0,320.787,1.21074,19.208,1.5734,0.32778,0.489256,2.39044,321.305,323.709
14,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,13.0,323.71,15.0,7.0,8.0,14.0,15.0,14.6331,338.343,338.343,341.373,0.0,2.0,0.0,342.722,1.34895,19.3129,1.3267,0.36696,0.351055,2.04472,343.239,345.29
15,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,14.0,345.29,13.0,7.0,6.0,11.0,15.0,14.8909,360.181,360.182,363.204,1.0,1.0,1.0,363.963,0.758605,18.9723,1.1749,0.10913,0.941395,2.22542,364.485,366.721
16,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,15.0,366.721,11.0,6.0,5.0,10.0,15.0,14.7467,381.468,381.468,384.485,0.0,1.0,1.0,385.634,1.14936,19.2133,1.0887,0.253342,0.550641,1.89268,386.145,388.052
17,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,16.0,388.052,9.0,5.0,4.0,8.0,16.0,15.5144,403.566,403.567,406.599,0.0,1.0,1.0,407.658,1.05927,19.9064,1.1477,0.485682,0.640732,2.27411,408.171,410.449
18,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,17.0,410.449,7.0,3.0,4.0,6.0,15.0,14.5144,424.964,424.964,427.997,0.0,1.0,1.0,429.058,1.0618,18.9089,2.3911,0.48563,0.638201,3.51493,429.572,433.096
