TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,0.0,0.121205,6.17238,6.05118,6.17271,9.20537,0.0,1.0,1.0,9.74397,0.538596,9.92276,3.9403,1.1614,5.1017,10.0654,15.1719
2,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,1.0,15.306,21.3705,6.06451,21.3708,24.4035,1.0,1.0,1.0,24.6959,0.292348,9.68986,2.3911,1.40765,3.79875,25.0078,28.8201
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,28.972,35.0359,6.06385,35.0362,38.0687,1.0,1.0,0.0,38.3761,0.307396,9.70404,1.2493,1.3926,2.6419,38.7031,41.3519
4,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,3.0,41.4804,47.5343,6.0539,47.5346,50.5672,0.0,2.0,0.0,50.984,0.416749,9.80355,3.6229,1.28325,4.90615,51.3055,56.2169
5,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,4.0,56.2876,62.3325,6.04492,62.3328,65.3655,1.0,2.0,0.0,65.3839,0.018449,9.39631,1.3975,1.68155,3.07905,65.6984,68.7821
6,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,5.0,68.8276,74.8811,6.05356,74.8814,77.9141,0.0,1.0,1.0,78.2319,0.317836,9.70435,2.5049,1.38216,3.88706,78.555,82.4472
7,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,6.0,82.5209,88.5795,6.05863,88.5798,91.6124,1.0,1.0,0.0,91.9039,0.291507,9.68304,1.1342,1.40849,2.54269,92.2315,94.7789
8,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,7.0,94.8481,100.911,6.06313,100.911,103.944,1.0,2.0,0.0,104.344,0.399517,9.79583,1.1584,1.30048,2.45888,104.664,107.128
9,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,8.0,107.193,113.243,6.0502,113.243,116.276,0.0,2.0,0.0,116.592,0.315478,9.69883,1.1239,1.38452,2.50842,116.908,119.426
10,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,9.0,119.495,125.525,6.03055,125.525,128.558,0.0,2.0,0.0,128.976,0.417747,9.78116,3.1912,1.28225,4.47345,129.297,133.775
11,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,10.0,133.908,139.973,6.0659,139.974,143.006,1.0,1.0,0.0,143.08,0.0738582,9.47241,3.4263,1.62614,5.05244,143.384,148.439
12,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,11.0,148.525,154.572,6.04711,154.572,157.605,1.0,1.0,0.0,157.912,0.30703,9.68717,4.7413,1.39297,6.13427,158.219,164.354
13,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,12.0,164.423,170.487,6.06395,170.487,173.52,0.0,2.0,0.0,173.928,0.40824,9.80516,1.1057,1.29176,2.39746,174.295,176.703
14,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,13.0,176.766,182.818,6.05208,182.819,185.852,0.0,2.0,0.0,186.088,0.236293,9.62159,1.1622,1.46371,2.62591,186.402,189.035
15,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,14.0,189.122,195.183,6.0614,195.183,198.2,1.0,1.0,1.0,198.984,0.784438,10.1627,1.1188,0.915562,2.03436,199.304,201.35
16,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,15.0,201.412,207.466,6.05316,207.466,210.499,1.0,1.0,0.0,210.848,0.348935,9.73534,1.1231,1.35107,2.47417,211.162,213.649
17,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,16.0,213.782,219.831,6.04933,219.831,222.864,0.0,1.0,1.0,223.328,0.463866,9.84625,1.2245,1.23613,2.46063,223.642,226.114
18,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,17.0,226.187,232.213,6.02566,232.213,235.246,1.0,1.0,0.0,235.552,0.305964,9.66437,1.7448,1.39404,3.13884,235.875,239.029
