TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,0.0,6.76494,23.0,13.0,10.0,2.0,15.0,14.996,21.761,21.7617,24.7891,0.0,1.0,1.0,25.0847,0.295634,18.6198,4.6191,0.00408203,1.40437,6.02755,25.5933,31.622
2,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,1.0,31.6224,24.0,12.0,12.0,1.0,15.0,15.0384,46.6608,46.6613,49.6856,1.0,1.0,1.0,50.1806,0.49508,18.8583,1.2245,-0.0383739,1.20492,2.39105,50.6973,53.1027
3,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,2.0,53.103,10.0,3.0,7.0,1.0,16.0,15.5145,68.6175,68.618,71.6501,0.0,1.0,0.0,71.9886,0.33849,19.1856,1.5734,0.485572,1.36151,3.42048,72.5079,75.9334
4,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,3.0,75.9337,24.0,14.0,10.0,3.0,15.0,14.6469,90.5806,90.5811,93.6143,0.0,1.0,1.0,93.9726,0.35832,18.3389,1.3975,0.353213,1.34168,3.09239,94.492,97.5976
5,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,4.0,97.5979,22.0,16.0,6.0,2.0,15.0,14.5167,112.115,112.115,115.145,1.0,1.0,0.0,115.429,0.283675,18.1307,2.5575,0.483323,1.41633,4.45715,115.942,120.411
6,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,5.0,120.412,22.0,8.0,14.0,1.0,15.0,14.6068,135.018,135.019,138.043,1.0,1.0,1.0,138.733,0.690111,18.6209,1.0098,0.3933,1.00989,2.41299,139.258,141.676
7,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,6.0,141.676,22.0,15.0,7.0,2.0,15.0,14.5567,156.233,156.233,159.257,0.0,2.0,0.0,159.62,0.36381,18.2444,1.0887,0.443327,1.33619,2.86822,160.13,163.007
8,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,7.0,163.007,23.0,15.0,8.0,1.0,17.0,16.5143,179.521,179.522,182.554,0.0,1.0,0.0,182.964,0.410528,20.2575,1.1477,0.485729,1.28947,2.9229,183.461,186.387
9,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,8.0,186.387,16.0,10.0,6.0,1.0,19.0,18.5164,204.904,204.904,207.934,1.0,2.0,0.0,208.244,0.310257,22.1571,5.0846,0.483697,1.38974,6.95804,208.767,215.734
10,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,9.0,215.734,23.0,10.0,13.0,2.0,18.0,17.5144,233.248,233.249,236.281,0.0,1.0,0.0,236.692,0.411318,21.2585,1.0113,0.485693,1.28868,2.78567,237.211,239.998
11,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,10.0,239.998,20.0,7.0,13.0,2.0,19.0,18.5135,258.512,258.512,261.545,1.0,2.0,0.0,261.957,0.411734,22.2583,1.3267,0.486621,1.28827,3.10159,262.471,265.578
12,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,11.0,265.578,13.0,6.0,7.0,2.0,17.0,16.5143,282.093,282.093,285.126,1.0,1.0,1.0,285.508,0.382765,20.23,2.3911,0.485746,1.31723,4.19408,286.022,290.225
13,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,12.0,290.225,14.0,5.0,9.0,1.0,15.0,14.5169,304.742,304.743,307.773,0.0,2.0,0.0,308.132,0.359592,18.2071,1.1749,0.483205,1.34041,2.99851,308.649,311.656
14,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,13.0,311.656,24.0,9.0,15.0,1.0,16.0,15.5142,327.171,327.171,330.203,0.0,1.0,1.0,331.38,1.17696,20.0241,1.8808,0.485889,0.52304,2.88973,331.902,334.803
15,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,14.0,334.804,13.0,6.0,7.0,2.0,16.0,15.5143,350.318,350.319,353.351,0.0,1.0,0.0,353.66,0.309457,19.1566,1.4411,0.485813,1.39054,3.31746,354.184,357.517
16,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,15.0,357.518,8.0,4.0,4.0,1.0,16.0,15.5142,373.032,373.032,376.065,1.0,1.0,0.0,376.404,0.339477,19.1865,3.6695,0.485977,1.36052,5.516,376.905,382.431
17,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,16.0,382.431,25.0,7.0,18.0,3.0,18.0,17.5141,399.946,399.946,402.978,1.0,1.0,1.0,403.492,0.514032,21.3609,1.2853,0.485929,1.18597,2.9572,403.999,406.961
