Trial,Resp,LR,Outcome,RT,respOnset
1,2,1,+10,0.879731037595775,16.686812930449378
1,2,1,+2,0.5286157411755994,17.215428671624977
1,2,1,+2,0.9372987073729746,18.15272737899795
1,2,1,+2,0.6225233776494861,18.775250756647438
1,2,1,+2,0.6405655412818305,19.41581629792927
1,1,1,+30,0.5189400112139992,19.934756309143268
1,1,1,+30,0.9487471186439507,20.88350342778722
1,1,1,+30,0.6598572898074053,21.543360717594624
1,1,1,-5,0.6477296617813408,22.191090379375964
1,1,1,-5,0.7516806262428872,22.94277100561885
1,2,1,+10,0.8404695677454583,23.78324057336431
1,2,1,+2,0.5914523173705675,24.374692890734877
1,2,1,+2,0.891805796243716,25.266498686978593
1,2,1,+2,0.620449029491283,25.886947716469876
1,2,1,+10,0.9287428766256198,26.815690593095496
2,1,0,+5,0.8478635147330351,38.31449947564397
2,1,0,+5,0.7075766265043058,39.022076102148276
2,1,0,+5,0.6756058526807465,39.69768195482902
2,1,0,+5,0.7017880445346236,40.399469999363646
2,1,0,+5,0.6387673582648858,41.03823735762853
2,1,0,+15,0.6427947658230551,41.68103212345159
2,2,0,-3,0.7009265836095437,42.38195870706113
2,2,0,-3,0.5859181307605468,42.96787683782168
2,2,0,+25,0.6317531382665038,43.59962997608818
2,2,0,+25,0.5901934026042,44.18982337869238
2,2,0,-3,0.6182474837405607,44.80807086243294
2,1,0,+5,0.6061870309640653,45.41425789339701
2,1,0,+5,0.6236550946487114,46.03791298804572
2,1,0,+5,0.5777330080745742,46.61564599612029
2,2,0,-3,0.591824580449611,47.207470576569904
2,2,0,+25,0.5590741378837265,47.76654471445363
2,2,0,-3,0.6331324087223038,48.399677123175934
2,1,0,+5,0.582008279976435,48.98168540315237
2,1,0,+5,0.5374287661979906,49.51911416935036
2,1,0,+5,0.5353027926175855,50.054416961967945
2,1,0,+5,0.9111448162584566,50.9655617782264
2,1,0,+5,0.8400226654484868,51.80558444367489
2,2,0,-3,0.9087162428768352,52.714300686551724
3,2,1,+12,0.4573586178012192,61.0214824093855
3,2,1,+12,0.7280007140361704,61.74948312342167
3,2,1,+12,0.6818248541094363,62.431307977531105
3,2,1,+12,0.7198718818253838,63.15117985935649
