TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,0.0,0.0657696,6.07277,6.007,6.07319,9.07926,1.0,1.0,0.0,9.9595451355,0.880286812782,10.1938,1.1188,0.819713234901,1.93851,10.2748,12.219
2,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,1.0,12.2922,18.3043,6.01208,18.3046,21.3093,0.0,1.0,1.0,21.799030304,0.489708811045,9.80681,1.1622,1.21029114723,2.37249,22.1114,24.4859
3,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,2.0,24.5755,30.5792,6.00371,30.5796,33.5878,1.0,1.0,0.0,33.9105262756,0.322692990303,9.63499,4.7413,1.37730705738,6.11861,34.2255,40.3467
4,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,3.0,40.4241,46.4341,6.00999,46.4344,49.4412,0.0,2.0,0.0,49.7578430176,0.316622018814,9.63376,1.1057,1.38337802887,2.48908,50.0711,52.5631
5,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,4.0,52.6157,58.6336,6.01784,58.6339,61.6374,1.0,1.0,0.0,61.9653244019,0.327969044447,9.64959,1.1239,1.37203097343,2.49593,62.2834,64.7837
6,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,5.0,64.8565,70.8697,6.01318,70.87,73.8751,0.0,2.0,0.0,74.6287689209,0.753641486168,10.0723,1.3975,0.946358561516,2.34386,74.9423,77.2896
7,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,6.0,77.3589,83.3686,6.00973,83.3689,86.3733,1.0,NA,NA,NA,NA,2.0,1.2245,NA,1.2245,88.387,89.6154
8,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,7.0,89.6933,95.7071,6.0138,95.7074,98.7155,1.0,1,0,98.9797270569,0.264269151492,9.58643,1.1231,1.43573084851,2.55883,99.2992,101.86
9,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,8.0,101.935,107.939,6.00452,107.94,110.948,1.0,2,0,111.211201293,0.262922846712,9.57643,1.1342,1.43707715329,2.57128,111.525,114.099
10,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,9.0,114.178,120.185,6.00732,120.186,123.192,1.0,1,0,123.442688281,0.25076722895,9.56458,2.3911,1.44923277105,3.84033,123.759,127.6
11,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,10.0,127.675,133.688,6.01223,133.688,136.692,0.0,2,0,136.962096031,0.270454565238,9.5867,1.7448,1.42954543476,3.17435,137.274,140.451
12,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,11.0,140.515,146.524,6.00865,146.524,149.533,0.0,1,1,149.841535354,0.308551663416,9.62622,3.9403,1.39144833658,5.33175,150.155,155.489
13,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,12.0,155.562,161.578,6.01566,161.579,164.583,0.0,1,1,164.880887323,0.298027845391,9.61845,3.6229,1.40197215461,5.02487,165.195,170.221
14,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,13.0,170.295,176.301,6.00629,176.302,179.306,1.0,2,0,179.600271251,0.294110530696,9.60511,1.2493,1.4058894693,2.65519,179.914,182.573
15,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,14.0,182.635,188.65,6.01534,188.65,191.656,0.0,2,0,191.967715742,0.311960498453,9.63306,2.5049,1.38803950155,3.89294,192.283,196.178
16,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,15.0,196.25,202.256,6.00641,202.257,205.263,1.0,1,0,205.727124636,0.464036650374,9.77722,3.4263,1.23596334963,4.66226,206.044,210.71
17,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,16.0,210.788,216.8,6.01177,216.8,219.809,0.0,1,1,220.11854262,0.309297122527,9.63051,3.1912,1.39070287747,4.5819,220.433,225.018
18,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,17.0,225.1,231.114,6.01419,231.114,234.12,0.0,1,0,234.677886703,0.557419635355,9.878,1.1584,1.14258036464,2.30098,234.994,237.297
