TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,0.0,16.4396,18.0,7.0,11.0,4.0,15.0,14.6324,31.072,31.0729,34.0778,1.0,1.0,1.0,34.4945,0.416694,18.3549,4.653,0.36778,1.28331,6.30409,35.0028,41.3103
2,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,1.0,41.3109,19.0,10.0,9.0,6.0,16.0,15.6597,56.9706,56.9712,59.976,0.0,1.0,1.0,60.5574,0.581404,19.5465,1.5966,0.340425,1.1186,3.05562,61.0659,64.1229
3,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,2.0,64.1233,19.0,8.0,11.0,6.0,16.0,15.5027,79.626,79.6267,82.6351,1.0,2.0,0.0,83.0524,0.417289,19.2291,1.3248,0.497393,1.28271,3.1049,83.5617,86.669
4,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,3.0,86.6695,20.0,8.0,12.0,7.0,16.0,15.5028,102.172,102.173,105.181,0.0,2.0,1.0,105.691,0.510721,19.3219,2.274,0.497336,1.18928,3.96061,106.201,110.163
5,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,4.0,110.164,24.0,4.0,20.0,2.0,18.0,17.6033,127.767,127.768,130.773,1.0,2.0,0.0,131.178,0.404932,21.3145,5.4629,0.396776,1.29507,7.15474,131.688,138.845
6,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,5.0,138.846,23.0,7.0,16.0,4.0,18.0,17.9401,156.786,156.786,159.791,1.0,1.0,1.0,160.641,0.850354,22.0955,1.2135,0.060013,0.849646,2.12316,161.15,163.278
7,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,6.0,163.279,22.0,7.0,15.0,1.0,16.0,15.9236,179.202,179.203,182.21,0.0,1.0,1.0,182.664,0.453939,19.6854,1.2377,0.076471,1.24606,2.56023,183.175,185.738
8,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,7.0,185.738,18.0,10.0,8.0,7.0,19.0,18.6285,204.367,204.367,207.375,0.0,1.0,0.0,207.863,0.487866,22.4249,1.8631,0.371594,1.21213,3.44683,208.372,211.82
9,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,8.0,211.821,20.0,7.0,13.0,6.0,19.0,18.5072,230.328,230.329,233.333,0.0,1.0,0.0,233.654,0.321156,22.1332,1.048,0.492853,1.37884,2.9197,234.164,237.085
10,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,9.0,237.085,22.0,8.0,14.0,3.0,18.0,17.5004,254.586,254.587,257.593,1.0,2.0,0.0,258.181,0.587685,21.3954,1.233,0.499742,1.11231,2.84506,258.689,261.535
11,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,10.0,261.536,20.0,9.0,11.0,5.0,15.0,14.5052,276.041,276.041,279.046,1.0,2.0,1.0,279.388,0.341615,18.1524,1.4961,0.494927,1.35839,3.34941,279.896,283.249
12,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,11.0,283.25,14.0,4.0,10.0,4.0,15.0,14.5061,297.756,297.757,300.763,1.0,1.0,0.0,301.379,0.616238,18.4293,2.4102,0.493992,1.08376,3.98795,301.888,305.879
13,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,12.0,305.88,23.0,10.0,13.0,3.0,17.0,16.5039,322.384,322.384,325.391,0.0,1.0,1.0,325.794,0.403351,20.2141,1.3679,0.496241,1.29665,3.16079,326.302,329.464
14,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,13.0,329.465,19.0,5.0,14.0,2.0,15.0,14.5008,343.966,343.966,346.975,0.0,1.0,1.0,347.329,0.353575,18.1642,1.0587,0.499269,1.34643,2.90439,347.838,350.744
15,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,14.0,350.744,19.0,9.0,10.0,3.0,15.0,14.503,365.247,365.248,368.256,1.0,1.0,1.0,368.72,0.463743,18.2761,1.0098,0.497106,1.23626,2.74316,369.228,371.973
16,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,15.0,371.974,21.0,10.0,11.0,7.0,15.0,14.5033,386.477,386.478,389.484,0.0,2.0,0.0,389.815,0.330787,18.1417,5.4629,0.496809,1.36921,7.32892,390.324,397.655
17,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,16.0,397.655,19.0,7.0,12.0,3.0,15.0,14.5032,412.159,412.159,415.168,1.0,1.0,1.0,415.518,0.349893,18.1627,2.2012,0.496916,1.35011,4.04822,416.026,420.077
18,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,17.0,420.077,24.0,6.0,18.0,2.0,17.0,16.7954,436.873,436.873,439.882,1.0,1.0,1.0,440.221,0.33903,20.4436,1.7267,0.204704,1.36097,3.29237,440.731,444.025
