TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,0.0,0.0541609,6.10801,6.05385,6.10833,9.1411,1.0,1.0,0.0,9.97606658936,0.834966242313,10.2219,1.1622,0.865033745766,2.02723,10.2934,12.3244
2,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,1.0,12.3525,18.3899,6.03741,18.3902,21.4229,1.0,2.0,0.0,21.880022049,0.457147985697,9.82752,1.1342,1.24285197258,2.37705,22.1963,24.5897
3,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,2.0,24.6182,30.6552,6.03694,30.6554,33.6883,1.0,2.0,0.0,34.2001647949,0.511885106564,9.88194,4.7413,1.18811488152,5.92941,34.5198,40.4543
4,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,3.0,40.4875,46.5534,6.06584,46.5536,49.5858,1.0,1.0,1.0,50.000125885,0.414331078529,9.8126,3.9403,1.28566896915,5.22597,50.3251,55.5523
5,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,4.0,55.5887,61.6348,6.04614,61.6351,64.6676,0.0,2.0,1.0,65.1599960327,0.492348313332,9.87129,1.1584,1.20765161514,2.36605,65.4856,67.8678
6,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,5.0,67.9044,73.9668,6.06241,73.967,76.9998,1.0,1.0,0.0,77.5521087646,0.552323281765,9.94775,1.1057,1.14767670631,2.25338,77.8777,80.133
7,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,6.0,80.1606,86.1986,6.03798,86.1989,89.2319,1.0,NA,NA,NA,NA,2.0,1.1188,NA,1.1188,91.2452,92.365
8,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,7.0,92.3914,98.4139,6.02249,98.4141,101.447,1.0,2,0,101.903926084,0.456927474588,9.81251,1.7448,1.24307252541,2.98787,102.227,105.23
9,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,8.0,105.257,111.296,6.03901,111.296,114.329,0.0,2,0,114.743882058,0.41506094113,9.78698,2.5049,1.28493905887,3.78984,115.066,118.862
10,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,9.0,118.888,124.944,6.05537,124.944,127.961,0.0,1,0,128.407878222,0.447329370305,9.81966,1.3975,1.2526706297,2.65017,128.729,131.394
11,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,10.0,131.426,137.476,6.0503,137.476,140.509,0.0,1,1,140.863899503,0.354841340333,9.73807,1.2245,1.34515865967,2.56966,141.188,143.759
12,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,11.0,143.789,149.841,6.05239,149.842,152.874,0.0,2,1,153.14387564,0.269603615627,9.65487,3.4263,1.43039638437,4.8567,153.469,158.341
13,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,12.0,158.373,164.423,6.0503,164.425,167.456,1.0,2,0,167.743984383,0.287903066725,9.67099,1.1231,1.41209693328,2.5352,168.063,170.606
14,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,13.0,170.674,176.738,6.0644,176.738,179.771,0.0,1,1,180.16794377,0.396853996441,9.79411,1.2493,1.30314600356,2.55245,180.482,183.038
15,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,14.0,183.072,189.137,6.06404,189.137,192.17,1.0,1,0,192.671829076,0.502089910209,9.89934,3.6229,1.19791008979,4.82081,193.0,197.836
16,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,15.0,197.867,203.918,6.05175,203.919,206.951,0.0,2,0,207.359861653,0.408478952944,9.79321,3.1912,1.29152104706,4.48272,207.689,212.184
17,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,16.0,212.221,218.267,6.046,218.267,221.3,0.0,1,0,221.935830148,0.636230006814,10.015,2.3911,1.06376999319,3.45487,222.256,225.716
18,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,17.0,225.745,231.782,6.03664,231.782,234.815,1.0,2,0,235.15990432,0.345140535384,9.71475,1.1239,1.35485946462,2.47876,235.473,237.965
