TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,0.0,0.0292882,6.08522,6.05593,6.08554,9.11845,1.0,1.0,1.0,9.7918844223,0.673439443111,10.0626,1.0075,1.02656054497,2.03406,10.1191,12.1686
2,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,1.0,12.1971,18.2506,6.0535,18.2508,21.2838,1.0,NA,NA,NA,NA,2.0,1.1604,NA,1.1604,23.2972,24.4668
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,24.4906,30.549,6.05839,30.5492,33.5823,1.0,2,0,33.9758922234,0.393550543115,9.7853,2.1542,1.30644945689,3.46065,34.2962,37.7652
4,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,3.0,37.7916,43.8476,6.05603,43.8479,46.8805,1.0,1,1,47.2638077512,0.383264865726,9.77221,3.1124,1.31673513427,4.42914,47.5775,52.0137
5,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,4.0,52.045,58.0955,6.0505,58.0958,61.1117,0.0,2,1,61.5519928709,0.440301083028,9.80697,1.61,1.25969891697,2.8697,61.8651,64.7454
6,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,5.0,64.7764,70.8279,6.05158,70.8282,73.8609,1.0,2,1,74.2478111647,0.38691871427,9.77144,1.5139,1.31308128573,2.82698,74.5662,77.3937
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,77.4342,83.4931,6.0589,83.4933,86.526,1.0,1,0,86.9519098029,0.425948482007,9.81774,1.6301,1.27405151799,2.90415,87.266,90.1759
8,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,7.0,90.2031,96.258,6.05495,96.2583,99.2913,1.0,1,1,99.8638092615,0.572496639565,9.96072,1.8199,1.12750336044,2.9474,100.184,103.141
9,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,8.0,103.163,109.207,6.04414,109.207,112.24,0.0,1,1,112.535781441,0.296007461846,9.67312,1.2245,1.40399253815,2.62849,112.854,115.49
10,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,9.0,115.514,121.572,6.05824,121.572,124.605,0.0,1,1,124.991723429,0.386754844338,9.77803,1.4355,1.31324515566,2.74875,125.302,128.055
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,128.079,134.12,6.0411,134.121,137.153,0.0,1,1,138.135721028,0.982470812276,10.3564,2.5659,0.717529187724,3.28343,138.459,141.753
12,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,11.0,141.778,147.818,6.04023,147.819,150.835,0.0,1,1,151.295743911,0.460485041142,9.8177,1.1412,1.23951495886,2.38071,151.616,154.002
13,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,12.0,154.026,160.067,6.04151,160.068,163.101,1.0,1,1,163.519745586,0.419096147642,9.7938,1.2203,1.28090385236,2.5012,163.846,166.35
14,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,13.0,166.423,172.483,6.05991,172.483,175.516,0.0,2,1,176.039808718,0.524084366858,9.91699,2.2412,1.17591563314,3.41712,176.357,179.782
15,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,14.0,179.808,185.848,6.03988,185.848,188.881,1.0,1,1,189.223675447,0.342854661867,9.71591,1.5147,1.35714533813,2.87185,189.541,192.414
16,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,15.0,192.443,198.48,6.03624,198.48,201.513,0.0,1,0,201.959674751,0.447001252323,9.81624,4.3408,1.25299874768,5.5938,202.278,207.879
17,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,16.0,207.906,213.945,6.03874,213.945,216.978,0.0,1,1,217.511683481,0.533980756998,9.90582,1.783,1.166019243,2.94902,217.819,220.777
18,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,17.0,220.803,226.86,6.05661,226.86,229.892,1.0,1,1,230.231795698,0.339386204258,9.72868,1.0825,1.36061379574,2.44311,230.537,232.993
