TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,0.0,18.4453,17.0,8.0,9.0,16.0,15.0,14.5032,32.9485,32.9493,35.9811,0.0,1.0,0.0,37.0691,1.08807,18.9238,1.5966,0.496937,0.611934,2.70547,37.5893,40.2982
2,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,1.0,40.2985,17.0,8.0,9.0,15.0,15.0,14.6574,54.9559,54.9565,57.9788,1.0,2.0,0.0,59.877,1.89816,19.8785,1.048,0.342629,-0.198158,1.19247,60.3864,61.5962
3,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,2.0,61.5964,19.0,9.0,10.0,18.0,16.0,15.5138,77.1103,77.1108,80.1432,1.0,1.0,1.0,80.7169,0.573749,19.4205,1.3248,0.486243,1.12625,2.93729,81.2147,84.1597
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,84.16,18.0,9.0,9.0,16.0,15.0,14.5145,98.6744,98.675,101.707,1.0,2.0,1.0,102.197,0.489702,18.337,2.4102,0.485594,1.2103,4.10609,102.708,106.824
5,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,4.0,106.824,20.0,10.0,10.0,18.0,16.0,15.6808,122.505,122.505,125.538,1.0,2.0,1.0,126.069,0.530684,19.5449,1.7267,0.319265,1.16932,3.21528,126.589,129.821
6,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,5.0,129.821,18.0,9.0,9.0,17.0,15.0,14.5147,144.336,144.337,147.368,1.0,1.0,1.0,147.901,0.532632,18.3796,2.274,0.485393,1.16737,3.92676,148.414,152.352
7,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,6.0,152.352,20.0,10.0,10.0,19.0,16.0,15.5144,167.866,167.867,170.899,1.0,2.0,0.0,171.365,0.4656,19.3128,4.653,0.485666,1.2344,6.37307,171.889,178.265
8,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,7.0,178.266,17.0,8.0,9.0,16.0,16.0,15.5677,193.833,193.834,196.863,1.0,1.0,1.0,197.421,0.557831,19.4551,1.4961,0.43237,1.14217,3.07064,197.934,201.013
9,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,8.0,201.013,21.0,10.0,11.0,20.0,17.0,16.8399,217.853,217.853,220.877,1.0,1.0,1.0,221.677,0.800108,20.9637,1.0098,0.160161,0.899892,2.06985,222.187,224.26
10,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,9.0,224.26,21.0,11.0,10.0,20.0,18.0,17.632,241.892,241.893,244.924,0.0,2.0,0.0,245.429,0.505214,21.4686,1.2135,0.368114,1.19479,2.7764,245.943,248.724
