TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,0.0,15.1281,13.0,6.0,7.0,10.0,15.0,14.5065,29.6346,29.6354,32.6674,1.0,2.0,0.0,33.1833,0.515849,18.3551,1.3975,0.493655,1.18415,3.07531,33.7048,36.7839
2,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,1.0,36.7842,13.0,7.0,6.0,12.0,15.0,14.5142,51.2985,51.299,54.3316,0.0,2.0,0.0,54.7912,0.459656,18.307,1.0098,0.485833,1.24034,2.73598,55.3108,58.0482
3,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,2.0,58.0485,14.0,7.0,7.0,11.0,15.0,14.5144,72.5629,72.5634,75.5958,0.0,2.0,1.0,76.0312,0.435383,18.2827,1.2853,0.485625,1.26462,3.03554,76.5409,79.5789
4,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,3.0,79.5793,13.0,6.0,7.0,11.0,16.0,15.5144,95.0936,95.0943,98.1265,0.0,2.0,0.0,98.4632,0.336687,19.184,1.0887,0.48569,1.36331,2.9377,98.9715,101.926
5,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,4.0,101.927,14.0,7.0,7.0,13.0,15.0,14.5145,116.441,116.442,119.474,1.0,2.0,0.0,119.951,0.477223,18.3245,1.2245,0.485562,1.22278,2.93284,120.467,123.407
6,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,5.0,123.407,13.0,6.0,7.0,12.0,15.0,14.5194,137.927,137.927,140.955,0.0,2.0,1.0,141.567,0.612447,18.4598,3.6695,0.480671,1.08755,5.23772,142.088,147.338
7,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,6.0,147.338,20.0,12.0,8.0,12.0,19.0,18.5997,165.938,165.938,168.968,1.0,1.0,1.0,170.047,1.07903,23.0092,4.6191,0.400339,0.620975,5.64041,170.567,176.218
8,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,7.0,176.218,13.0,6.0,7.0,11.0,15.0,14.5144,190.733,190.733,193.765,1.0,2.0,1.0,194.159,0.39391,18.241,1.1477,0.48564,1.30609,2.93943,194.673,197.615
9,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,8.0,197.616,10.0,5.0,5.0,7.0,15.0,14.8897,212.505,212.506,215.529,1.0,2.0,1.0,217.063,1.53366,19.7476,2.3911,0.110349,0.166335,2.66778,217.573,220.246
10,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,9.0,220.246,14.0,7.0,7.0,13.0,18.0,17.5142,237.76,237.761,240.793,0.0,2.0,0.0,241.375,0.581811,21.4289,2.5575,0.485825,1.11819,4.16151,241.897,246.059
11,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,10.0,246.06,8.0,5.0,3.0,5.0,16.0,15.5123,261.572,261.573,264.59,1.0,1.0,1.0,265.479,0.888504,19.7192,5.0846,0.487729,0.811496,6.38382,265.989,272.39
