TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,0.0,0.175514,6.24083,6.06532,6.24115,9.27386,1.0,2.0,1.0,9.639960289,0.366099894047,9.76445,3.6229,1.33390009403,4.9568,9.96058,14.9235
2,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,1.0,15.0204,21.0557,6.03537,21.056,24.0889,0.0,2.0,0.0,24.9119796753,0.823124229908,10.1916,2.5049,0.876875758171,3.38178,25.2222,28.6053
3,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,2.0,28.7846,34.8375,6.05295,34.8378,37.8704,1.0,NA,NA,NA,NA,2.0,1.2245,NA,1.2245,39.8838,41.1203
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,41.2473,47.3028,6.05551,47.3031,50.3356,1.0,1,0,51.1039487005,0.768364105606,10.1567,1.1342,0.931635894394,2.06584,51.4225,53.5025
5,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,4.0,53.6799,59.7345,6.05461,59.7348,62.7677,1.0,1,0,63.3680618146,0.600375466165,9.98814,2.3911,1.09962453383,3.49072,63.685,67.184
6,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,5.0,67.3994,73.4496,6.0502,73.4499,76.4828,0.0,2,0,76.9440293366,0.461239650031,9.84461,1.1231,1.23876034997,2.36186,77.2566,79.6326
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,79.8025,85.8482,6.04569,85.8484,88.8812,1.0,1,0,89.2639560406,0.382723269984,9.76145,3.9403,1.31727673002,5.25758,89.5861,94.8475
8,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,7.0,94.9045,100.963,6.05856,100.963,103.996,0.0,1,1,104.839851067,0.843845114927,10.2353,1.1584,0.856154885073,2.01455,105.155,107.179
9,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,8.0,107.235,113.278,6.04332,113.279,116.311,1.0,1,1,116.999871245,0.688507314306,10.0648,4.7413,1.01149268569,5.75279,117.311,123.078
10,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,9.0,123.159,129.21,6.05069,129.21,132.243,0.0,1,1,133.343821516,1.10097714083,10.4845,1.3975,0.599022859172,1.99652,133.664,135.676
11,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,10.0,135.847,141.908,6.06167,141.908,144.941,0.0,2,1,145.367825449,0.426474669483,9.82125,1.1239,1.27352533052,2.39743,145.694,148.108
12,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,11.0,148.17,154.224,6.05356,154.224,157.257,0.0,2,1,158.223912105,0.967272444395,10.3539,3.1912,0.732727555605,3.92393,158.551,162.489
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,162.55,168.605,6.05537,168.605,171.638,1.0,1,1,172.19976658,0.561680626357,9.94995,3.4263,1.13831937364,4.56462,172.56,177.138
14,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,13.0,177.259,183.32,6.06065,183.32,186.353,1.0,2,1,187.167745478,0.814582239138,10.2083,1.1188,0.885417760862,2.00422,187.483,189.503
15,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,14.0,189.561,195.619,6.05797,195.619,198.652,0.0,2,0,199.27190147,0.620098767569,10.0111,1.7448,1.07990123243,2.8247,199.587,202.418
16,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,15.0,202.478,208.534,6.05631,208.534,211.567,1.0,1,1,212.21580998,0.64885832835,10.0383,1.1622,1.05114167165,2.21334,212.536,214.75
17,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,16.0,214.809,220.866,6.05667,220.866,223.899,0.0,1,1,224.775782055,0.87694911845,10.2666,1.1057,0.82305088155,1.92875,225.098,227.032
18,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,17.0,227.086,233.148,6.06155,233.148,236.181,1.0,1,1,236.767702584,0.586865253863,9.9816,1.2493,1.11313474614,2.36243,237.079,239.447
