TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,0.0,7.84973,22.0,11.0,11.0,20.0,18.0,17.881,25.7307,25.7314,28.7487,0.0,2.0,0.0,29.0415,0.292855,21.4918,2.3911,0.119172,1.40715,3.91742,29.5466,33.4654
2,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,1.0,33.4658,23.0,12.0,11.0,22.0,17.0,16.5139,49.9797,49.9802,53.0126,0.0,2.0,0.0,53.3613,0.348688,20.1955,1.0098,0.486169,1.35131,2.84728,53.884,56.7458
3,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,2.0,56.7461,19.0,11.0,8.0,3.0,16.0,15.5253,72.2714,72.2719,75.2933,0.0,1.0,0.0,75.6493,0.356018,19.2032,1.2853,0.474817,1.34398,3.1041,76.149,79.2599
4,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,3.0,79.2602,23.0,12.0,11.0,5.0,16.0,15.9767,95.2369,95.2375,98.2574,1.0,2.0,0.0,98.7132,0.455885,19.7531,4.6191,0.0233432,1.24412,5.88656,99.2104,105.107
5,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,4.0,105.107,21.0,11.0,10.0,2.0,15.0,14.7532,119.86,119.861,122.888,1.0,2.0,0.0,124.369,1.48138,19.562,1.2245,0.246894,0.218623,1.69002,124.877,126.571
6,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,5.0,126.571,18.0,10.0,8.0,6.0,15.0,14.8108,141.382,141.383,144.402,1.0,2.0,0.0,145.057,0.655309,18.7859,1.5734,0.189322,1.04469,2.80741,145.565,148.385
7,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,6.0,148.386,24.0,14.0,10.0,19.0,18.0,17.8078,166.193,166.194,169.215,0.0,1.0,0.0,169.489,0.273888,21.4038,3.6695,0.192252,1.42611,5.28786,170.006,175.299
8,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,7.0,175.299,21.0,10.0,11.0,11.0,15.0,14.7528,190.052,190.052,193.08,1.0,1.0,0.0,193.497,0.417526,18.4981,5.0846,0.247299,1.28247,6.61437,193.998,200.629
9,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,8.0,200.629,21.0,10.0,11.0,7.0,15.0,14.5152,215.145,215.145,218.177,1.0,2.0,0.0,218.577,0.400504,18.2478,1.2297,0.484918,1.2995,3.01411,219.09,222.11
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,222.11,21.0,10.0,11.0,15.0,15.0,14.5144,236.625,236.625,239.658,1.0,1.0,1.0,239.945,0.287533,18.1349,2.5575,0.485628,1.41247,4.4556,240.448,244.908
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,244.908,25.0,11.0,14.0,13.0,19.0,18.5137,263.422,263.422,266.455,0.0,2.0,0.0,266.777,0.322628,22.1693,1.4411,0.486381,1.37737,3.30485,267.288,270.604
12,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,11.0,270.605,24.0,14.0,10.0,7.0,17.0,16.658,287.263,287.263,290.285,1.0,1.0,1.0,290.753,0.468091,20.4484,1.0887,0.342068,1.23191,2.66268,291.271,293.935
13,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,12.0,293.935,25.0,11.0,14.0,8.0,18.0,17.5894,311.525,311.525,314.549,0.0,1.0,1.0,314.929,0.380207,21.2937,1.8808,0.410638,1.31979,3.61123,315.435,319.049
14,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,13.0,319.049,20.0,11.0,9.0,9.0,15.0,14.7921,333.841,333.842,336.863,1.0,1.0,1.0,337.457,0.594116,18.7078,1.1477,0.208007,1.10588,2.46159,337.966,340.43
15,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,14.0,340.43,23.0,11.0,12.0,4.0,16.0,15.8351,356.265,356.266,359.293,0.0,1.0,1.0,359.849,0.555698,19.7191,1.3975,0.164935,1.1443,2.70674,360.36,363.077
16,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,15.0,363.077,20.0,9.0,11.0,5.0,15.0,14.6091,377.687,377.687,380.708,0.0,1.0,0.0,381.049,0.341169,18.2716,1.0113,0.390989,1.35883,2.76112,381.557,384.324
17,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,16.0,384.324,21.0,10.0,11.0,5.0,15.0,14.8135,399.138,399.138,402.155,0.0,1.0,1.0,402.417,0.261904,18.3928,1.1749,0.186621,1.4381,2.79962,402.924,405.739
18,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,17.0,405.739,20.0,9.0,11.0,11.0,17.0,16.5145,422.253,422.254,425.286,0.0,2.0,1.0,425.865,0.578934,20.4262,1.3267,0.485608,1.12107,2.93337,426.374,429.319
