TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,0.0,18.2785,13.0,8.0,5.0,4.0,15.0,14.505,32.7835,32.7842,35.8165,0.0,NA,NA,NA,NA,2.0,1.2853,0.495165,NA,1.78047,37.823,39.6163
2,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,1.0,39.6167,15.0,1.0,14.0,1.0,15.0,14.9714,54.5881,54.5886,57.6137,1.0,1,1,58.9181612881,1.30446968613,19.6015,1.2245,0.0286433,0.395530313871,1.64867,59.4364,61.097
3,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,2.0,61.0973,17.0,6.0,11.0,3.0,18.0,17.7358,78.8331,78.8336,81.861,1.0,NA,NA,NA,NA,2.0,1.0113,0.264243,NA,1.27554,83.8675,85.1442
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,85.1446,17.0,0.0,17.0,0.0,15.0,14.9492,100.094,100.094,103.125,0.0,2,1,103.950176727,0.825014791721,19.1056,1.0887,0.0508794,0.874985208279,2.01456,104.46,106.475
5,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,4.0,106.475,19.0,14.0,5.0,2.0,19.0,18.6911,125.166,125.167,128.189,1.0,NA,NA,NA,NA,2.0,1.3267,0.308938,NA,1.63564,130.197,131.839
6,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,5.0,131.839,19.0,19.0,0.0,0.0,17.0,16.5145,148.354,148.354,151.386,0.0,2,0,152.766005737,1.38015949761,21.2269,2.3911,0.485619,0.319840502394,3.19656,153.276,156.486
7,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,6.0,156.486,23.0,4.0,19.0,3.0,19.0,18.7328,175.219,175.219,178.249,0.0,1,1,179.262115713,1.01261610132,23.076,5.0846,0.267317,0.687383898679,6.0393,179.771,185.816
8,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,7.0,185.816,15.0,9.0,6.0,3.0,15.0,14.5143,200.331,200.331,203.363,0.0,NA,NA,NA,NA,2.0,1.0098,0.485739,NA,1.49554,205.372,206.88
9,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,8.0,206.88,20.0,0.0,20.0,0.0,18.0,17.5142,224.395,224.395,227.427,0.0,2,1,228.109930333,0.682632537406,21.5296,1.5734,0.485922,1.01736746259,3.07669,228.622,231.711
10,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,9.0,231.711,19.0,4.0,15.0,2.0,16.0,15.9616,247.673,247.673,250.691,0.0,NA,NA,NA,NA,2.0,1.4411,0.0384728,NA,1.47957,252.7,254.191
11,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,10.0,254.191,17.0,12.0,5.0,1.0,16.0,15.5145,269.706,269.706,272.739,1.0,2,0,273.381865029,0.643196506927,19.4904,1.2297,0.485621,1.05680349307,2.77212,273.893,276.672
12,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,11.0,276.673,19.0,6.0,13.0,3.0,18.0,18.0086,294.681,294.682,297.702,0.0,1,0,298.301845501,0.599348446879,21.9292,3.6695,-0.00855862,1.10065155312,4.76159,298.812,303.585
13,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,12.0,303.586,20.0,19.0,1.0,2.0,17.0,16.6368,320.222,320.223,323.249,1.0,2,0,325.16583794,1.91641195707,21.8801,4.6191,0.363287,-0.216411957072,4.76597,325.681,330.449
14,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,13.0,330.449,20.0,15.0,5.0,3.0,15.0,14.7995,345.249,345.249,348.28,1.0,2,1,349.413730568,1.13385950452,19.2644,2.5575,0.200564,0.566140495484,3.3242,349.926,353.263
15,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,14.0,353.263,15.0,9.0,6.0,6.0,15.0,14.5146,367.778,367.778,370.811,1.0,2,0,372.30190176,1.49119840691,19.3386,1.3975,0.485517,0.208801593089,2.09182,372.812,374.91
16,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,15.0,374.911,18.0,14.0,4.0,3.0,17.0,16.6875,391.598,391.599,394.625,0.0,2,0,395.59772334,0.973202348098,20.9869,1.1477,0.312527,0.726797651902,2.18702,396.119,398.308
17,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,16.0,398.308,15.0,11.0,4.0,3.0,15.0,14.5197,412.828,412.828,415.855,0.0,1,1,416.493694215,0.63830608271,18.4857,1.8808,0.480343,1.06169391729,3.42284,417.005,420.439
