TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,0.0,2.9721,17.0,9.0,8.0,16.0,19.0,18.5023,21.4744,21.4755,24.4821,0.0,1.0,1.0,24.8748474121,0.392722934484,22.2027,3.6695,0.497824,1.3072770834,5.4746,25.3825,30.861
2,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,1.0,30.8614,22.0,13.0,9.0,9.0,18.0,17.9033,48.7648,48.7654,51.7709,1.0,NA,NA,NA,NA,2.0,1.3267,0.0967772,NA,1.42348,53.7778,55.2021
3,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,2.0,55.2026,17.0,11.0,6.0,12.0,15.0,14.9157,70.1183,70.119,73.1287,0.0,2,0,73.4087625814,0.280024245265,18.5062,5.0846,0.0843868,1.41997575474,6.58896,73.9174,80.5124
4,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,3.0,80.5128,21.0,12.0,9.0,2.0,15.0,14.9761,95.4889,95.4896,98.4991,1.0,1,1,98.7436740157,0.244614158815,18.5309,1.2297,0.0240419,1.45538584118,2.70913,99.2515,101.964
5,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,4.0,101.964,24.0,11.0,13.0,1.0,18.0,17.5048,119.469,119.47,122.479,1.0,1,1,122.990630602,0.512084399525,21.3264,1.0887,0.495348,1.18791560048,2.77196,123.5,126.277
6,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,5.0,126.277,16.0,12.0,4.0,4.0,15.0,14.6094,140.887,140.887,143.895,0.0,2,0,144.237700702,0.342728958931,18.2604,1.2245,0.39071,1.35727104107,2.97248,144.748,147.722
7,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,6.0,147.723,23.0,19.0,4.0,1.0,16.0,15.7807,163.503,163.504,166.51,1.0,1,0,166.836768396,0.326396033226,19.4141,2.5575,0.219394,1.37360396677,4.1505,167.348,171.502
8,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,7.0,171.502,23.0,11.0,12.0,7.0,18.0,17.8725,189.375,189.375,192.382,0.0,1,1,192.651632671,0.269990558154,21.4494,1.0098,0.127614,1.43000944185,2.56742,193.16,195.729
9,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,8.0,195.729,19.0,12.0,7.0,13.0,17.0,16.5577,212.287,212.287,215.296,1.0,1,0,215.546640489,0.250855551974,20.1177,1.1749,0.442429,1.44914444803,3.06647,216.058,219.127
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,219.127,18.0,10.0,8.0,11.0,15.0,14.6295,233.757,233.757,236.761,1.0,1,1,237.201676086,0.440269348037,18.3745,1.1477,0.370625,1.25973065196,2.77806,237.71,240.489
11,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,10.0,240.489,19.0,8.0,11.0,10.0,16.0,15.7529,256.242,256.243,259.25,1.0,1,1,259.656741725,0.406696319173,19.4675,1.5734,0.247212,1.29330368083,3.11392,260.166,263.284
