TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,0.0,0.170278,6.18081,6.01053,6.18126,9.18462,0.0,1.0,1.0,11.1755142212,1.99089121819,11.3052,1.1231,-0.290891230106,0.832209,11.491,12.3255
2,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,1.0,12.4013,18.4071,6.00575,18.4073,21.4145,1.0,2.0,0.0,22.215051651,0.800582051277,10.1137,3.4263,0.899417936802,4.32572,22.5285,26.8572
3,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,2.0,26.976,32.9846,6.00867,32.9849,35.9905,1.0,1.0,1.0,36.3424186707,0.351872563362,9.66646,1.1239,1.34812748432,2.47203,36.6573,39.1306
4,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,3.0,39.2229,45.2317,6.00888,45.2321,48.2355,0.0,2.0,0.0,48.6939163208,0.458393603563,9.77107,1.7448,1.24160635471,2.98641,49.0083,51.9975
5,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,4.0,52.0718,58.0778,6.00606,58.0781,61.085,1.0,1.0,0.0,61.6613311768,0.576329469681,9.88958,1.1342,1.123670578,2.25787,61.9784,64.2395
6,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,5.0,64.4329,70.4454,6.0125,70.4458,73.4518,0.0,1.0,0.0,73.7648468018,0.313035607338,9.63192,2.3911,1.38696444035,3.77806,74.0806,77.8618
7,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,6.0,77.9333,83.9456,6.01232,83.9459,86.9513,1.0,1.0,1.0,87.276222229,0.324919730425,9.64294,1.3975,1.37508022785,2.77258,87.5901,90.3652
8,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,7.0,90.484,96.4878,6.00383,96.4881,99.4966,1.0,1.0,0.0,99.7876663208,0.291080474854,9.60368,2.5049,1.40891945362,3.91382,100.102,104.018
9,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,8.0,104.139,110.152,6.01373,110.153,113.16,0.0,1.0,1.0,114.515098572,1.35560357571,10.6764,1.1057,0.344396412373,1.4501,114.828,116.279
10,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,9.0,116.399,122.411,6.01262,122.412,125.416,1.0,2.0,1.0,125.682601929,0.267023324966,9.58404,1.1584,1.43297660351,2.59138,125.999,128.592
11,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,10.0,128.663,134.67,6.00713,134.67,137.679,0.0,1.0,0.0,137.93006897,0.251273840666,9.56744,1.2493,1.44872617722,2.69803,138.247,140.948
12,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,11.0,141.022,147.031,6.00869,147.031,150.037,0.0,NA,NA,NA,NA,2.0,4.7413,NA,4.7413,152.051,156.795
13,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,12.0,156.888,162.895,6.00732,162.895,165.901,1.0,1,1,166.192857463,0.291512153111,9.60534,1.1622,1.40848784689,2.57069,166.507,169.082
14,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,13.0,169.156,175.164,6.00777,175.165,178.168,1.0,2,0,178.440353628,0.272535133292,9.58393,3.9403,1.42746486671,5.36776,178.753,184.123
15,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,14.0,184.194,190.208,6.01409,190.208,193.213,0.0,1,0,193.471673797,0.258284952608,9.57766,3.1912,1.44171504739,4.63292,193.786,198.424
16,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,15.0,198.521,204.525,6.00438,204.526,207.53,1.0,1,1,207.855026702,0.32549445366,9.63413,3.6229,1.37450554634,4.99741,208.167,213.166
17,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,16.0,213.238,219.246,6.00749,219.246,222.255,0.0,1,1,222.526421348,0.271470902546,9.58798,1.1188,1.42852909745,2.54733,222.839,225.388
18,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,17.0,225.486,231.498,6.01215,231.499,234.507,0.0,2,0,234.965888014,0.458661072073,9.77963,1.2245,1.24133892793,2.46584,235.278,237.747
