TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,0.0,5.04386,24.0,14.0,10.0,3.0,17.0,16.6424,21.6862,21.687,24.7181,1.0,2.0,0.0,25.2915344238,0.573479652405,20.5477,1.4961,0.357744,1.12652039528,2.98036,25.8023,28.7848
2,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,1.0,28.7851,23.0,14.0,9.0,3.0,15.0,14.9817,43.7668,43.7673,46.7992,0.0,2.0,1.0,47.3714103699,0.572204947472,18.8863,2.4102,0.018375,1.12779510021,3.55637,47.8818,51.4485
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,51.4488,25.0,17.0,8.0,2.0,17.0,16.9991,68.448,68.4485,71.4792,0.0,2.0,0.0,71.931427002,0.452178090811,20.7826,1.2135,0.000936777,1.24782192707,2.46226,72.4419,74.9124
4,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,3.0,74.9127,25.0,19.0,6.0,2.0,17.0,16.8824,91.7951,91.7956,94.8268,0.0,2.0,0.0,96.2035751343,1.37681257725,21.5909,1.7267,0.117716,0.323187381029,2.1676,96.7143,98.8935
5,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,4.0,98.8938,25.0,19.0,6.0,1.0,18.0,17.8978,116.792,116.792,119.824,1.0,2.0,0.0,120.211448669,0.387457370758,21.6177,1.3679,0.102257,1.31254267693,2.7827,120.722,123.507
6,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,5.0,123.507,18.0,8.0,10.0,2.0,15.0,15.0155,138.522,138.523,141.555,0.0,1.0,0.0,142.571289062,1.01665210724,19.3643,1.0587,-0.0154121,0.683347940445,1.72664,143.082,144.822
7,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,6.0,144.822,21.0,13.0,8.0,1.0,15.0,14.514,159.336,159.336,162.369,1.0,2.0,0.0,162.739334106,0.370674669743,18.2175,2.2012,0.48605,1.32932531834,4.01657,163.251,167.268
8,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,7.0,167.269,17.0,10.0,7.0,1.0,15.0,14.5148,181.784,181.784,184.816,1.0,1.0,0.0,185.747268677,0.931078314781,18.7786,1.8631,0.485272,0.768921673298,3.11729,186.259,189.383
9,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,8.0,189.383,18.0,11.0,7.0,1.0,15.0,14.514,203.897,203.898,206.93,1.0,2.0,0.0,207.387329102,0.457379639149,18.3042,1.5966,0.486067,1.24262034893,3.32529,207.897,211.23
10,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,9.0,211.23,28.0,10.0,18.0,2.0,18.0,17.5647,228.795,228.796,231.827,1.0,2.0,0.0,232.507217407,0.679990589619,21.5769,1.233,0.435404,1.02000939846,2.68841,233.017,235.71
11,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,10.0,235.711,18.0,5.0,13.0,2.0,16.0,15.5143,251.225,251.226,254.258,0.0,1.0,0.0,254.755310059,0.497334092855,19.3446,1.3248,0.485786,1.20266592503,3.01325,255.267,258.291
12,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,11.0,258.292,20.0,11.0,9.0,1.0,15.0,14.5144,272.806,272.807,275.839,0.0,NA,NA,NA,NA,2.0,1.2377,0.485674,NA,1.72337,277.846,279.572
