TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,0.0,0.0304285,6.07381,6.04338,6.07412,9.10662,0.0,1.0,1.0,10.8000297546,1.69341433048,11.0696,1.7448,0.0065856478177,1.75139,11.1169,12.8734
2,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,1.0,12.9034,18.9388,6.0354,18.9391,21.9721,0.0,2.0,0.0,22.9359264374,0.963874578476,10.3326,3.9403,0.736125409603,4.67643,23.2526,27.938
3,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,2.0,27.9705,34.0206,6.05012,34.0208,37.0535,1.0,NA,NA,NA,NA,2.0,1.3975,NA,1.3975,39.0662,40.4702
4,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,3.0,40.4929,46.5524,6.05956,46.5527,49.5853,1.0,2,0,49.999904472,0.414568042033,9.80702,1.1584,1.28543195797,2.44383,50.3155,52.7687
5,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,4.0,52.7944,58.851,6.05661,58.8512,61.8839,0.0,2,0,62.3839183127,0.500056070741,9.88956,3.6229,1.19994392926,4.82284,62.6999,67.5337
6,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,5.0,67.5592,73.6157,6.05645,73.6159,76.6489,0.0,2,0,77.1518938878,0.502993270406,9.89269,1.2493,1.19700672959,2.44631,77.4658,79.9151
7,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,6.0,79.9367,85.9812,6.04444,85.9814,89.0141,1.0,2,0,89.503841694,0.48971375986,9.86711,3.1912,1.21028624014,4.40149,89.8181,94.2303
8,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,7.0,94.2636,100.329,6.06582,100.33,103.363,1.0,1,0,103.815798049,0.453090705094,9.8522,1.1231,1.24690929491,2.37001,104.135,106.512
9,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,8.0,106.538,112.578,6.03984,112.578,115.611,1.0,2,0,116.215830747,0.60513940081,9.97777,1.1622,1.09486059919,2.25706,116.531,118.794
10,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,9.0,118.819,124.877,6.05774,124.877,127.91,1.0,1,1,128.391838444,0.482186690206,9.87303,2.3911,1.21781330979,3.60891,128.708,132.326
11,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,10.0,132.355,138.392,6.03671,138.392,141.425,0.0,1,0,141.879819109,0.455168153625,9.82491,4.7413,1.24483184638,5.98613,142.196,148.191
12,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,11.0,148.221,154.257,6.03599,154.257,157.29,1.0,2,0,158.711789691,1.42202714726,10.7909,1.2245,0.277972852741,1.50247,159.028,160.54
13,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,12.0,160.571,166.605,6.03485,166.606,169.638,0.0,1,0,170.071751268,0.433536182274,9.80116,1.1188,1.26646381773,2.38526,170.391,172.788
14,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,13.0,172.862,178.904,6.04151,178.904,181.937,1.0,2,0,183.071728613,1.13484196924,10.5094,3.4263,0.565158030763,3.99146,183.388,187.386
15,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,14.0,187.419,193.452,6.03334,193.453,196.485,0.0,1,0,197.007679612,0.522487380309,9.88869,1.1057,1.17751261969,2.28321,197.328,199.618
16,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,15.0,199.65,205.7,6.05057,205.701,208.734,1.0,1,0,209.207662168,0.473986394354,9.8578,2.5049,1.22601360565,3.73091,209.525,213.266
17,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,16.0,213.29,219.332,6.04238,219.333,222.365,0.0,2,0,222.791820546,0.4265698198,9.80187,1.1239,1.2734301802,2.39733,223.108,225.515
18,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,17.0,225.547,231.564,6.01668,231.564,234.597,0.0,1,0,235.375793533,0.778500634828,10.1285,1.1342,0.921499365172,2.0557,235.695,237.764
